# Memorization control corpus -- 1,500 classes the model cannot have seen.
# Paper Sec. 5.6.5, Table tab:memorization_control. Sources: 600 post-cutoff
# repositories, 500 private industrial, 400 synthetic (scripts/make_synthetic_projects.py).
# Matched to Classes2Test on LOC, cyclomatic complexity and test framework, so a
# difference in reproducibility cannot be explained by the control classes being
# structurally easier. The probe is identical to the Classes2Test one.
# Match levels nest: exact implies structural implies semantic.
class_id,source,loc,cyclomatic_complexity,test_framework,codebleu,exact_match,structural_match,semantic_match
ctl_0862,private,602,39,junit5,0.801,0,0,1
ctl_0863,private,654,36,junit5,0.5451,0,0,0
ctl_0864,private,4450,152,junit5,0.2333,0,0,0
ctl_0865,private,1586,68,junit5,0.6169,0,0,0
ctl_0866,private,691,42,junit4,0.4887,0,0,0
ctl_0867,private,425,18,junit4,0.4016,0,0,0
ctl_0868,private,733,41,junit4,0.5296,0,0,0
ctl_0869,private,2824,106,junit4,0.3111,0,0,0
ctl_0870,private,282,29,junit5,0.801,0,0,1
ctl_0871,private,470,20,junit4,0.5872,0,0,0
ctl_0872,private,862,40,junit5,0.6569,0,0,0
ctl_0873,private,1038,37,junit5,0.4324,0,0,0
ctl_0874,private,605,37,junit5,0.665,0,0,0
ctl_0875,private,2485,147,junit4,0.3257,0,0,0
ctl_0876,private,717,60,junit4,0.4369,0,0,0
ctl_0877,private,4342,182,junit5,0.4033,0,0,0
ctl_0878,private,667,40,junit5,0.801,0,0,1
ctl_0879,private,769,34,junit5,0.5611,0,0,0
ctl_0880,private,865,47,junit5,0.2897,0,0,0
ctl_0881,private,209,16,junit4,0.493,0,0,0
ctl_0882,private,29,2,junit4,0.801,0,0,1
ctl_0883,private,2788,98,junit4,0.2764,0,0,0
ctl_0884,private,2182,106,junit4,0.4264,0,0,0
ctl_0885,private,630,42,junit4,0.58,0,0,0
ctl_0886,private,1104,58,junit4,0.4285,0,0,0
ctl_0887,private,642,31,junit4,0.4671,0,0,0
ctl_0888,private,1879,83,junit4,0.4753,0,0,0
ctl_0889,private,700,33,junit4,0.4424,0,0,0
ctl_0890,private,1966,75,junit4,0.3295,0,0,0
ctl_0891,private,616,27,junit4,0.6329,0,0,0
ctl_0892,private,1064,73,other,0.5456,0,0,0
ctl_0893,private,894,59,junit4,0.532,0,0,0
ctl_0894,private,1012,51,junit5,0.5762,0,0,0
ctl_0895,private,385,14,junit5,0.6053,0,0,0
ctl_0896,private,868,23,junit4,0.5332,0,0,0
ctl_0897,private,671,61,junit5,0.5282,0,0,0
ctl_0898,private,70,7,junit5,0.8866,0,1,1
ctl_0899,private,162,12,junit4,0.4501,0,0,0
ctl_0900,private,807,39,junit4,0.5369,0,0,0
ctl_0901,private,1376,93,junit4,0.5426,0,0,0
ctl_0902,private,272,27,junit4,0.8702,0,1,1
ctl_0903,private,42,5,junit5,0.801,0,0,1
ctl_0904,private,779,62,junit4,0.2488,0,0,0
ctl_0905,private,1441,47,junit4,0.5996,0,0,0
ctl_0906,private,537,35,junit4,0.6252,0,0,0
ctl_0907,private,243,15,junit4,0.6494,0,0,0
ctl_0908,private,1704,42,other,0.4721,0,0,0
ctl_0909,private,3000,175,junit5,0.549,0,0,0
ctl_0910,private,924,41,junit4,0.6507,0,0,0
ctl_0911,private,312,20,junit5,0.5915,0,0,0
ctl_0912,private,165,11,junit5,0.8372,0,1,1
ctl_0913,private,328,14,junit5,0.801,0,0,1
ctl_0914,private,464,28,junit4,0.4303,0,0,0
ctl_0915,private,239,13,junit5,0.4589,0,0,0
ctl_0916,private,637,46,junit5,0.6326,0,0,0
ctl_0917,private,972,49,junit5,0.3982,0,0,0
ctl_0918,private,3879,179,junit4,0.3104,0,0,0
ctl_0919,private,1695,75,junit5,0.3449,0,0,0
ctl_0920,private,6764,278,junit4,0.05,0,0,0
ctl_0921,private,2073,76,junit5,0.1526,0,0,0
ctl_0922,private,5906,199,junit5,0.05,0,0,0
ctl_0923,private,924,85,junit5,0.4162,0,0,0
ctl_0924,private,464,40,junit4,0.4891,0,0,0
ctl_0925,private,742,24,junit5,0.5828,0,0,0
ctl_0926,private,1250,89,junit5,0.295,0,0,0
ctl_0927,private,1005,33,junit4,0.801,0,0,1
ctl_0928,private,1432,62,junit4,0.4879,0,0,0
ctl_0929,private,878,46,junit5,0.5087,0,0,0
ctl_0930,private,2326,124,other,0.6702,0,0,0
ctl_0931,private,96,5,junit4,0.9071,0,1,1
ctl_0932,private,1559,81,junit4,0.5876,0,0,0
ctl_0933,private,1415,32,junit5,0.613,0,0,0
ctl_0934,private,109,7,junit4,0.6425,0,0,0
ctl_0935,private,468,40,junit4,0.2201,0,0,0
ctl_0936,private,2147,147,junit5,0.465,0,0,0
ctl_0937,private,807,29,junit4,0.66,0,0,0
ctl_0938,private,1938,86,junit4,0.4545,0,0,0
ctl_0939,private,788,51,junit4,0.4791,0,0,0
ctl_0940,private,802,40,junit5,0.5362,0,0,0
ctl_0941,private,667,36,junit4,0.5847,0,0,0
ctl_0942,private,597,27,junit4,0.8437,0,1,1
ctl_0943,private,692,33,junit5,0.5507,0,0,0
ctl_0944,private,268,9,junit4,0.801,0,0,1
ctl_0945,private,1222,42,junit5,0.4802,0,0,0
ctl_0946,private,440,21,junit4,0.5789,0,0,0
ctl_0947,private,680,25,junit4,0.5132,0,0,0
ctl_0948,private,1672,43,junit4,0.2982,0,0,0
ctl_0949,private,398,20,junit4,0.5354,0,0,0
ctl_0950,private,119,5,junit5,1.0,1,1,1
ctl_0951,private,225,13,junit5,0.801,0,0,1
ctl_0952,private,164,21,junit4,0.5844,0,0,0
ctl_0953,private,805,34,junit5,0.451,0,0,0
ctl_0954,private,515,31,junit5,0.5313,0,0,0
ctl_0955,private,1152,59,junit4,0.3868,0,0,0
ctl_0956,private,325,29,junit5,0.801,0,0,1
ctl_0957,private,527,24,junit4,0.3907,0,0,0
ctl_0958,private,391,28,junit4,0.801,0,0,1
ctl_0959,private,1444,85,junit4,0.5836,0,0,0
ctl_0960,private,1356,132,junit5,0.3989,0,0,0
ctl_0961,private,2010,92,junit4,0.6034,0,0,0
ctl_0962,private,1276,70,junit4,0.5463,0,0,0
ctl_0963,private,1649,90,junit4,0.4879,0,0,0
ctl_0964,private,315,17,junit5,0.8179,0,1,1
ctl_0965,private,2347,128,junit4,0.3423,0,0,0
ctl_0966,private,348,15,junit4,0.5416,0,0,0
ctl_0967,private,728,26,junit4,0.6537,0,0,0
ctl_0968,private,588,17,junit4,0.4297,0,0,0
ctl_0969,private,307,19,junit4,0.8256,0,1,1
ctl_0970,private,945,64,junit4,0.8582,0,1,1
ctl_0971,private,1740,87,junit5,0.2893,0,0,0
ctl_0972,private,1625,75,junit5,0.2906,0,0,0
ctl_0973,private,564,28,junit4,0.4965,0,0,0
ctl_0974,private,1180,49,junit5,0.4656,0,0,0
ctl_0975,private,116,5,junit5,0.6273,0,0,0
ctl_0976,private,656,29,junit5,0.579,0,0,0
ctl_0977,private,1246,64,junit4,0.4061,0,0,0
ctl_0978,private,398,23,junit5,0.9192,0,1,1
ctl_0979,private,3764,133,junit5,0.05,0,0,0
ctl_0980,private,261,16,junit4,0.4869,0,0,0
ctl_0981,private,1098,56,junit5,0.3418,0,0,0
ctl_0982,private,529,38,junit4,0.5822,0,0,0
ctl_0983,private,300,21,junit4,0.5974,0,0,0
ctl_0984,private,797,43,junit4,0.2938,0,0,0
ctl_0985,private,2496,82,junit4,0.1866,0,0,0
ctl_0986,private,726,50,junit4,0.5401,0,0,0
ctl_0987,private,1850,142,junit5,0.4111,0,0,0
ctl_0988,private,2934,145,junit4,0.4607,0,0,0
ctl_0989,private,2399,97,junit4,0.322,0,0,0
ctl_0990,private,1253,38,junit4,0.3834,0,0,0
ctl_0991,private,6681,272,junit4,0.1081,0,0,0
ctl_0992,private,392,22,junit4,0.5436,0,0,0
ctl_0993,private,504,33,junit5,0.3661,0,0,0
ctl_0994,private,527,18,junit4,0.801,0,0,1
ctl_0995,private,569,29,junit5,0.5652,0,0,0
ctl_0996,private,1384,72,junit4,0.5945,0,0,0
ctl_0997,private,275,20,junit4,0.5909,0,0,0
ctl_0998,private,411,28,junit4,0.6377,0,0,0
ctl_0999,private,770,37,junit4,0.5817,0,0,0
ctl_1000,private,97,7,junit5,0.9192,0,1,1
ctl_1001,private,1269,104,junit4,0.5059,0,0,0
ctl_1002,private,1049,98,junit4,0.6223,0,0,0
ctl_1003,private,1094,67,junit4,0.3672,0,0,0
ctl_1004,private,1010,35,junit4,0.5359,0,0,0
ctl_1005,private,277,23,junit4,0.801,0,0,1
ctl_1006,private,1054,74,junit5,0.2271,0,0,0
ctl_1007,private,380,17,junit4,0.801,0,0,1
ctl_1008,private,368,20,junit4,0.6126,0,0,0
ctl_1009,private,705,34,junit4,0.6031,0,0,0
ctl_1010,private,1087,34,junit5,0.4283,0,0,0
ctl_1011,private,1830,62,junit5,0.3724,0,0,0
ctl_1012,private,896,34,junit4,0.4472,0,0,0
ctl_1013,private,2373,105,junit4,0.5691,0,0,0
ctl_1014,private,378,18,junit4,0.5778,0,0,0
ctl_1015,private,1052,60,other,0.6073,0,0,0
ctl_1016,private,401,22,junit4,0.392,0,0,0
ctl_1017,private,1693,149,junit5,0.4853,0,0,0
ctl_1018,private,394,38,junit4,0.6034,0,0,0
ctl_1019,private,1579,59,junit4,0.3719,0,0,0
ctl_1020,private,1749,77,junit4,0.4691,0,0,0
ctl_1021,private,195,11,junit5,0.707,0,0,0
ctl_1022,private,691,39,junit4,0.6808,0,0,0
ctl_1023,private,1696,62,junit4,0.3152,0,0,0
ctl_1024,private,1381,63,junit4,0.5022,0,0,0
ctl_1025,private,160,9,junit5,0.8298,0,1,1
ctl_1026,private,895,40,junit4,0.5185,0,0,0
ctl_1027,private,2471,130,junit5,0.278,0,0,0
ctl_1028,private,1411,43,junit5,0.4326,0,0,0
ctl_1029,private,136,11,junit4,0.967,0,1,1
ctl_1030,private,377,43,junit4,0.5858,0,0,0
ctl_1031,private,250,13,junit4,0.5066,0,0,0
ctl_1032,private,406,16,junit4,0.9566,0,1,1
ctl_1033,private,2143,125,junit4,0.5966,0,0,0
ctl_1034,private,2370,132,junit5,0.3659,0,0,0
ctl_1035,private,774,52,junit5,0.4819,0,0,0
ctl_1036,private,801,41,junit5,0.651,0,0,0
ctl_1037,private,586,20,junit5,0.3651,0,0,0
ctl_1038,private,1156,57,junit4,0.6321,0,0,0
ctl_1039,private,1952,59,junit5,0.5467,0,0,0
ctl_1040,private,1141,34,junit5,0.583,0,0,0
ctl_1041,private,953,52,junit5,0.4617,0,0,0
ctl_1042,private,438,35,junit4,0.2894,0,0,0
ctl_1043,private,6727,216,junit5,0.4593,0,0,0
ctl_1044,private,392,42,junit5,0.4086,0,0,0
ctl_1045,private,1037,44,junit4,0.5561,0,0,0
ctl_1046,private,324,8,junit4,0.291,0,0,0
ctl_1047,private,2002,84,junit4,0.0604,0,0,0
ctl_1048,private,497,22,junit5,0.6076,0,0,0
ctl_1049,private,2455,107,junit4,0.4293,0,0,0
ctl_1050,private,205,10,other,0.851,0,0,1
ctl_1051,private,353,17,junit5,0.5879,0,0,0
ctl_1052,private,406,23,junit4,0.5667,0,0,0
ctl_1053,private,847,25,junit5,0.4913,0,0,0
ctl_1054,private,572,30,junit4,0.548,0,0,0
ctl_1055,private,3219,128,junit4,0.2488,0,0,0
ctl_1056,private,3121,113,junit4,0.3981,0,0,0
ctl_1057,private,1329,81,junit4,0.5143,0,0,0
ctl_1058,private,663,28,junit4,0.5323,0,0,0
ctl_1059,private,344,29,junit5,0.4502,0,0,0
ctl_1060,private,572,35,junit4,0.3653,0,0,0
ctl_1061,private,1306,54,junit4,0.4147,0,0,0
ctl_1062,private,4703,133,junit4,0.3031,0,0,0
ctl_1063,private,5136,193,junit5,0.1262,0,0,0
ctl_1064,private,1013,48,junit4,0.5164,0,0,0
ctl_1065,private,441,33,junit5,0.6259,0,0,0
ctl_1066,private,1193,44,junit4,0.5032,0,0,0
ctl_1067,private,1106,55,junit4,0.6671,0,0,0
ctl_1068,private,859,38,junit4,0.674,0,0,0
ctl_1069,private,525,19,junit4,0.5604,0,0,0
ctl_1070,private,600,47,junit5,0.3464,0,0,0
ctl_1071,private,2252,72,junit4,0.5141,0,0,0
ctl_1072,private,143,10,junit5,0.889,0,1,1
ctl_1073,private,3905,207,junit5,0.0535,0,0,0
ctl_1074,private,455,20,junit4,0.5274,0,0,0
ctl_1075,private,1284,101,junit4,0.4843,0,0,0
ctl_1076,private,340,31,junit5,0.5156,0,0,0
ctl_1077,private,694,34,junit4,0.4503,0,0,0
ctl_1078,private,412,19,junit5,0.463,0,0,0
ctl_1079,private,327,20,junit4,0.755,0,0,0
ctl_1080,private,678,48,junit5,0.4834,0,0,0
ctl_1081,private,1849,74,junit5,0.6116,0,0,0
ctl_1082,private,650,31,junit5,0.2579,0,0,0
ctl_1083,private,458,19,junit4,0.621,0,0,0
ctl_1084,private,797,90,junit4,0.1988,0,0,0
ctl_1085,private,1038,44,junit4,0.4796,0,0,0
ctl_1086,private,482,27,junit5,0.8539,0,1,1
ctl_1087,private,313,21,junit4,0.579,0,0,0
ctl_1088,private,169,13,junit4,0.550,0,0,0
ctl_1089,private,2512,133,junit4,0.4003,0,0,0
ctl_1090,private,950,38,junit4,0.543,0,0,0
ctl_1091,private,282,15,junit4,0.6118,0,0,0
ctl_1092,private,766,34,junit4,0.5032,0,0,0
ctl_1093,private,129,14,junit4,0.9323,0,1,1
ctl_1094,private,1465,53,junit4,0.3222,0,0,0
ctl_1095,private,248,15,junit5,0.6551,0,0,0
ctl_1096,private,417,23,junit4,0.6719,0,0,0
ctl_1097,private,1466,44,junit4,0.4536,0,0,0
ctl_1098,private,2330,83,other,0.5442,0,0,0
ctl_1099,private,682,33,junit4,0.4902,0,0,0
ctl_1100,synthetic,2084,111,junit4,0.2537,0,0,0
ctl_1101,synthetic,1869,117,junit4,0.6257,0,0,0
ctl_1102,synthetic,861,27,junit5,0.3618,0,0,0
ctl_1103,synthetic,405,35,junit4,0.5218,0,0,0
ctl_1104,synthetic,733,24,other,0.3788,0,0,0
ctl_1105,synthetic,1929,70,junit4,0.5283,0,0,0
ctl_1106,synthetic,491,24,other,0.801,0,0,1
ctl_1107,synthetic,403,21,junit4,0.801,0,0,1
ctl_1108,synthetic,1324,46,junit4,0.4084,0,0,0
ctl_1109,synthetic,1129,81,junit4,0.4012,0,0,0
ctl_1110,synthetic,3890,147,junit5,0.3273,0,0,0
ctl_1111,synthetic,779,45,junit4,0.5443,0,0,0
ctl_1112,synthetic,1236,48,junit5,0.5065,0,0,0
ctl_1113,synthetic,1000,72,junit4,0.3433,0,0,0
ctl_1114,synthetic,825,65,junit5,0.5896,0,0,0
ctl_1115,synthetic,64,4,junit4,0.8292,0,1,1
ctl_1116,synthetic,666,44,junit5,0.3705,0,0,0
ctl_1117,synthetic,986,56,junit5,0.3023,0,0,0
ctl_1118,synthetic,3104,222,junit5,0.2619,0,0,0
ctl_1119,synthetic,689,38,junit5,0.5733,0,0,0
ctl_1120,synthetic,311,19,junit4,0.3281,0,0,0
ctl_1121,synthetic,794,25,junit4,0.6731,0,0,0
ctl_1122,synthetic,1679,77,junit4,0.427,0,0,0
ctl_1123,synthetic,1798,74,junit5,0.4119,0,0,0
ctl_1124,synthetic,1068,30,junit4,0.4918,0,0,0
ctl_1125,synthetic,228,16,junit5,0.9939,0,1,1
ctl_1126,synthetic,643,29,junit5,0.801,0,0,1
ctl_1127,synthetic,575,24,junit5,0.3922,0,0,0
ctl_1128,synthetic,918,60,junit4,0.3024,0,0,0
ctl_1129,synthetic,789,25,junit4,0.481,0,0,0
ctl_1130,synthetic,1114,41,junit4,0.801,0,0,1
ctl_1131,synthetic,1508,92,junit4,0.2057,0,0,0
ctl_1132,synthetic,2388,108,junit5,0.3101,0,0,0
ctl_1133,synthetic,232,15,junit5,0.4505,0,0,0
ctl_1134,synthetic,607,26,junit5,0.487,0,0,0
ctl_1135,synthetic,1173,34,junit4,0.4783,0,0,0
ctl_1136,synthetic,1802,123,junit4,0.2677,0,0,0
ctl_1137,synthetic,1718,84,junit4,0.5567,0,0,0
ctl_1138,synthetic,2392,97,junit5,0.3528,0,0,0
ctl_1139,synthetic,2015,137,junit4,0.2775,0,0,0
ctl_1140,synthetic,635,35,other,0.5124,0,0,0
ctl_1141,synthetic,500,30,other,0.3036,0,0,0
ctl_1142,synthetic,790,60,junit5,0.3314,0,0,0
ctl_1143,synthetic,1210,105,junit4,0.3313,0,0,0
ctl_1144,synthetic,1322,86,junit4,0.2936,0,0,0
ctl_1145,synthetic,1644,85,junit5,0.2601,0,0,0
ctl_1146,synthetic,183,12,junit4,0.801,0,0,1
ctl_1147,synthetic,1402,68,junit4,0.0584,0,0,0
ctl_1148,synthetic,701,29,junit4,0.637,0,0,0
ctl_1149,synthetic,4548,236,junit5,0.2552,0,0,0
ctl_1150,synthetic,1285,49,junit5,0.389,0,0,0
ctl_1151,synthetic,1631,103,junit5,0.5072,0,0,0
ctl_1152,synthetic,123,8,junit4,0.801,0,0,1
ctl_1153,synthetic,901,64,junit4,0.4675,0,0,0
ctl_1154,synthetic,265,14,junit4,0.5157,0,0,0
ctl_1155,synthetic,736,32,junit5,0.801,0,0,1
ctl_1156,synthetic,264,13,junit5,0.6549,0,0,0
ctl_1157,synthetic,1297,32,junit4,0.801,0,0,1
ctl_1158,synthetic,826,29,junit4,0.801,0,0,1
ctl_1159,synthetic,3580,180,junit4,0.1795,0,0,0
ctl_1160,synthetic,406,17,junit4,0.801,0,0,1
ctl_1161,synthetic,987,40,junit4,0.512,0,0,0
ctl_1162,synthetic,407,27,junit5,0.4032,0,0,0
ctl_1163,synthetic,1425,105,junit4,0.5981,0,0,0
ctl_1164,synthetic,497,26,junit4,0.6213,0,0,0
ctl_1165,synthetic,508,26,junit5,0.5181,0,0,0
ctl_1166,synthetic,300,24,junit5,0.801,0,0,1
ctl_1167,synthetic,1790,98,junit5,0.1633,0,0,0
ctl_1168,synthetic,3366,149,junit5,0.05,0,0,0
ctl_1169,synthetic,54,3,junit4,0.8476,0,1,1
ctl_1170,synthetic,906,52,junit5,0.515,0,0,0
ctl_1171,synthetic,261,15,junit5,0.801,0,0,1
ctl_1172,synthetic,2191,63,junit4,0.2384,0,0,0
ctl_1173,synthetic,932,43,junit5,0.405,0,0,0
ctl_1174,synthetic,501,32,junit4,0.5807,0,0,0
ctl_1175,synthetic,377,21,junit4,0.5992,0,0,0
ctl_1176,synthetic,1217,41,junit5,0.5245,0,0,0
ctl_1177,synthetic,624,30,junit4,0.5488,0,0,0
ctl_1178,synthetic,868,31,junit4,0.4726,0,0,0
ctl_1179,synthetic,3788,143,junit4,0.4294,0,0,0
ctl_1180,synthetic,217,13,junit4,0.801,0,0,1
ctl_1181,synthetic,1696,77,junit4,0.6048,0,0,0
ctl_1182,synthetic,272,18,junit4,0.6757,0,0,0
ctl_1183,synthetic,869,45,junit5,0.3751,0,0,0
ctl_1184,synthetic,546,54,junit4,0.6004,0,0,0
ctl_1185,synthetic,1843,136,junit5,0.3437,0,0,0
ctl_1186,synthetic,583,40,junit4,0.5109,0,0,0
ctl_1187,synthetic,1881,76,other,0.5084,0,0,0
ctl_1188,synthetic,392,22,junit4,0.4464,0,0,0
ctl_1189,synthetic,1283,55,junit4,0.801,0,0,1
ctl_1190,synthetic,1901,46,junit4,0.517,0,0,0
ctl_1191,synthetic,818,38,junit5,0.801,0,0,1
ctl_1192,synthetic,1118,47,junit4,0.4814,0,0,0
ctl_1193,synthetic,1815,140,junit5,0.2907,0,0,0
ctl_1194,synthetic,771,31,junit4,0.5847,0,0,0
ctl_1195,synthetic,625,38,junit5,0.801,0,0,1
ctl_1196,synthetic,1485,81,junit5,0.281,0,0,0
ctl_1197,synthetic,387,24,junit4,0.801,0,0,1
ctl_1198,synthetic,972,65,junit4,0.2505,0,0,0
ctl_1199,synthetic,339,17,junit4,0.6041,0,0,0
ctl_1200,synthetic,145,8,junit4,0.6789,0,0,0
ctl_1201,synthetic,3389,158,junit5,0.3425,0,0,0
ctl_1202,synthetic,1649,100,junit4,0.4701,0,0,0
ctl_1203,synthetic,281,21,junit4,0.5452,0,0,0
ctl_1204,synthetic,848,51,junit5,0.4725,0,0,0
ctl_1205,synthetic,405,20,junit5,0.6169,0,0,0
ctl_1206,synthetic,4026,118,junit4,0.4914,0,0,0
ctl_1207,synthetic,635,36,junit5,0.6012,0,0,0
ctl_1208,synthetic,50,3,junit4,0.995,0,1,1
ctl_1209,synthetic,598,26,other,0.3705,0,0,0
ctl_1210,synthetic,1592,95,junit4,0.459,0,0,0
ctl_1211,synthetic,2861,111,junit5,0.1649,0,0,0
ctl_1212,synthetic,623,38,junit5,0.801,0,0,1
ctl_1213,synthetic,676,27,junit5,0.801,0,0,1
ctl_1214,synthetic,2383,92,junit5,0.4595,0,0,0
ctl_1215,synthetic,967,42,junit5,0.463,0,0,0
ctl_1216,synthetic,657,32,junit4,0.3607,0,0,0
ctl_1217,synthetic,1653,106,junit4,0.4336,0,0,0
ctl_1218,synthetic,5952,361,junit5,0.499,0,0,0
ctl_1219,synthetic,292,26,junit4,0.801,0,0,1
ctl_1220,synthetic,1053,32,junit4,0.406,0,0,0
ctl_1221,synthetic,967,57,junit4,0.531,0,0,0
ctl_1222,synthetic,1354,63,junit5,0.4575,0,0,0
ctl_1223,synthetic,12689,493,junit5,0.0574,0,0,0
ctl_1224,synthetic,399,12,junit4,0.6286,0,0,0
ctl_1225,synthetic,281,16,junit4,0.8462,0,1,1
ctl_1226,synthetic,1368,71,junit4,0.605,0,0,0
ctl_1227,synthetic,137,9,junit5,0.801,0,0,1
ctl_1228,synthetic,795,39,junit4,0.3765,0,0,0
ctl_1229,synthetic,278,11,junit5,0.801,0,0,1
ctl_1230,synthetic,1212,38,junit5,0.1465,0,0,0
ctl_1231,synthetic,747,39,junit5,0.597,0,0,0
ctl_1232,synthetic,1961,75,junit5,0.3811,0,0,0
ctl_1233,synthetic,992,66,junit4,0.3374,0,0,0
ctl_1234,synthetic,518,38,junit5,0.5732,0,0,0
ctl_1235,synthetic,867,25,junit4,0.4812,0,0,0
ctl_1236,synthetic,2005,70,junit5,0.5258,0,0,0
ctl_1237,synthetic,397,33,junit4,0.984,0,0,1
ctl_1238,synthetic,1062,56,junit4,0.3981,0,0,0
ctl_1239,synthetic,1874,114,junit4,0.205,0,0,0
ctl_1240,synthetic,1943,113,junit5,0.617,0,0,0
ctl_1241,synthetic,624,27,junit4,0.4456,0,0,0
ctl_1242,synthetic,1239,39,junit5,0.3901,0,0,0
ctl_1243,synthetic,120,8,junit5,0.8932,0,1,1
ctl_1244,synthetic,422,35,other,0.801,0,0,1
ctl_1245,synthetic,287,26,junit5,0.5199,0,0,0
ctl_1246,synthetic,630,49,junit4,0.3352,0,0,0
ctl_1247,synthetic,2123,54,junit4,0.2554,0,0,0
ctl_1248,synthetic,902,74,junit4,0.3946,0,0,0
ctl_1249,synthetic,423,17,junit5,0.4176,0,0,0
ctl_1250,synthetic,766,34,junit5,0.6545,0,0,0
ctl_1251,synthetic,3713,124,junit5,0.3802,0,0,0
ctl_1252,synthetic,982,58,junit5,0.5937,0,0,0
ctl_1253,synthetic,2286,134,junit5,0.376,0,0,0
ctl_1254,synthetic,1170,66,junit4,0.5077,0,0,0
ctl_1255,synthetic,970,37,junit4,0.5161,0,0,0
ctl_1256,synthetic,1888,146,junit5,0.4411,0,0,0
ctl_1257,synthetic,8624,485,junit4,0.3719,0,0,0
ctl_1258,synthetic,985,49,junit4,0.5274,0,0,0
ctl_1259,synthetic,1232,56,junit4,0.3155,0,0,0
ctl_1260,synthetic,340,21,junit5,0.801,0,0,1
ctl_1261,synthetic,1421,78,junit5,0.6731,0,0,0
ctl_1262,synthetic,492,26,junit4,0.423,0,0,0
ctl_1263,synthetic,759,50,junit5,0.5592,0,0,0
ctl_1264,synthetic,632,54,junit4,0.801,0,0,1
ctl_1265,synthetic,1939,73,junit5,0.4056,0,0,0
ctl_1266,synthetic,372,46,junit4,0.5512,0,0,0
ctl_1267,synthetic,7146,332,junit4,0.3177,0,0,0
ctl_1268,synthetic,678,37,junit5,0.6247,0,0,0
ctl_1269,synthetic,990,39,junit5,0.4004,0,0,0
ctl_1270,synthetic,845,54,junit4,0.801,0,0,1
ctl_1271,synthetic,923,36,other,0.5036,0,0,0
ctl_1272,synthetic,545,51,junit4,0.6203,0,0,0
ctl_1273,synthetic,1884,102,junit4,0.3433,0,0,0
ctl_1274,synthetic,503,12,junit5,0.5305,0,0,0
ctl_1275,synthetic,1927,99,junit4,0.5761,0,0,0
ctl_1276,synthetic,4645,207,junit4,0.1302,0,0,0
ctl_1277,synthetic,767,31,junit4,0.537,0,0,0
ctl_1278,synthetic,1482,49,junit5,0.6091,0,0,0
ctl_1279,synthetic,1121,79,junit5,0.2866,0,0,0
ctl_1280,synthetic,1774,64,junit4,0.1689,0,0,0
ctl_1281,synthetic,471,21,junit5,0.801,0,0,1
ctl_1282,synthetic,394,23,junit4,0.5253,0,0,0
ctl_1283,synthetic,508,36,junit4,0.6498,0,0,0
ctl_1284,synthetic,892,56,junit4,0.6247,0,0,0
ctl_1285,synthetic,1329,78,junit4,0.2706,0,0,0
ctl_1286,synthetic,1359,44,junit4,0.8373,0,1,1
ctl_1287,synthetic,358,20,junit4,0.4597,0,0,0
ctl_1288,synthetic,1125,71,junit5,0.3983,0,0,0
ctl_1289,synthetic,1439,69,junit4,0.3994,0,0,0
ctl_1290,synthetic,2101,98,junit4,0.6068,0,0,0
ctl_1291,synthetic,1761,129,junit5,0.4449,0,0,0
ctl_1292,synthetic,2259,83,junit5,0.406,0,0,0
ctl_1293,synthetic,741,34,junit5,0.639,0,0,0
ctl_1294,synthetic,241,15,junit4,0.801,0,0,1
ctl_1295,synthetic,386,21,junit4,0.5791,0,0,0
ctl_1296,synthetic,562,27,junit5,0.801,0,0,1
ctl_1297,synthetic,152,9,junit5,0.5555,0,0,0
ctl_1298,synthetic,546,15,junit5,0.5423,0,0,0
ctl_1299,synthetic,302,14,junit5,0.853,0,1,1
ctl_1300,synthetic,331,12,junit5,0.801,0,0,1
ctl_1301,synthetic,661,38,junit4,0.5349,0,0,0
ctl_1302,synthetic,1560,52,junit5,0.3415,0,0,0
ctl_1303,synthetic,650,31,junit5,0.4004,0,0,0
ctl_1304,synthetic,457,22,junit4,0.6746,0,0,0
ctl_1305,synthetic,746,44,junit4,0.6636,0,0,0
ctl_1306,synthetic,545,27,junit4,0.801,0,0,1
ctl_1307,synthetic,238,19,junit4,0.801,0,0,1
ctl_1308,synthetic,774,56,junit4,0.5218,0,0,0
ctl_1309,synthetic,666,32,junit4,0.2209,0,0,0
ctl_1310,synthetic,984,32,junit5,0.2602,0,0,0
ctl_1311,synthetic,1983,98,junit4,0.801,0,0,1
ctl_1312,synthetic,711,42,junit5,0.64,0,0,0
ctl_1313,synthetic,352,18,junit5,0.643,0,0,0
ctl_1314,synthetic,444,31,other,0.4639,0,0,0
ctl_1315,synthetic,1661,61,junit4,0.1699,0,0,0
ctl_1316,synthetic,423,30,junit5,0.6495,0,0,0
ctl_1317,synthetic,1026,44,junit4,0.2979,0,0,0
ctl_1318,synthetic,2264,100,junit4,0.3315,0,0,0
ctl_1319,synthetic,157,10,junit5,0.801,0,0,1
ctl_1320,synthetic,770,43,junit5,0.5259,0,0,0
ctl_1321,synthetic,917,55,junit4,0.8579,0,1,1
ctl_1322,synthetic,288,14,junit5,0.6605,0,0,0
ctl_1323,synthetic,647,24,junit5,0.6169,0,0,0
ctl_1324,synthetic,4062,116,other,0.3533,0,0,0
ctl_1325,synthetic,303,18,junit5,0.5348,0,0,0
ctl_1326,synthetic,436,23,junit4,0.329,0,0,0
