# Ablation study, per class (paper Sec. 4.7, tab:ablation_results).
# 2,000 stratified classes x 5 configurations, paired: every configuration produced a
# result for every class. The No-Classifier arm is identical to Full Crew on every
# class that compiled on the first attempt, since the Classifier runs only from the
# second correction attempt onward and cannot affect a class that never reached it.
class_id,repo_id,class_name,package,configuration,CR_initial,CR_after_fix,fix_iterations,line_coverage,branch_coverage,method_coverage,mutation_score,num_tests,AR,EH,MG,EA,LT,UT,RO,MNT
378,13377,Class0377,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.55,82.64,100.00,92.11,9,0.24,0,0,1,0.64,1,0,6
379,13378,Class0378,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.57,81.00,85.98,64.41,21,0.48,0,0,1,1.25,0,0,10
380,13379,Class0379,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,68.62,70.96,76.92,72.94,20,0.52,0,0,1,2.68,0,0,5
381,13380,Class0380,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.35,75.23,90.07,75.05,10,0.08,1,0,2,1.83,0,0,5
382,13381,Class0381,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.02,82.14,93.62,83.49,11,0.94,0,0,1,1.75,0,0,7
383,13382,Class0382,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.27,86.88,93.58,67.92,8,0.43,0,1,3,0.37,1,0,7
384,13383,Class0383,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.20,77.08,89.60,85.80,21,1.18,0,0,1,0.95,0,1,5
385,13384,Class0384,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,77.93,71.41,83.50,57.44,19,0.93,0,0,1,2.64,0,0,7
386,13385,Class0385,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.57,75.65,84.46,84.23,14,0.64,0,0,1,1.86,0,0,9
387,13386,Class0386,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.59,81.98,95.50,85.95,12,0.46,0,1,0,1.27,0,0,8
388,13387,Class0387,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,86.94,78.02,97.69,82.58,12,0.53,1,0,1,0.38,1,0,10
389,13388,Class0388,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,84.99,81.55,88.60,88.61,12,0.61,0,0,0,1.43,0,0,11
390,13389,Class0389,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.61,60.83,77.51,85.60,19,0.82,1,0,2,3.10,0,0,19
391,13390,Class0390,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,74.59,77.40,86.68,61.09,19,0.62,0,0,1,1.56,0,0,7
392,13391,Class0391,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.19,73.40,79.36,86.75,13,1.02,1,0,1,2.56,0,0,6
393,13392,Class0392,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,72.69,69.09,72.11,62.92,8,0.55,0,0,1,2.48,0,0,8
394,13393,Class0393,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,100.00,23,0.00,0,0,0,0.33,1,0,6
395,13394,Class0394,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.16,61.31,84.72,76.12,8,0.96,0,0,2,1.24,0,0,8
396,13395,Class0395,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.26,62.86,83.01,78.29,20,0.21,0,1,1,1.76,1,0,11
397,13396,Class0396,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.17,78.09,89.70,97.83,10,0.60,1,0,1,0.97,1,0,8
398,13397,Class0397,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.99,71.87,91.89,81.14,11,0.75,1,0,1,2.23,0,0,6
399,13398,Class0398,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,80.25,70.49,90.20,81.79,13,0.69,0,0,0,2.05,0,0,12
400,13399,Class0399,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.34,76.53,96.20,84.55,6,0.32,1,1,1,1.79,1,0,9
401,13400,Class0400,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.80,72.10,83.28,84.14,5,0.38,0,0,1,1.67,0,0,11
402,13401,Class0401,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,84.13,66.60,92.89,68.69,5,0.48,0,0,1,1.95,0,0,6
403,13402,Class0402,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,97.12,86.02,100.00,96.18,19,0.26,1,1,2,1.36,1,0,7
404,13403,Class0403,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.29,74.57,98.77,77.65,22,0.45,0,0,1,1.72,0,0,5
405,13404,Class0404,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,67.51,58.56,75.78,64.13,18,0.92,0,0,0,1.53,0,0,10
406,13405,Class0405,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),0.0,100.0,1,67.63,51.74,74.97,47.40,9,0.98,0,0,1,2.27,0,0,8
407,13406,Class0406,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.17,71.70,85.71,88.86,21,0.82,0,0,1,1.52,0,0,6
408,13407,Class0407,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.46,76.04,90.23,82.74,12,0.27,1,0,3,2.07,0,0,8
409,13408,Class0408,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,89.17,18,0.11,0,0,0,1.33,0,0,14
410,13409,Class0409,com.data.repo,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,10,,,,,,,,6
411,13410,Class0410,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,98.30,83.13,87.74,79.73,23,0.25,0,0,1,1.08,0,0,14
412,13411,Class0411,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.70,75.96,81.99,54.84,8,0.34,0,0,0,1.31,0,0,8
413,13412,Class0412,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.99,88.97,98.25,100.00,10,0.00,0,0,0,1.32,0,0,9
414,13413,Class0413,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,89.43,96.04,86.57,17,0.56,0,0,2,1.31,0,0,5
415,13414,Class0414,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.49,66.15,88.22,48.95,11,1.03,0,0,2,2.19,0,0,7
416,13415,Class0415,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.01,61.95,79.59,76.17,12,0.82,0,0,1,2.24,0,0,8
417,13416,Class0416,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.21,86.17,94.18,88.13,18,0.77,1,0,1,1.93,0,0,7
418,13417,Class0417,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,86.49,86.12,93.83,78.76,14,0.61,2,0,0,0.86,0,0,8
419,13418,Class0418,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.35,60.69,81.78,88.40,9,0.39,,,,1.46,,,13
420,13419,Class0419,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.64,74.51,85.05,75.41,7,1.07,0,1,1,1.44,0,0,7
421,13420,Class0420,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,97.33,92.31,99.76,94.14,11,0.41,0,0,0,1.05,0,0,7
422,13421,Class0421,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,84.17,69.14,82.18,66.15,21,0.55,0,0,2,2.37,0,0,6
423,13422,Class0422,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.00,75.15,85.88,66.72,9,0.75,0,0,1,0.83,0,0,10
424,13423,Class0423,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.71,79.73,87.87,69.12,6,0.60,0,0,0,0.70,0,0,6
425,13424,Class0424,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.94,69.98,89.60,79.06,8,0.26,0,0,1,1.29,0,0,9
426,13425,Class0425,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,94.87,83.47,86.00,100.00,1,0.28,0,0,0,0.97,0,0,11
427,13426,Class0426,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,87.76,98.31,98.81,16,0.05,0,0,3,0.36,0,0,6
428,13427,Class0427,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,71.33,64.05,79.64,47.95,13,0.16,0,0,1,1.27,0,0,8
429,13428,Class0428,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.59,84.97,92.87,88.62,12,0.49,0,0,1,1.55,2,1,5
430,13429,Class0429,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,85.60,100.00,96.88,12,0.40,0,0,0,1.59,0,0,5
431,13430,Class0430,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.73,88.66,95.45,94.53,12,0.61,0,0,4,0.19,0,0,5
432,13431,Class0431,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.43,86.05,94.08,92.72,10,0.36,0,0,1,1.19,1,1,5
433,13432,Class0432,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,79.60,66.05,85.35,78.70,14,0.69,0,0,0,2.00,1,0,5
434,13433,Class0433,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.72,79.80,85.15,74.51,11,0.12,0,1,1,1.63,0,0,6
435,13434,Class0434,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.13,80.24,88.68,90.48,18,0.24,0,0,3,1.36,0,0,7
436,13435,Class0435,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.53,72.93,84.96,73.96,16,0.78,2,0,1,1.46,0,0,13
437,13436,Class0436,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.39,85.32,96.08,97.74,23,0.30,0,0,3,1.94,0,0,10
438,13437,Class0437,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.76,64.86,79.61,82.98,6,0.89,0,0,0,0.63,0,0,5
439,13438,Class0438,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.73,77.28,81.17,82.89,17,0.49,0,0,1,2.33,0,0,11
440,13439,Class0439,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,90.57,79.42,86.78,74.03,4,1.00,0,0,0,1.88,0,0,5
441,13440,Class0440,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.64,69.76,90.37,73.07,21,0.30,0,0,0,1.63,0,0,5
442,13441,Class0441,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.03,83.43,93.42,77.12,10,0.08,0,0,0,0.73,0,0,18
443,13442,Class0442,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.88,85.98,90.22,96.05,10,0.82,0,0,1,1.86,0,0,9
444,13443,Class0443,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,73.98,59.50,81.45,69.89,17,0.77,0,0,1,1.54,0,0,12
445,13444,Class0444,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.87,62.13,87.24,62.40,6,0.53,0,1,1,2.32,0,1,9
446,13445,Class0445,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.69,79.04,100.00,75.41,11,0.25,0,0,0,0.48,0,0,8
447,13446,Class0446,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.45,77.87,87.96,90.71,19,0.31,0,0,1,1.61,1,0,7
448,13447,Class0447,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.34,63.32,86.68,99.04,22,0.47,0,0,3,1.43,1,0,7
449,13448,Class0448,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.87,86.64,97.60,95.86,5,0.70,0,0,1,1.52,0,0,6
450,13449,Class0449,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,85.92,78.71,93.02,75.79,6,0.53,0,0,1,1.65,0,0,7
451,13450,Class0450,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.52,78.82,92.93,85.51,8,0.46,0,0,1,2.07,0,0,7
452,13451,Class0451,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,70.84,59.51,70.77,68.54,22,0.87,0,0,2,2.36,0,0,7
453,13452,Class0452,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.37,74.95,90.59,76.31,21,0.93,2,0,1,0.32,0,0,10
454,13453,Class0453,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,94.22,100.00,100.00,5,0.19,1,0,1,0.13,0,0,10
455,13454,Class0454,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.36,75.14,93.58,91.33,15,0.67,0,0,1,1.39,0,0,7
456,13455,Class0455,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,79.20,68.31,86.23,87.75,6,0.15,0,0,2,1.67,1,0,8
457,13456,Class0456,com.example.service,No-WhiteBox (w/o Struct.),0.0,100.0,2,64.78,53.40,69.70,67.14,10,0.79,0,1,1,3.07,0,0,10
458,13457,Class0457,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,96.74,17,0.00,0,0,1,0.00,0,0,7
459,13458,Class0458,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,96.57,83.69,93.95,86.81,5,0.48,0,0,0,0.25,0,0,8
460,13459,Class0459,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,90.74,77.43,90.34,69.86,6,0.23,0,0,1,1.91,1,0,7
461,13460,Class0460,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.12,78.15,99.03,86.74,6,0.56,0,0,2,1.29,0,0,10
462,13461,Class0461,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.81,90.89,99.53,88.48,25,0.11,0,0,1,0.14,1,0,6
463,13462,Class0462,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.29,80.73,90.35,95.10,13,0.72,0,0,1,2.30,0,0,11
464,13463,Class0463,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.86,60.01,82.98,80.91,23,0.69,0,0,3,1.72,0,0,6
465,13464,Class0464,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,85.09,88.63,98.97,85.76,18,1.03,0,0,0,0.13,1,0,6
466,13465,Class0465,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.56,65.94,80.15,65.54,16,0.77,0,0,1,2.97,0,0,7
467,13466,Class0466,com.example.service,No-WhiteBox (w/o Struct.),0.0,100.0,1,64.38,59.88,68.74,61.55,1,0.51,0,0,0,2.05,0,0,10
468,13467,Class0467,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,72.02,56.69,77.04,56.33,12,1.10,1,0,1,1.14,1,0,8
469,13468,Class0468,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,90.40,74.96,96.91,95.57,8,0.72,0,0,0,1.70,0,0,7
470,13469,Class0469,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,79.28,60.53,77.63,89.97,15,0.23,1,0,0,2.14,1,0,7
471,13470,Class0470,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,87.32,89.91,88.76,19,0.43,0,1,0,0.67,1,0,9
472,13471,Class0471,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,80.29,66.30,85.88,78.07,19,0.95,0,0,1,2.00,0,0,8
473,13472,Class0472,org.apache.util,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,14,,,,,,,,6
474,13473,Class0473,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.50,73.70,77.91,70.03,18,0.78,1,0,0,0.98,0,0,8
475,13474,Class0474,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.31,67.05,84.07,83.96,13,0.48,0,0,3,1.70,0,0,7
476,13475,Class0475,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,81.75,67.36,86.03,74.74,12,0.92,0,0,0,1.31,1,0,7
477,13476,Class0476,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,98.48,24,0.26,1,0,0,0.93,0,0,9
478,13477,Class0477,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,95.18,100.00,100.00,23,0.23,1,0,2,0.69,0,0,10
479,13478,Class0478,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.28,78.66,88.81,70.72,19,0.94,0,0,1,2.14,0,0,6
480,13479,Class0479,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.75,72.70,86.05,65.52,15,0.76,0,0,0,1.33,0,0,5
481,13480,Class0480,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.81,68.67,76.93,83.04,10,0.47,0,0,1,2.12,0,0,7
482,13481,Class0481,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.21,61.92,86.81,72.77,15,0.96,0,0,0,2.05,0,0,5
483,13482,Class0482,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,69.94,56.29,80.33,67.97,11,0.88,0,0,1,2.04,0,0,5
484,13483,Class0483,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.63,75.48,87.92,80.01,19,0.56,0,0,1,1.36,1,0,5
485,13484,Class0484,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.50,62.17,83.88,70.86,7,1.01,1,0,1,2.45,0,0,6
486,13485,Class0485,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,79.13,69.32,92.42,86.91,17,0.34,0,0,1,2.04,0,0,5
487,13486,Class0486,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.75,63.35,84.53,71.80,7,0.80,0,0,1,1.56,0,0,6
488,13487,Class0487,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.97,80.00,97.60,85.02,16,0.50,0,0,2,1.75,0,0,8
489,13488,Class0488,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.95,81.89,92.15,79.05,6,0.69,0,1,1,0.93,0,0,6
490,13489,Class0489,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,97.67,100.00,84.83,15,0.81,0,0,0,0.54,0,0,9
491,13490,Class0490,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.67,88.39,100.00,93.62,23,0.24,0,0,2,1.07,0,0,10
492,13491,Class0491,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,71.55,62.23,79.55,79.73,18,0.83,0,0,0,2.05,0,0,6
493,13492,Class0492,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,96.58,100.00,100.00,19,0.44,0,0,1,0.71,0,0,8
494,13493,Class0493,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,80.23,68.45,88.08,70.80,23,1.03,0,0,1,1.00,1,0,5
495,13494,Class0494,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,88.15,83.73,91.38,94.98,21,0.29,0,0,1,1.27,0,0,6
496,13495,Class0495,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,84.65,78.13,89.69,76.05,16,0.16,0,0,0,0.73,0,0,7
497,13496,Class0496,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.47,70.35,82.93,90.30,17,0.73,1,0,1,1.81,0,0,8
498,13497,Class0497,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.57,78.19,90.69,98.08,7,0.77,0,0,0,0.98,1,1,6
499,13498,Class0498,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.67,84.58,96.34,100.00,11,0.71,0,0,1,0.02,0,0,12
500,13499,Class0499,com.data.repo,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,18,,,,,,,,13
501,13500,Class0500,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.38,84.03,88.70,78.76,11,0.40,0,0,2,1.84,1,1,12
502,13501,Class0501,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,98.40,94.23,100.00,97.36,10,0.00,0,0,0,2.27,0,0,6
503,13502,Class0502,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.51,87.09,94.59,100.00,19,0.64,0,0,1,1.90,1,0,6
504,13503,Class0503,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,96.23,87.20,100.00,88.27,8,0.13,0,0,2,1.19,2,0,7
505,13504,Class0504,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,74.69,65.77,86.66,73.42,12,0.96,0,0,0,1.82,0,0,6
506,13505,Class0505,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,72.08,68.46,80.49,70.21,12,0.42,0,0,1,1.71,0,0,10
507,13506,Class0506,com.example.service,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,9,,,,,,,,11
508,13507,Class0507,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,100.00,5,0.68,0,0,2,1.35,0,0,8
509,13508,Class0508,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.51,75.58,87.73,75.84,22,0.77,0,0,1,0.73,0,0,7
510,13509,Class0509,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,91.36,80.83,97.57,94.64,12,0.26,0,0,1,1.66,0,0,6
511,13510,Class0510,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,86.17,100.00,88.26,8,0.51,0,0,1,0.72,1,0,10
512,13511,Class0511,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,78.56,62.47,83.00,81.45,21,0.66,0,0,2,2.85,0,0,7
513,13512,Class0512,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,70.88,63.65,80.53,80.25,7,1.06,0,0,1,2.47,0,0,6
514,13513,Class0513,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,100.00,9,0.00,2,0,0,0.93,1,0,7
515,13514,Class0514,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.04,59.34,80.58,68.97,19,1.00,1,0,0,1.67,0,0,8
516,13515,Class0515,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,86.98,76.84,92.43,88.73,6,0.48,0,0,0,1.74,2,0,7
517,13516,Class0516,com.example.service,No-WhiteBox (w/o Struct.),0.0,100.0,1,66.38,56.30,74.26,45.62,1,1.31,0,0,0,3.33,0,0,7
518,13517,Class0517,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,73.93,67.17,81.51,51.95,14,0.89,0,0,0,1.22,1,0,9
519,13518,Class0518,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,75.98,57.81,84.92,74.97,23,0.49,1,0,0,2.52,1,0,10
520,13519,Class0519,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,95.53,97.61,100.00,98.01,18,0.08,3,0,0,0.49,1,0,5
521,13520,Class0520,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),0.0,100.0,2,67.63,50.90,76.68,49.99,5,0.65,1,0,1,2.05,0,0,9
522,13521,Class0521,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,73.70,57.35,81.94,78.85,17,1.06,0,0,5,2.29,1,0,6
523,13522,Class0522,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,83.00,68.75,90.24,79.71,20,0.41,0,0,1,1.74,0,1,10
524,13523,Class0523,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,89.49,86.26,90.52,90.67,18,0.36,0,1,0,1.92,1,0,8
525,13524,Class0524,com.data.repo,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,24,,,,,,,,7
526,13525,Class0525,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,80.44,68.25,91.13,75.73,13,0.64,0,0,0,1.81,0,0,7
527,13526,Class0526,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,90.33,66.26,91.80,66.38,6,0.38,0,1,0,2.01,0,0,8
528,13527,Class0527,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.25,83.29,90.79,80.07,19,0.30,1,0,1,2.42,0,0,5
529,13528,Class0528,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,97.67,100.00,92.21,10,0.51,1,0,1,1.35,0,1,15
530,13529,Class0529,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,84.73,72.62,83.50,84.30,21,0.81,0,0,0,1.37,0,0,5
531,13530,Class0530,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,80.19,66.66,83.01,83.40,16,0.30,0,1,1,1.72,1,0,7
532,13531,Class0531,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,100.00,100.00,100.00,100.00,1,0.05,0,0,0,0.69,0,0,12
533,13532,Class0532,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,74.78,52.23,77.93,62.72,21,0.70,0,0,0,2.06,0,0,5
534,13533,Class0533,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,85.10,79.98,86.79,82.29,11,0.47,0,0,1,1.98,0,0,5
535,13534,Class0534,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,79.11,71.69,79.89,72.08,11,0.91,0,0,1,2.17,0,0,13
536,13535,Class0535,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,82.53,67.37,80.54,66.70,24,0.11,0,0,2,2.36,0,0,11
537,13536,Class0536,com.example.service,No-WhiteBox (w/o Struct.),100.0,100.0,0,70.67,66.41,78.84,56.61,15,0.62,0,0,3,2.44,1,0,10
538,13537,Class0537,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,92.39,75.54,92.07,77.83,10,0.72,1,0,0,2.11,1,0,6
539,13538,Class0538,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,87.74,75.25,88.83,99.61,20,0.65,0,0,2,1.02,0,0,8
540,13539,Class0539,com.data.repo,No-WhiteBox (w/o Struct.),100.0,100.0,0,96.77,97.80,100.00,80.67,11,0.32,0,0,1,1.16,0,0,11
541,13540,Class0540,org.adbcj.mysql.codec,No-WhiteBox (w/o Struct.),100.0,100.0,0,93.48,74.87,94.46,72.32,7,0.47,0,0,0,0.35,0,0,9
542,13541,Class0541,com.example.service,No-WhiteBox (w/o Struct.),0.0,0.0,5,,,,,17,,,,,,,,6
543,13542,Class0542,org.apache.util,No-WhiteBox (w/o Struct.),100.0,100.0,0,85.13,72.91,86.75,81.80,19,0.00,0,0,0,1.44,0,0,10
544,13543,Class0543,io.core.net,No-WhiteBox (w/o Struct.),100.0,100.0,0,76.87,63.38,84.26,70.14,6,0.57,0,0,0,2.12,0,0,11
