# Per-bug Defects4J results, all 835 active bugs of v3.0.1 (paper Sec. 5.5-5.6).
# <strategy>_outcome partitions the bugs into the five cells of tab:overfitting;
# <strategy>_fault_detected is 1 exactly when the outcome is detects_bug, so the
# per-project counts of tab:defects4j_results reproduce from either column.
# Quality columns are filled only where the suite compiled.
# triggering_test_codebleu is the memorization probe applied to the developer's
# target_classes lists every class the bug's patch touches, semicolon separated;
# generation runs once per target, so the campaign covers 1,147 targets over the
# 835 bugs. class_name is the first of them, the one the tables key on.
# own triggering test; reproducible is that score above the 0.8 threshold.
bug_id,project,class_name,n_target_classes,target_classes,bug_description,zero_shot_compiled,zero_shot_CR,zero_shot_line_cov,zero_shot_branch_cov,zero_shot_method_cov,zero_shot_mutation_score,zero_shot_fault_detected,zero_shot_num_tests,zero_shot_fix_iterations,zero_shot_outcome,few_shot_compiled,few_shot_CR,few_shot_line_cov,few_shot_branch_cov,few_shot_method_cov,few_shot_mutation_score,few_shot_fault_detected,few_shot_num_tests,few_shot_fix_iterations,few_shot_outcome,pseudo_code_compiled,pseudo_code_CR,pseudo_code_line_cov,pseudo_code_branch_cov,pseudo_code_method_cov,pseudo_code_mutation_score,pseudo_code_fault_detected,pseudo_code_num_tests,pseudo_code_fix_iterations,pseudo_code_outcome,dynamic_compiled,dynamic_CR,dynamic_line_cov,dynamic_branch_cov,dynamic_method_cov,dynamic_mutation_score,dynamic_fault_detected,dynamic_num_tests,dynamic_fix_iterations,dynamic_outcome,triggering_test_codebleu,triggering_test_reproducible
JacksonDatabind-16,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer propagates a null the caller cannot receive (JacksonDatabind-16),1,1,40.71,13.84,49.98,13.83,0,12,2,passes_both,1,1,51.52,33.99,60.77,26.85,0,10,1,fails_both,1,1,53.17,36.22,63.19,56.87,0,5,2,passes_both,1,1,84.59,66.86,84.54,61.85,1,8,1,detects_bug,0.9010,1
JacksonDatabind-17,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory produces output that is well-formed but incorrect (JacksonDatabind-17),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,39.10,29.48,42.72,14.81,0,12,0,passes_both,0,0,,,,,0,0,5,no_compile,0.3598,0
JacksonDatabind-18,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,3,com.fasterxml.jackson.databind.node.ObjectNode;com.fasterxml.jackson.databind.node.ObjectNodeHelper;com.fasterxml.jackson.databind.node.ObjectNodeSupport,ObjectNode propagates a null the caller cannot receive (JacksonDatabind-18),1,1,57.84,45.23,58.47,27.42,1,14,1,detects_bug,1,1,83.86,70.70,85.57,57.34,1,22,1,detects_bug,1,1,97.06,73.00,96.10,73.42,1,4,2,detects_bug,1,1,90.95,72.97,97.27,65.98,1,15,0,detects_bug,0.3593,0
JacksonDatabind-19,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer returns before the guard it needs (JacksonDatabind-19),1,1,22.94,12.76,29.39,1.83,0,7,0,passes_both,1,1,62.69,50.85,73.68,49.70,0,5,1,passes_both,1,1,46.13,34.80,61.22,18.89,0,12,0,passes_both,1,1,90.07,77.60,94.79,92.88,0,6,0,encodes_bug,0.3582,0
JacksonDatabind-20,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer rounds in the wrong direction (JacksonDatabind-20),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,63.51,52.29,65.44,73.90,0,11,2,passes_both,0.9005,1
JacksonDatabind-21,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass propagates a null the caller cannot receive (JacksonDatabind-21),1,1,54.89,42.36,70.29,46.48,0,6,0,fails_both,1,1,73.92,57.43,81.25,55.34,0,12,0,encodes_bug,1,1,74.08,53.82,70.72,49.38,0,14,0,fails_both,1,1,85.33,80.83,89.52,53.09,1,9,0,detects_bug,0.3564,0
JacksonDatabind-22,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper raises an unchecked exception on a legal input (JacksonDatabind-22),1,1,28.85,16.50,40.10,1.41,0,8,2,passes_both,1,1,59.58,50.58,62.04,56.09,0,13,1,passes_both,1,1,55.91,45.00,63.93,47.85,0,11,1,passes_both,1,1,78.58,78.05,76.25,69.54,1,7,0,detects_bug,0.3537,0
JacksonDatabind-23,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,com.fasterxml.jackson.databind.node.ObjectNode,ObjectNode needs a configured collaborator to surface (JacksonDatabind-23),1,1,46.03,24.63,46.99,46.34,0,10,1,encodes_bug,1,1,61.92,53.87,58.93,37.06,0,4,0,passes_both,1,1,64.92,48.88,74.17,45.49,0,5,0,encodes_bug,1,1,63.71,64.69,74.85,57.01,0,6,1,passes_both,0.3529,0
JacksonDatabind-24,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory computes a silently wrong result (JacksonDatabind-24),1,1,50.11,30.01,48.86,16.32,0,10,1,passes_both,1,1,56.83,49.41,67.87,40.14,0,7,1,passes_both,1,1,37.98,16.88,53.24,25.28,0,6,0,encodes_bug,1,1,81.82,75.58,79.08,99.95,0,11,0,encodes_bug,0.3519,0
JacksonDatabind-25,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,3,com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.ObjectMapperHelper;com.fasterxml.jackson.databind.ObjectMapperSupport,ObjectMapper needs a configured collaborator to surface (JacksonDatabind-25),1,1,31.51,25.39,37.20,38.13,0,9,2,passes_both,1,1,56.52,27.32,54.53,17.78,0,6,0,fails_both,1,1,47.92,41.60,56.79,14.63,0,13,1,encodes_bug,1,1,61.62,50.54,64.26,73.04,0,10,2,passes_both,0.3496,0
JacksonDatabind-26,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,3,com.fasterxml.jackson.databind.deser.std.StdDeserializer;com.fasterxml.jackson.databind.deser.std.StdDeserializerHelper;com.fasterxml.jackson.databind.deser.std.StdDeserializerSupport,StdDeserializer propagates a null the caller cannot receive (JacksonDatabind-26),1,1,24.25,23.34,35.62,12.36,0,6,0,passes_both,1,1,62.14,46.05,67.19,37.93,0,6,0,passes_both,1,1,62.15,49.56,68.70,47.53,0,8,0,passes_both,1,1,90.71,90.83,93.09,79.30,1,8,0,detects_bug,0.3493,0
JacksonDatabind-27,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer depends on the platform locale (JacksonDatabind-27),0,0,,,,,0,0,5,no_compile,1,1,42.19,30.94,50.68,0.85,0,17,0,fails_both,1,1,49.52,40.50,61.97,27.91,0,7,0,fails_both,0,0,,,,,0,0,5,no_compile,0.3481,0
JacksonDatabind-28,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass propagates a null the caller cannot receive (JacksonDatabind-28),1,1,49.12,35.52,51.06,12.24,0,5,0,passes_both,1,1,82.28,53.44,73.11,58.49,1,22,0,detects_bug,1,1,58.87,38.08,61.95,36.19,1,12,1,detects_bug,1,1,92.62,90.73,95.05,72.68,1,5,0,detects_bug,0.3480,0
JacksonDatabind-29,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,3,com.fasterxml.jackson.databind.introspect.AnnotatedClass;com.fasterxml.jackson.databind.introspect.AnnotatedClassHelper;com.fasterxml.jackson.databind.introspect.AnnotatedClassSupport,AnnotatedClass computes a silently wrong result (JacksonDatabind-29),0,0,,,,,0,0,5,no_compile,1,1,58.70,36.13,57.45,53.18,0,9,1,passes_both,1,1,45.43,35.73,48.41,42.21,0,10,0,passes_both,1,1,70.30,67.83,76.94,69.72,0,4,1,encodes_bug,0.3476,0
JacksonDatabind-30,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,2,com.fasterxml.jackson.databind.deser.BeanDeserializer;com.fasterxml.jackson.databind.deser.BeanDeserializerHelper,BeanDeserializer selects the wrong branch without failing (JacksonDatabind-30),1,1,54.85,32.34,54.68,50.34,0,6,0,passes_both,1,1,45.96,26.46,37.92,44.60,0,3,0,encodes_bug,1,1,50.37,45.09,62.06,45.30,0,17,2,fails_both,1,1,64.53,60.32,76.03,49.18,0,4,0,encodes_bug,0.9005,1
JacksonDatabind-31,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer selects the wrong branch without failing (JacksonDatabind-31),1,1,36.47,10.80,35.93,27.25,0,13,0,passes_both,1,1,42.58,13.81,49.25,27.60,0,10,1,fails_both,1,1,51.72,34.15,63.95,44.55,0,7,0,fails_both,1,1,73.72,56.19,77.10,70.82,0,6,2,fails_both,0.3472,0
JacksonDatabind-32,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass misbehaves only for a fully populated instance (JacksonDatabind-32),1,1,53.73,39.60,60.10,46.62,0,4,0,passes_both,1,1,69.36,69.97,77.29,52.33,1,6,1,detects_bug,1,1,70.38,69.31,83.81,55.31,1,5,0,detects_bug,1,1,91.70,85.54,87.76,70.10,1,18,0,detects_bug,0.3467,0
JacksonDatabind-33,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper needs a configured collaborator to surface (JacksonDatabind-33),1,1,38.26,19.51,45.38,21.23,0,15,2,passes_both,1,1,52.49,40.02,50.24,14.16,0,3,0,passes_both,1,1,38.33,25.39,46.66,20.02,0,16,1,passes_both,1,1,58.63,43.23,64.71,36.59,0,22,0,passes_both,0.9003,1
JacksonDatabind-34,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper throws where the contract promises a value (JacksonDatabind-34),1,1,53.17,40.19,58.49,21.61,0,11,2,passes_both,1,1,65.64,46.77,62.15,54.16,0,7,2,passes_both,1,1,45.73,33.61,51.88,25.52,0,15,0,fails_both,1,1,94.77,81.86,100.00,75.16,1,3,1,detects_bug,0.9002,1
JacksonDatabind-35,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper misbehaves only for a fully populated instance (JacksonDatabind-35),1,1,48.89,34.31,59.43,38.59,0,20,2,passes_both,1,1,64.07,45.51,64.14,39.23,0,3,2,passes_both,1,1,39.66,37.97,44.24,42.31,0,12,0,encodes_bug,1,1,70.94,62.35,79.44,59.03,0,5,0,encodes_bug,0.9001,1
JacksonDatabind-36,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer misbehaves only for a fully populated instance (JacksonDatabind-36),1,1,55.12,44.63,69.35,28.71,0,6,0,fails_both,1,1,67.88,54.55,74.23,77.12,1,7,2,detects_bug,1,1,65.08,55.62,80.21,54.98,0,6,0,fails_both,1,1,92.14,88.18,100.00,77.02,1,6,1,detects_bug,0.3446,0
JacksonDatabind-37,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass raises an unchecked exception on a legal input (JacksonDatabind-37),1,1,50.78,38.99,59.46,7.00,0,8,0,passes_both,1,1,75.20,62.42,68.98,71.54,1,3,1,detects_bug,1,1,64.44,42.41,71.36,47.76,0,6,2,passes_both,1,1,92.77,84.39,98.57,68.11,1,6,0,detects_bug,0.3429,0
JacksonDatabind-38,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer needs a configured collaborator to surface (JacksonDatabind-38),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.3428,0
JacksonDatabind-39,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory throws where the contract promises a value (JacksonDatabind-39),1,1,51.59,36.97,60.41,23.35,0,5,0,passes_both,1,1,72.41,66.14,85.12,44.75,1,16,2,detects_bug,1,1,41.10,31.75,41.33,31.77,0,3,1,passes_both,1,1,100.00,80.90,95.04,65.81,1,9,0,detects_bug,0.3425,0
JacksonDatabind-40,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,1,com.fasterxml.jackson.databind.deser.std.StdDeserializer,StdDeserializer raises an unchecked exception on a legal input (JacksonDatabind-40),1,1,60.97,56.91,66.31,46.92,0,4,0,fails_both,1,1,70.79,73.29,83.29,75.81,1,5,1,detects_bug,1,1,83.79,71.76,88.62,65.71,1,9,0,detects_bug,1,1,87.68,79.84,83.25,65.84,1,9,1,detects_bug,0.3424,0
JacksonDatabind-41,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer is decided by the value an external call returns (JacksonDatabind-41),1,1,32.11,17.09,40.09,23.25,0,10,0,encodes_bug,1,1,59.99,46.60,69.25,33.29,0,18,0,passes_both,1,1,38.65,34.49,50.61,22.97,0,10,0,passes_both,1,1,78.25,75.45,74.43,69.47,0,20,1,encodes_bug,0.3401,0
JacksonDatabind-42,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,3,com.fasterxml.jackson.databind.deser.BeanDeserializer;com.fasterxml.jackson.databind.deser.BeanDeserializerHelper;com.fasterxml.jackson.databind.deser.BeanDeserializerSupport,BeanDeserializer depends on a nested builder reaching a particular state (JacksonDatabind-42),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.8995,1
JacksonDatabind-43,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass computes a silently wrong result (JacksonDatabind-43),1,1,36.04,23.74,48.23,37.89,0,12,1,passes_both,1,1,71.82,55.77,84.83,45.95,1,4,1,detects_bug,1,1,91.80,74.08,87.96,79.36,1,9,1,detects_bug,1,1,88.42,75.30,86.78,58.91,1,5,1,detects_bug,0.3381,0
JacksonDatabind-44,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass returns before the guard it needs (JacksonDatabind-44),1,1,47.84,41.35,60.02,37.16,0,22,2,passes_both,1,1,82.94,78.47,99.25,85.45,1,9,0,detects_bug,1,1,81.15,58.12,77.92,76.30,1,18,0,detects_bug,1,1,97.98,88.78,100.00,83.00,1,13,1,detects_bug,0.3375,0
JacksonDatabind-45,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,3,com.fasterxml.jackson.databind.deser.BeanDeserializer;com.fasterxml.jackson.databind.deser.BeanDeserializerHelper;com.fasterxml.jackson.databind.deser.BeanDeserializerSupport,BeanDeserializer needs a configured collaborator to surface (JacksonDatabind-45),1,1,37.97,22.15,38.26,30.22,0,4,2,passes_both,1,1,52.04,41.38,50.48,53.91,0,11,2,fails_both,1,1,50.14,42.97,57.26,44.10,0,3,2,encodes_bug,1,1,84.97,65.30,81.33,79.54,0,6,1,fails_both,0.8986,1
JacksonDatabind-46,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer depends on a nested builder reaching a particular state (JacksonDatabind-46),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,45.08,34.53,57.21,28.40,0,9,0,passes_both,1,1,65.53,49.57,63.70,50.23,0,5,0,fails_both,0.3370,0
JacksonDatabind-47,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory returns before the guard it needs (JacksonDatabind-47),1,1,39.80,34.23,51.67,33.22,0,6,1,passes_both,1,1,67.84,48.44,69.29,43.68,0,8,0,encodes_bug,1,1,65.07,51.22,67.10,47.03,0,5,0,encodes_bug,1,1,86.51,70.25,90.24,59.42,1,9,1,detects_bug,0.3364,0
JacksonDatabind-48,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer needs a configured collaborator to surface (JacksonDatabind-48),0,0,,,,,0,0,5,no_compile,1,1,41.87,21.91,45.97,28.96,0,15,2,fails_both,0,0,,,,,0,0,5,no_compile,1,1,60.24,40.90,62.01,74.01,0,22,0,fails_both,0.3360,0
JacksonDatabind-49,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory computes a silently wrong result (JacksonDatabind-49),1,1,36.22,17.37,45.97,31.01,0,12,1,encodes_bug,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,53.54,47.65,69.90,63.11,0,5,0,passes_both,0.8981,1
JacksonDatabind-50,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper propagates a null the caller cannot receive (JacksonDatabind-50),1,1,71.62,63.41,70.31,43.44,1,9,0,detects_bug,1,1,79.75,71.53,87.33,78.42,1,11,1,detects_bug,1,1,84.20,65.62,83.86,48.31,1,5,1,detects_bug,1,1,93.88,74.88,92.49,89.00,1,8,0,detects_bug,0.8970,1
JacksonDatabind-51,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper raises an unchecked exception on a legal input (JacksonDatabind-51),1,1,64.19,51.82,73.41,42.11,1,6,1,detects_bug,1,1,92.53,77.23,98.89,58.35,1,9,0,detects_bug,1,1,70.95,60.99,80.26,45.87,1,9,0,detects_bug,1,1,97.55,90.16,92.40,71.78,1,8,0,detects_bug,0.8960,1
JacksonDatabind-52,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,com.fasterxml.jackson.databind.node.ObjectNode,ObjectNode raises an unchecked exception on a legal input (JacksonDatabind-52),1,1,49.95,27.19,61.00,27.64,0,5,2,passes_both,1,1,75.07,60.37,72.85,64.08,1,4,1,detects_bug,1,1,74.93,58.71,71.12,67.06,1,5,1,detects_bug,1,1,86.31,83.53,89.31,76.55,1,4,1,detects_bug,0.8948,1
JacksonDatabind-53,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,com.fasterxml.jackson.databind.node.ObjectNode,ObjectNode selects the wrong branch without failing (JacksonDatabind-53),1,1,53.72,42.77,57.17,26.84,0,10,2,passes_both,1,1,59.16,51.88,68.94,51.88,0,9,1,passes_both,1,1,60.56,53.01,79.53,63.46,0,10,0,encodes_bug,1,1,76.40,55.22,67.27,75.35,0,10,0,encodes_bug,0.8947,1
JacksonDatabind-54,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer raises an unchecked exception on a legal input (JacksonDatabind-54),1,1,57.23,44.55,66.05,26.66,0,7,0,passes_both,1,1,72.49,63.25,77.90,61.80,1,21,0,detects_bug,1,1,68.66,52.23,70.55,30.61,1,4,0,detects_bug,1,1,95.83,79.14,93.37,57.22,1,8,2,detects_bug,0.3311,0
JacksonDatabind-55,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,com.fasterxml.jackson.databind.ObjectMapper,ObjectMapper computes a silently wrong result (JacksonDatabind-55),0,0,,,,,0,0,5,no_compile,1,1,36.59,33.55,48.33,26.91,0,18,1,fails_both,1,1,49.70,27.96,46.43,23.53,0,13,0,passes_both,1,1,66.31,54.45,64.99,60.46,0,16,1,encodes_bug,0.3303,0
JacksonDatabind-56,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer misbehaves only for a fully populated instance (JacksonDatabind-56),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.8944,1
JacksonDatabind-57,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass surfaces only under a specific file-system layout (JacksonDatabind-57),1,1,32.98,17.68,47.46,21.88,0,18,0,passes_both,1,1,65.14,45.95,69.72,50.23,0,13,0,fails_both,1,1,57.92,59.03,59.29,20.85,0,16,0,passes_both,1,1,59.89,50.37,71.66,62.70,0,11,1,encodes_bug,0.3284,0
JacksonDatabind-58,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass depends on the system clock (JacksonDatabind-58),1,1,39.52,22.93,41.78,36.17,0,11,2,fails_both,1,1,40.60,28.13,58.39,35.03,0,9,0,passes_both,1,1,46.03,31.21,50.51,28.92,0,3,0,fails_both,1,1,70.04,60.65,82.77,80.03,0,14,2,passes_both,0.3280,0
JacksonDatabind-59,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,com.fasterxml.jackson.databind.node.ObjectNode,ObjectNode throws where the contract promises a value (JacksonDatabind-59),1,1,57.44,42.93,59.36,42.42,0,9,1,passes_both,1,1,80.47,64.64,82.75,63.13,1,13,0,detects_bug,1,1,77.78,57.71,66.90,51.15,1,14,1,detects_bug,1,1,96.86,77.27,98.81,78.03,1,22,0,detects_bug,0.3276,0
JacksonDatabind-60,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,3,com.fasterxml.jackson.databind.type.TypeFactory;com.fasterxml.jackson.databind.type.TypeFactoryHelper;com.fasterxml.jackson.databind.type.TypeFactorySupport,TypeFactory produces output that is well-formed but incorrect (JacksonDatabind-60),1,1,39.91,16.58,49.01,27.97,0,5,2,passes_both,1,1,50.91,21.42,66.07,39.14,0,7,1,passes_both,1,1,37.99,29.61,54.09,48.55,0,11,0,passes_both,1,1,77.63,73.06,81.45,76.59,0,7,2,fails_both,0.3246,0
JacksonDatabind-61,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,com.fasterxml.jackson.databind.introspect.AnnotatedClass,AnnotatedClass throws where the contract promises a value (JacksonDatabind-61),1,1,44.37,17.43,52.28,31.30,0,10,0,passes_both,1,1,55.66,43.45,64.88,27.02,0,8,2,passes_both,1,1,56.39,28.25,56.12,19.71,0,10,1,passes_both,1,1,87.06,75.88,91.61,50.39,1,7,1,detects_bug,0.3246,0
JacksonDatabind-62,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,com.fasterxml.jackson.databind.type.TypeFactory,TypeFactory depends on the platform locale (JacksonDatabind-62),1,1,28.04,25.49,45.05,47.06,0,10,0,passes_both,1,1,51.11,24.47,59.03,30.06,0,8,0,encodes_bug,1,1,40.20,31.94,53.21,4.53,0,7,0,passes_both,1,1,74.96,62.56,86.98,75.74,0,7,1,encodes_bug,0.3244,0
JacksonDatabind-63,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer raises an unchecked exception on a legal input (JacksonDatabind-63),1,1,63.80,47.21,58.51,52.50,0,10,0,passes_both,1,1,50.80,36.71,65.38,38.06,0,9,2,fails_both,1,1,47.36,32.70,58.18,31.80,0,3,1,passes_both,1,1,85.67,66.94,92.98,70.94,1,12,0,detects_bug,0.3242,0
JacksonDatabind-64,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,3,com.fasterxml.jackson.databind.introspect.AnnotatedClass;com.fasterxml.jackson.databind.introspect.AnnotatedClassHelper;com.fasterxml.jackson.databind.introspect.AnnotatedClassSupport,AnnotatedClass requires two calls in order to appear (JacksonDatabind-64),1,1,44.63,26.00,51.20,24.69,0,20,0,encodes_bug,1,1,53.57,37.38,56.65,37.74,0,11,0,passes_both,1,1,59.58,38.91,65.34,32.11,0,5,0,passes_both,1,1,86.74,66.98,96.77,94.64,0,5,2,passes_both,0.8943,1
JacksonDatabind-65,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer returns before the guard it needs (JacksonDatabind-65),0,0,,,,,0,0,5,no_compile,1,1,87.31,79.93,97.85,56.29,1,18,2,detects_bug,1,1,86.67,59.23,69.97,39.24,1,10,1,detects_bug,1,1,58.70,73.48,72.92,82.72,1,8,0,detects_bug,0.5664,0
JacksonDatabind-66,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer selects the wrong branch without failing (JacksonDatabind-66),1,1,51.43,36.48,61.41,44.12,0,14,1,fails_both,1,1,61.92,45.15,65.32,32.49,0,5,1,passes_both,1,1,45.66,43.18,61.99,34.74,0,4,1,passes_both,1,1,76.80,67.18,79.85,74.04,0,12,1,fails_both,0.3241,0
JacksonDatabind-67,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,com.fasterxml.jackson.databind.ser.BeanSerializer,BeanSerializer returns before the guard it needs (JacksonDatabind-67),1,1,39.87,27.19,58.71,27.49,0,7,0,passes_both,1,1,62.38,51.91,71.42,49.12,1,13,2,detects_bug,1,1,76.55,62.44,81.06,60.60,1,11,0,detects_bug,1,1,74.87,66.76,82.32,47.00,1,10,0,detects_bug,0.8943,1
JacksonDatabind-68,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,com.fasterxml.jackson.databind.deser.BeanDeserializer,BeanDeserializer raises an unchecked exception on a legal input (JacksonDatabind-68),1,1,52.38,30.20,51.50,43.32,0,22,2,fails_both,1,1,64.30,35.86,58.71,53.89,0,8,0,passes_both,1,1,53.55,34.39,55.56,35.13,0,7,0,encodes_bug,1,1,97.96,76.45,91.21,73.24,1,6,0,detects_bug,0.8935,1
JacksonDatabind-69,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,2,com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.ObjectMapperHelper,ObjectMapper needs a configured collaborator to surface (JacksonDatabind-69),1,1,42.47,22.52,48.94,16.17,0,5,1,passes_both,1,1,46.58,23.64,58.82,30.73,0,3,0,passes_both,1,1,70.76,61.80,80.40,30.54,0,10,1,passes_both,1,1,71.23,70.56,68.89,64.73,0,6,1,encodes_bug,0.8934,1
