# Per-bug fault-category labels for all 835 Defects4J bugs (paper Sec. 4.5, tab:undetected_faults).
# detected_by_dynamic and dynamic_outcome are copied from defects4j_per_bug_results.csv so the
# two files cannot drift apart. 200 of the 450 bugs the dynamic strategy did not detect were
# labelled independently by two authors (Cohen's kappa = 0.78); the 29 discordant cases are in
# annotation_disagreements.csv. The rest carry rule-based labels derived from those.
bug_id,project,class_name,detected_by_dynamic,dynamic_outcome,category,ripr_condition,label_source,annotator_a,annotator_b
JacksonDatabind-42,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,no_compile,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-43,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-44,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-45,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-46,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-47,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-48,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-49,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-50,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-51,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-52,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-53,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-54,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-55,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-56,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,no_compile,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-57,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonDatabind-58,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-59,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-60,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-61,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-62,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-63,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-64,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,passes_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
JacksonDatabind-65,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-66,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-67,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-68,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-69,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-70,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-71,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-72,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-73,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-74,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-75,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-76,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-77,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-78,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-79,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-80,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-81,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-82,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-83,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-84,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-85,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-86,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-87,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-88,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-89,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-90,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-91,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-92,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,No structural obstacle
JacksonDatabind-93,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-94,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-95,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-96,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-97,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-98,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,no_compile,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
JacksonDatabind-99,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-100,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-101,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-102,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-103,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-104,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-105,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,encodes_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-106,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-107,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-108,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-109,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-110,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,passes_both,Absent Automated Oracle,revealability,manual,Environment and External-Call Dependence,Absent Automated Oracle
JacksonDatabind-111,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-112,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonXml-1,JacksonXml,com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,No structural obstacle
JacksonXml-2,JacksonXml,com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonXml-3,JacksonXml,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonXml-4,JacksonXml,com.fasterxml.jackson.dataformat.xml.XmlMapper,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonXml-5,JacksonXml,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonXml-6,JacksonXml,com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-1,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-2,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-3,Jsoup,org.jsoup.parser.Tokeniser,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Jsoup-4,Jsoup,org.jsoup.safety.Cleaner,0,no_compile,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Jsoup-5,Jsoup,org.jsoup.select.Selector,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-6,Jsoup,org.jsoup.select.Selector,0,encodes_bug,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
Jsoup-7,Jsoup,org.jsoup.select.Selector,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-8,Jsoup,org.jsoup.parser.TokeniserState,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-9,Jsoup,org.jsoup.parser.Tokeniser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-10,Jsoup,org.jsoup.parser.HtmlTreeBuilder,0,no_compile,Complex Object Construction,reachability,rule-based,,
Jsoup-11,Jsoup,org.jsoup.nodes.Element,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-12,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-13,Jsoup,org.jsoup.nodes.Element,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-14,Jsoup,org.jsoup.parser.Parser,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-15,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-16,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-17,Jsoup,org.jsoup.select.Selector,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Jsoup-18,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-19,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-20,Jsoup,org.jsoup.helper.DataUtil,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-21,Jsoup,org.jsoup.select.Selector,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-22,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-23,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-24,Jsoup,org.jsoup.select.Selector,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-25,Jsoup,org.jsoup.safety.Cleaner,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Jsoup-26,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-27,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-28,Jsoup,org.jsoup.nodes.Element,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-29,Jsoup,org.jsoup.parser.Tokeniser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-30,Jsoup,org.jsoup.parser.Tokeniser,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-31,Jsoup,org.jsoup.parser.TokeniserState,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-32,Jsoup,org.jsoup.parser.TokeniserState,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-33,Jsoup,org.jsoup.safety.Cleaner,0,encodes_bug,Absent Automated Oracle,revealability,manual,Environment and External-Call Dependence,Absent Automated Oracle
Jsoup-34,Jsoup,org.jsoup.safety.Cleaner,0,fails_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Jsoup-35,Jsoup,org.jsoup.parser.HtmlTreeBuilder,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-36,Jsoup,org.jsoup.parser.Tokeniser,0,no_compile,Complex Object Construction,reachability,rule-based,,
Jsoup-37,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-38,Jsoup,org.jsoup.parser.Tokeniser,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-39,Jsoup,org.jsoup.select.Selector,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Jsoup-40,Jsoup,org.jsoup.select.Selector,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-41,Jsoup,org.jsoup.parser.TokeniserState,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-42,Jsoup,org.jsoup.nodes.Element,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-43,Jsoup,org.jsoup.parser.Parser,0,encodes_bug,State-Dependent Call Sequences,infection,manual,Absent Automated Oracle,State-Dependent Call Sequences
Jsoup-44,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-45,Jsoup,org.jsoup.nodes.Element,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-46,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-47,Jsoup,org.jsoup.parser.Tokeniser,0,no_compile,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-48,Jsoup,org.jsoup.parser.TokeniserState,0,passes_both,No structural obstacle,-,rule-based,,
Jsoup-49,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-50,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-51,Jsoup,org.jsoup.select.Selector,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-52,Jsoup,org.jsoup.parser.HtmlTreeBuilder,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-53,Jsoup,org.jsoup.nodes.Element,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-54,Jsoup,org.jsoup.parser.HtmlTreeBuilder,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-55,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-56,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-57,Jsoup,org.jsoup.nodes.Element,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-58,Jsoup,org.jsoup.nodes.Element,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-59,Jsoup,org.jsoup.nodes.Attributes,0,passes_both,Complex Object Construction,reachability,rule-based,,
Jsoup-60,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-61,Jsoup,org.jsoup.nodes.Element,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-62,Jsoup,org.jsoup.safety.Cleaner,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-63,Jsoup,org.jsoup.select.Selector,0,encodes_bug,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Jsoup-64,Jsoup,org.jsoup.parser.TokeniserState,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-65,Jsoup,org.jsoup.nodes.Attributes,0,encodes_bug,State-Dependent Call Sequences,infection,rule-based,,
Jsoup-66,Jsoup,org.jsoup.safety.Cleaner,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Jsoup-67,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-68,Jsoup,org.jsoup.select.Selector,0,passes_both,Absent Automated Oracle,revealability,manual,Complex Object Construction,Absent Automated Oracle
Jsoup-69,Jsoup,org.jsoup.parser.Parser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-70,Jsoup,org.jsoup.select.Selector,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Jsoup-71,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-72,Jsoup,org.jsoup.nodes.Element,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Jsoup-73,Jsoup,org.jsoup.parser.HtmlTreeBuilder,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-74,Jsoup,org.jsoup.select.Selector,0,fails_both,Environment and External-Call Dependence,reachability,rule-based,,
Jsoup-75,Jsoup,org.jsoup.select.Selector,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-76,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-77,Jsoup,org.jsoup.parser.Tokeniser,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Jsoup-78,Jsoup,org.jsoup.parser.Tokeniser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-79,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-80,Jsoup,org.jsoup.parser.Parser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-81,Jsoup,org.jsoup.parser.Parser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-82,Jsoup,org.jsoup.parser.Tokeniser,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Jsoup-83,Jsoup,org.jsoup.nodes.Attributes,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Jsoup-84,Jsoup,org.jsoup.parser.Tokeniser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-85,Jsoup,org.jsoup.nodes.Element,0,no_compile,Complex Object Construction,reachability,rule-based,,
Jsoup-86,Jsoup,org.jsoup.select.Selector,0,no_compile,Complex Object Construction,reachability,rule-based,,
Jsoup-87,Jsoup,org.jsoup.parser.HtmlTreeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-88,Jsoup,org.jsoup.safety.Cleaner,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Jsoup-89,Jsoup,org.jsoup.parser.Parser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-90,Jsoup,org.jsoup.parser.Parser,0,fails_both,Complex Object Construction,reachability,rule-based,,
Jsoup-91,Jsoup,org.jsoup.parser.Tokeniser,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-92,Jsoup,org.jsoup.nodes.Attributes,1,detects_bug,No structural obstacle,-,rule-based,,
Jsoup-93,Jsoup,org.jsoup.parser.TokeniserState,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-1,JxPath,org.apache.commons.jxpath.ri.compiler.NodeNameTest,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JxPath-2,JxPath,org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-3,JxPath,org.apache.commons.jxpath.ri.compiler.NodeNameTest,0,fails_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JxPath-4,JxPath,org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,0,passes_both,Complex Object Construction,reachability,rule-based,,
JxPath-5,JxPath,org.apache.commons.jxpath.JXPathContext,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-6,JxPath,org.apache.commons.jxpath.JXPathContext,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JxPath-7,JxPath,org.apache.commons.jxpath.JXPathContext,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-8,JxPath,org.apache.commons.jxpath.ri.model.VariablePointer,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JxPath-9,JxPath,org.apache.commons.jxpath.ri.compiler.CoreOperation,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JxPath-10,JxPath,org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
JxPath-11,JxPath,org.apache.commons.jxpath.ri.model.VariablePointer,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-12,JxPath,org.apache.commons.jxpath.ri.model.VariablePointer,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JxPath-13,JxPath,org.apache.commons.jxpath.ri.compiler.CoreOperation,0,no_compile,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
JxPath-14,JxPath,org.apache.commons.jxpath.JXPathContext,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-15,JxPath,org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,0,no_compile,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JxPath-16,JxPath,org.apache.commons.jxpath.ri.compiler.NodeNameTest,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JxPath-17,JxPath,org.apache.commons.jxpath.JXPathContext,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-18,JxPath,org.apache.commons.jxpath.JXPathContext,1,detects_bug,No structural obstacle,-,rule-based,,
JxPath-19,JxPath,org.apache.commons.jxpath.ri.compiler.CoreOperation,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JxPath-20,JxPath,org.apache.commons.jxpath.ri.model.VariablePointer,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JxPath-21,JxPath,org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
JxPath-22,JxPath,org.apache.commons.jxpath.ri.model.VariablePointer,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-1,Lang,org.apache.commons.lang3.text.StrBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-3,Lang,org.apache.commons.lang3.math.NumberUtils,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Lang-4,Lang,org.apache.commons.lang3.StringUtils,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Lang-5,Lang,org.apache.commons.lang3.math.NumberUtils,1,detects_bug,No structural obstacle,-,rule-based,,
Lang-6,Lang,org.apache.commons.lang3.text.translate.CharSequenceTranslator,1,detects_bug,No structural obstacle,-,rule-based,,
