# Per-class results, RQ1-RQ4 (paper Sec. 5.1-5.4).
# STRATIFIED SAMPLE, not the full corpus. Generation and the build ran on all
# 147,473 classes, so the compilation-rate and attempt columns of
# tab:extended_results_with_compilation are corpus-wide. Coverage, mutation and
# smell columns are computed on these 400 classes per configuration, drawn once
# by lines of code and cyclomatic complexity and held fixed across all 37
# configurations so that every comparison is paired. Sampling error on a quality
# column is about +/-2 pp; see tab:rq1_dispersion.
# pit_tests_run is the number of tests PIT actually ran against after
# skipFailingTests; it equals tests_run wherever the final suite passes.
# semantically_reproducible is the memorization probe's verdict for the class,
# at the CodeBLEU 0.8 threshold; it is a property of the class, so it is the
# same across every configuration of that class.
# Class and repository identifiers are anonymised.
project_id,class_name,qualified_name,model,strategy,compiled_initially,compiled,tests_passed,attempts,correction_iterations,correction_termination,line_coverage,branch_coverage,method_coverage,mutation_score,mutants_killed,mutants_survived,mutants_excluded,smell_detector,AR,EH,MG,EA,LT,UT,RO,MNT,initial_error_category,initial_error_phase,error_resolved,tests_run,pit_tests_run,test_failures,prompt_tokens,completion_tokens,duration_seconds,error,test_file,semantically_reproducible
repo_018,Class178,com.example.p18.Class178,gemini-2.5-pro,dynamic,1,1,1,1,0,success,84.3569,78.5850,86.8502,63.6271,7,4,1,tsdetect,2,0,0,2,4,1,0,2,,,0,12,12,0,23868,5668,38.02,,src/test/java/com/example/p18/Class178Test.java,0
repo_019,Class179,com.example.p19.Class179,gemini-2.5-pro,dynamic,1,1,1,1,0,success,88.7377,89.0456,94.3763,74.9817,12,4,1,tsdetect,0,0,1,1,2,0,0,7,,,0,6,6,0,22195,9118,36.47,,src/test/java/com/example/p19/Class179Test.java,1
repo_020,Class180,com.example.p20.Class180,gemini-2.5-pro,dynamic,1,1,1,1,0,success,87.7808,82.7233,91.4153,84.2921,16,3,1,tsdetect,1,2,1,1,2,1,0,8,,,0,14,14,0,24053,8927,38.87,,src/test/java/com/example/p20/Class180Test.java,0
repo_021,Class181,com.example.p21.Class181,gemini-2.5-pro,dynamic,1,1,1,1,0,success,94.1837,99.4107,100.0000,91.9387,23,2,2,tsdetect,1,0,0,0,0,0,0,3,,,0,4,4,0,24704,9225,30.72,,src/test/java/com/example/p21/Class181Test.java,0
repo_022,Class182,com.example.p22.Class182,gemini-2.5-pro,dynamic,1,1,1,1,0,success,81.7598,79.2567,90.8642,64.3342,9,5,1,tsdetect,0,0,0,0,2,0,0,9,,,0,10,10,0,22357,6934,34.45,,src/test/java/com/example/p22/Class182Test.java,1
repo_023,Class183,com.example.p23.Class183,gemini-2.5-pro,dynamic,1,1,1,1,0,success,87.1988,83.1772,93.3733,84.6393,11,2,1,tsdetect,2,0,0,0,5,0,0,4,,,0,7,7,0,23701,5337,40.94,,src/test/java/com/example/p23/Class183Test.java,1
repo_024,Class184,com.example.p24.Class184,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,94.0298,100.0000,81.7530,9,2,1,tsdetect,1,0,0,1,0,0,0,5,,,0,4,4,0,24932,7315,32.21,,src/test/java/com/example/p24/Class184Test.java,1
repo_025,Class185,com.example.p25.Class185,gemini-2.5-pro,dynamic,1,1,1,1,0,success,93.5936,88.6439,94.4812,72.7841,8,3,1,tsdetect,0,1,1,0,1,0,0,5,,,0,11,11,0,22575,8733,37.15,,src/test/java/com/example/p25/Class185Test.java,1
repo_026,Class186,com.example.p26.Class186,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.6536,96.3993,100.0000,100.0000,11,0,1,tsdetect,0,0,0,0,2,0,0,0,,,0,12,12,0,24514,8177,37.59,,src/test/java/com/example/p26/Class186Test.java,0
repo_027,Class187,com.example.p27.Class187,gemini-2.5-pro,dynamic,1,1,1,1,0,success,89.1308,80.0981,91.3594,72.7611,8,3,1,tsdetect,1,1,0,1,3,0,0,2,,,0,14,14,0,22799,9721,37.78,,src/test/java/com/example/p27/Class187Test.java,0
repo_028,Class188,com.example.p28.Class188,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,98.7445,99.9590,81.7970,9,2,1,tsdetect,1,0,0,1,4,0,0,3,,,0,9,9,0,19612,10205,32.53,,src/test/java/com/example/p28/Class188Test.java,0
repo_029,Class189,com.example.p29.Class189,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.4779,95.8373,97.7680,81.8848,9,2,1,tsdetect,0,0,0,0,3,0,0,4,,,0,4,4,0,23180,11144,37.25,,src/test/java/com/example/p29/Class189Test.java,1
repo_030,Class190,com.example.p30.Class190,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9859,96.9210,100.0000,81.8996,9,2,1,tsdetect,0,0,0,1,2,0,0,1,,,0,14,14,0,23361,8066,31.53,,src/test/java/com/example/p30/Class190Test.java,0
repo_031,Class191,com.example.p31.Class191,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.1032,100.0000,100.0000,86.2437,25,4,2,tsdetect,0,1,0,1,3,1,0,3,,,0,13,13,0,22394,8515,35.09,,src/test/java/com/example/p31/Class191Test.java,0
repo_032,Class192,com.example.p32.Class192,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,100.0000,14,0,1,tsdetect,0,0,0,0,0,0,0,3,,,0,6,6,0,23280,9791,33.77,,src/test/java/com/example/p32/Class192Test.java,0
repo_033,Class193,com.example.p33.Class193,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,74.9744,9,3,1,tsdetect,0,1,0,0,2,0,0,4,,,0,5,5,0,23459,5677,43.74,,src/test/java/com/example/p33/Class193Test.java,0
repo_034,Class194,com.example.p34.Class194,gemini-2.5-pro,dynamic,1,1,1,1,0,success,97.9123,100.0000,98.3944,81.7709,9,2,1,tsdetect,0,0,0,0,0,1,0,3,,,0,8,8,0,22964,5415,33.63,,src/test/java/com/example/p34/Class194Test.java,0
repo_035,Class195,com.example.p35.Class195,gemini-2.5-pro,dynamic,1,1,1,1,0,success,96.4650,98.5398,99.0413,75.0461,9,3,1,tsdetect,1,1,0,0,3,1,0,2,,,0,12,12,0,25029,6131,30.36,,src/test/java/com/example/p35/Class195Test.java,0
repo_036,Class196,com.example.p36.Class196,gemini-2.5-pro,dynamic,1,1,1,1,0,success,82.1330,81.5016,90.3348,81.8901,9,2,1,tsdetect,0,0,0,0,7,0,0,7,,,0,9,9,0,24479,7449,34.12,,src/test/java/com/example/p36/Class196Test.java,0
repo_037,Class197,com.example.p37.Class197,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.7609,100.0000,98.7046,81.8408,9,2,1,tsdetect,1,0,1,0,1,0,0,5,,,0,4,4,0,23458,8225,44.08,,src/test/java/com/example/p37/Class197Test.java,1
repo_038,Class198,com.example.p38.Class198,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,99.1764,100.0000,77.0053,10,3,1,tsdetect,0,0,0,0,2,0,0,2,,,0,9,9,0,26139,7407,33.15,,src/test/java/com/example/p38/Class198Test.java,0
repo_039,Class199,com.example.p39.Class199,gemini-2.5-pro,dynamic,1,1,1,1,0,success,89.6079,89.4145,94.1088,81.9363,9,2,1,tsdetect,1,0,0,0,1,0,0,3,,,0,8,8,0,27022,8599,39.32,,src/test/java/com/example/p39/Class199Test.java,0
repo_040,Class200,com.example.p40.Class200,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9645,100.0000,100.0000,90.9396,10,1,1,tsdetect,1,0,0,1,4,0,0,2,,,0,9,9,0,25304,9781,34.82,,src/test/java/com/example/p40/Class200Test.java,1
repo_041,Class201,com.example.p41.Class201,gemini-2.5-pro,dynamic,1,1,1,1,0,success,91.8512,87.4261,92.2741,73.3651,11,4,1,tsdetect,1,1,0,1,0,0,0,5,,,0,6,6,0,25386,7712,41.44,,src/test/java/com/example/p41/Class201Test.java,0
repo_042,Class202,com.example.p42.Class202,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9669,100.0000,100.0000,100.0000,11,0,1,tsdetect,0,0,0,0,0,0,0,1,,,0,5,5,0,25755,9234,33.99,,src/test/java/com/example/p42/Class202Test.java,0
repo_043,Class203,com.example.p43.Class203,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,97.6482,98.4550,83.3809,10,2,1,tsdetect,0,0,0,0,2,0,0,3,,,0,9,9,0,21474,7736,44.46,,src/test/java/com/example/p43/Class203Test.java,0
repo_044,Class204,com.example.p44.Class204,gemini-2.5-pro,dynamic,1,1,1,1,0,success,95.5642,93.1874,97.7866,63.7780,7,4,1,tsdetect,1,0,0,0,3,0,0,6,,,0,13,13,0,21757,9360,30.27,,src/test/java/com/example/p44/Class204Test.java,0
repo_045,Class205,com.example.p45.Class205,gemini-2.5-pro,dynamic,0,1,1,2,1,success,78.5520,75.6914,87.8267,63.6926,7,4,1,tsdetect,1,0,0,1,4,0,0,8,hallucinated_symbol,compilation,1,14,14,0,25459,8185,49.4,,src/test/java/com/example/p45/Class205Test.java,0
repo_046,Class206,com.example.p46.Class206,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9892,100.0000,100.0000,100.0000,11,0,1,tsdetect,0,0,0,0,0,0,0,1,,,0,6,6,0,25232,6917,30.68,,src/test/java/com/example/p46/Class206Test.java,0
repo_047,Class207,com.example.p47.Class207,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9813,100.0000,100.0000,81.8426,9,2,1,tsdetect,0,0,0,0,1,0,0,0,,,0,6,6,0,15893,8762,40.04,,src/test/java/com/example/p47/Class207Test.java,0
repo_048,Class208,com.example.p48.Class208,gemini-2.5-pro,dynamic,1,1,1,1,0,success,90.2952,93.6521,95.7156,74.9894,24,8,3,tsdetect,0,0,0,0,1,0,0,4,,,0,8,8,0,22988,7067,36.97,,src/test/java/com/example/p48/Class208Test.java,0
repo_049,Class209,com.example.p49.Class209,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.9922,100.0000,99.9129,81.8139,9,2,1,tsdetect,1,1,0,0,2,0,0,2,,,0,7,7,0,24235,7210,34.03,,src/test/java/com/example/p49/Class209Test.java,0
repo_050,Class210,com.example.p50.Class210,gemini-2.5-pro,dynamic,1,1,1,1,0,success,95.9636,97.1277,96.8900,72.7308,8,3,1,tsdetect,0,0,0,0,0,0,0,5,,,0,4,4,0,26149,9337,33.5,,src/test/java/com/example/p50/Class210Test.java,0
repo_051,Class211,com.example.p51.Class211,gemini-2.5-pro,dynamic,1,1,1,1,0,success,92.9389,96.0741,96.9374,81.0147,17,4,1,tsdetect,0,0,0,0,2,0,0,5,,,0,8,8,0,23569,7701,36.66,,src/test/java/com/example/p51/Class211Test.java,0
repo_052,Class212,com.example.p52.Class212,gemini-2.5-pro,dynamic,1,1,1,1,0,success,91.3821,90.9200,94.3587,73.3699,22,8,2,tsdetect,1,0,0,0,1,0,0,2,,,0,9,9,0,22331,9226,32.05,,src/test/java/com/example/p52/Class212Test.java,0
repo_053,Class213,com.example.p53.Class213,gemini-2.5-pro,dynamic,1,1,1,1,0,success,94.7278,90.1764,94.2805,73.6735,14,5,1,tsdetect,1,0,0,1,2,0,0,2,,,0,11,11,0,23727,7525,32.06,,src/test/java/com/example/p53/Class213Test.java,0
repo_054,Class214,com.example.p54.Class214,gemini-2.5-pro,dynamic,1,1,1,1,0,success,96.4813,96.2181,100.0000,81.8085,9,2,1,tsdetect,0,0,0,0,1,1,0,5,,,0,8,8,0,22099,7917,37.39,,src/test/java/com/example/p54/Class214Test.java,0
repo_055,Class215,com.example.p55.Class215,gemini-2.5-pro,dynamic,1,1,1,1,0,success,84.6044,80.3390,89.4157,60.0040,9,6,1,tsdetect,0,0,0,0,0,0,0,7,,,0,10,10,0,25525,9303,30.96,,src/test/java/com/example/p55/Class215Test.java,1
repo_056,Class216,com.example.p56.Class216,gemini-2.5-pro,dynamic,1,1,1,1,0,success,93.1850,90.8041,100.0000,72.7134,8,3,1,tsdetect,1,0,0,2,0,0,1,8,,,0,6,6,0,25684,6911,29.95,,src/test/java/com/example/p56/Class216Test.java,0
repo_057,Class217,com.example.p57.Class217,gemini-2.5-pro,dynamic,1,1,1,1,0,success,81.0736,79.1336,89.7834,72.7951,8,3,1,tsdetect,3,0,0,2,2,0,0,12,,,0,4,4,0,24881,7816,29.45,,src/test/java/com/example/p57/Class217Test.java,0
repo_058,Class218,com.example.p58.Class218,gemini-2.5-pro,dynamic,1,1,1,1,0,success,81.3004,75.7242,89.1476,70.5811,12,5,1,tsdetect,1,0,0,2,5,0,0,7,,,0,10,10,0,21948,7384,37.7,,src/test/java/com/example/p58/Class218Test.java,0
repo_059,Class219,com.example.p59.Class219,gemini-2.5-pro,dynamic,1,1,1,1,0,success,82.8224,83.4823,93.6204,72.7430,8,3,1,tsdetect,1,0,0,1,3,1,0,1,,,0,9,9,0,24679,7922,36.0,,src/test/java/com/example/p59/Class219Test.java,0
repo_060,Class220,com.example.p60.Class220,gemini-2.5-pro,dynamic,1,1,1,1,0,success,98.2520,98.0981,100.0000,81.8456,9,2,1,tsdetect,0,0,0,1,1,0,0,3,,,0,6,6,0,22889,7147,29.35,,src/test/java/com/example/p60/Class220Test.java,0
repo_061,Class221,com.example.p61.Class221,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,99.9890,88.9050,24,3,2,tsdetect,0,0,0,0,2,0,0,0,,,0,10,10,0,22397,7955,34.2,,src/test/java/com/example/p61/Class221Test.java,0
repo_062,Class222,com.example.p62.Class222,gemini-2.5-pro,dynamic,1,1,1,1,0,success,95.7897,86.3970,96.4414,83.3468,10,2,1,tsdetect,1,0,0,2,3,0,0,3,,,0,5,5,0,21502,8608,39.18,,src/test/java/com/example/p62/Class222Test.java,0
repo_063,Class223,com.example.p63.Class223,gemini-2.5-pro,dynamic,1,1,1,1,0,success,86.9873,83.6038,95.0870,76.9965,10,3,1,tsdetect,2,0,0,1,2,0,0,6,,,0,4,4,0,24324,9632,31.52,,src/test/java/com/example/p63/Class223Test.java,0
repo_064,Class224,com.example.p64.Class224,gemini-2.5-pro,dynamic,1,1,1,1,0,success,93.3487,86.2941,94.4604,78.1055,25,7,2,tsdetect,2,0,0,1,3,1,0,11,,,0,13,13,0,26692,7928,35.01,,src/test/java/com/example/p64/Class224Test.java,0
repo_065,Class225,com.example.p65.Class225,gemini-2.5-pro,dynamic,1,1,1,1,0,success,90.7813,88.9480,95.3837,61.0240,36,23,4,tsdetect,3,2,0,1,1,0,0,5,,,0,7,7,0,23302,7822,38.23,,src/test/java/com/example/p65/Class225Test.java,0
repo_066,Class226,com.example.p66.Class226,gemini-2.5-pro,dynamic,0,1,1,2,1,success,79.9671,75.9866,84.5440,72.7452,8,3,1,tsdetect,1,1,0,2,5,0,0,2,syntax_violation,compilation,1,9,9,0,25468,6612,31.41,,src/test/java/com/example/p66/Class226Test.java,0
repo_067,Class227,com.example.p67.Class227,gemini-2.5-pro,dynamic,1,1,1,1,0,success,94.2493,86.3557,99.3285,78.7648,26,7,2,tsdetect,1,0,0,0,1,0,0,2,,,0,10,10,0,23988,7267,32.4,,src/test/java/com/example/p67/Class227Test.java,0
repo_068,Class228,com.example.p68.Class228,gemini-2.5-pro,dynamic,1,1,1,1,0,success,98.0121,89.2362,97.9800,90.8923,10,1,1,tsdetect,0,0,0,0,1,0,0,5,,,0,12,12,0,21173,9359,35.36,,src/test/java/com/example/p68/Class228Test.java,0
repo_069,Class229,com.example.p69.Class229,gemini-2.5-pro,dynamic,1,1,1,1,0,success,87.4659,82.9109,94.5915,72.7566,8,3,1,tsdetect,2,0,0,0,5,0,0,4,,,0,14,14,0,24368,8990,36.38,,src/test/java/com/example/p69/Class229Test.java,0
repo_070,Class230,com.example.p70.Class230,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,86.9456,20,3,1,tsdetect,0,0,0,0,1,0,0,1,,,0,11,11,0,19436,7041,31.98,,src/test/java/com/example/p70/Class230Test.java,1
repo_071,Class231,com.example.p71.Class231,gemini-2.5-pro,dynamic,1,1,1,1,0,success,90.8714,85.2779,97.6759,81.9287,9,2,1,tsdetect,0,2,0,0,1,0,0,8,,,0,8,8,0,22782,9262,31.39,,src/test/java/com/example/p71/Class231Test.java,1
repo_072,Class232,com.example.p72.Class232,gemini-2.5-pro,dynamic,1,1,1,1,0,success,92.8194,96.5609,99.0036,81.8426,9,2,1,tsdetect,0,1,0,1,5,0,0,3,,,0,14,14,0,28335,10258,31.5,,src/test/java/com/example/p72/Class232Test.java,1
repo_073,Class233,com.example.p73.Class233,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,88.2325,15,2,1,tsdetect,0,0,0,1,2,0,0,0,,,0,13,13,0,26116,5939,39.59,,src/test/java/com/example/p73/Class233Test.java,1
repo_074,Class234,com.example.p74.Class234,gemini-2.5-pro,dynamic,1,1,1,1,0,success,88.5903,83.0263,90.5755,88.3243,15,2,1,tsdetect,0,0,0,2,1,0,0,2,,,0,11,11,0,26613,8682,35.02,,src/test/java/com/example/p74/Class234Test.java,0
repo_075,Class235,com.example.p75.Class235,gemini-2.5-pro,dynamic,1,1,1,1,0,success,97.0197,91.6127,98.0373,72.8003,8,3,1,tsdetect,1,0,0,0,2,0,0,2,,,0,12,12,0,23393,6538,41.33,,src/test/java/com/example/p75/Class235Test.java,1
repo_076,Class236,com.example.p76.Class236,gemini-2.5-pro,dynamic,1,1,1,1,0,success,91.1928,83.2001,92.9955,83.3567,25,5,2,tsdetect,1,0,0,0,7,0,0,6,,,0,6,6,0,23946,8324,35.43,,src/test/java/com/example/p76/Class236Test.java,1
repo_077,Class237,com.example.p77.Class237,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,95.1694,99.3071,74.9992,12,4,1,tsdetect,1,1,0,0,4,1,0,2,,,0,12,12,0,24078,5396,30.8,,src/test/java/com/example/p77/Class237Test.java,0
repo_078,Class238,com.example.p78.Class238,gemini-2.5-pro,dynamic,1,1,1,1,0,success,84.2624,75.0764,96.6808,89.9466,27,3,2,tsdetect,0,1,0,2,5,0,0,10,,,0,9,9,0,23844,9015,32.62,,src/test/java/com/example/p78/Class238Test.java,0
repo_079,Class239,com.example.p79.Class239,gemini-2.5-pro,dynamic,1,1,1,1,0,success,93.1131,93.0455,99.3565,72.8604,8,3,1,tsdetect,0,1,0,0,0,0,0,3,,,0,6,6,0,23235,8942,29.54,,src/test/java/com/example/p79/Class239Test.java,1
repo_000,Class240,com.example.p0.Class240,gemini-2.5-pro,dynamic,1,1,1,1,0,success,86.3208,86.4827,92.7538,69.5721,16,7,2,tsdetect,2,0,0,0,2,0,0,4,,,0,10,10,0,26419,9045,35.36,,src/test/java/com/example/p0/Class240Test.java,0
repo_001,Class241,com.example.p1.Class241,gemini-2.5-pro,dynamic,1,1,1,1,0,success,97.6833,93.5629,97.2754,73.4551,11,4,1,tsdetect,1,0,0,0,1,0,0,1,,,0,12,12,0,21427,7904,33.11,,src/test/java/com/example/p1/Class241Test.java,0
repo_002,Class242,com.example.p2.Class242,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,87.5034,14,2,2,tsdetect,0,0,0,0,1,0,0,2,,,0,14,14,0,20389,8098,31.35,,src/test/java/com/example/p2/Class242Test.java,0
repo_003,Class243,com.example.p3.Class243,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,99.9998,100.0000,81.6149,31,7,3,tsdetect,0,0,0,0,0,0,0,1,,,0,10,10,0,24185,7882,33.17,,src/test/java/com/example/p3/Class243Test.java,0
repo_004,Class244,com.example.p4.Class244,gemini-2.5-pro,dynamic,1,1,1,1,0,success,86.8588,73.7027,90.9068,72.7994,8,3,1,tsdetect,0,1,0,0,3,0,0,3,,,0,6,6,0,23207,8614,29.61,,src/test/java/com/example/p4/Class244Test.java,0
repo_005,Class245,com.example.p5.Class245,gemini-2.5-pro,dynamic,1,1,1,1,0,success,85.9239,79.7696,94.5331,75.0213,21,7,2,tsdetect,1,3,0,3,3,0,0,9,,,0,5,5,0,23690,7315,40.33,,src/test/java/com/example/p5/Class245Test.java,0
repo_006,Class246,com.example.p6.Class246,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,90.9171,10,1,1,tsdetect,0,0,0,0,3,0,0,0,,,0,11,11,0,25917,6768,41.8,,src/test/java/com/example/p6/Class246Test.java,0
repo_007,Class247,com.example.p7.Class247,gemini-2.5-pro,dynamic,1,1,1,1,0,success,84.1651,74.9160,87.6536,70.9863,22,9,2,tsdetect,1,0,0,0,2,0,0,4,,,0,8,8,0,26565,10216,31.32,,src/test/java/com/example/p7/Class247Test.java,1
repo_008,Class248,com.example.p8.Class248,gemini-2.5-pro,dynamic,1,1,1,1,0,success,84.7476,81.1733,92.6442,81.8339,9,2,1,tsdetect,1,0,0,0,3,0,0,6,,,0,7,7,0,20362,8534,44.27,,src/test/java/com/example/p8/Class248Test.java,1
repo_009,Class249,com.example.p9.Class249,gemini-2.5-pro,dynamic,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,0,tsdetect,0,0,0,0,0,0,0,0,hallucinated_symbol,compilation,0,0,0,0,23521,8480,33.12,compilation failed after 5 attempts,,0
repo_010,Class250,com.example.p10.Class250,gemini-2.5-pro,dynamic,1,1,1,1,0,success,88.5830,86.5023,93.5257,81.8717,9,2,1,tsdetect,0,0,0,1,2,0,0,9,,,0,4,4,0,23424,8874,31.24,,src/test/java/com/example/p10/Class250Test.java,0
repo_011,Class251,com.example.p11.Class251,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,98.7332,100.0000,92.3581,12,1,1,tsdetect,0,0,0,0,1,0,0,1,,,0,8,8,0,24330,7307,30.34,,src/test/java/com/example/p11/Class251Test.java,0
repo_012,Class252,com.example.p12.Class252,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,100.0000,13,0,1,tsdetect,0,0,0,0,0,0,0,1,,,0,6,6,0,26807,10388,40.17,,src/test/java/com/example/p12/Class252Test.java,0
repo_013,Class253,com.example.p13.Class253,gemini-2.5-pro,dynamic,1,1,1,1,0,success,88.8437,81.1175,95.1727,73.7184,14,5,1,tsdetect,0,1,0,2,2,0,0,6,,,0,8,8,0,25035,7318,34.79,,src/test/java/com/example/p13/Class253Test.java,0
repo_014,Class254,com.example.p14.Class254,gemini-2.5-pro,dynamic,1,1,1,1,0,success,88.4938,89.4815,94.8563,63.6602,7,4,1,tsdetect,1,1,0,0,1,0,0,6,,,0,9,9,0,23245,8118,39.37,,src/test/java/com/example/p14/Class254Test.java,0
repo_015,Class255,com.example.p15.Class255,gemini-2.5-pro,dynamic,1,1,1,1,0,success,96.9414,93.4269,99.2616,82.1678,23,5,2,tsdetect,0,0,0,0,1,0,0,0,,,0,9,9,0,25907,8300,41.02,,src/test/java/com/example/p15/Class255Test.java,0
repo_016,Class256,com.example.p16.Class256,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,98.8619,100.0000,82.3543,14,3,1,tsdetect,0,0,0,1,2,0,0,2,,,0,6,6,0,25531,9205,40.33,,src/test/java/com/example/p16/Class256Test.java,0
repo_017,Class257,com.example.p17.Class257,gemini-2.5-pro,dynamic,0,1,1,3,2,success,82.6829,73.9997,85.3057,63.6555,7,4,1,tsdetect,2,0,0,1,2,0,0,9,hallucinated_symbol,compilation,1,9,9,0,19609,9482,32.48,,src/test/java/com/example/p17/Class257Test.java,0
repo_018,Class258,com.example.p18.Class258,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,100.0000,25,0,2,tsdetect,0,0,0,0,1,0,0,5,,,0,6,6,0,24216,11293,40.45,,src/test/java/com/example/p18/Class258Test.java,0
repo_019,Class259,com.example.p19.Class259,gemini-2.5-pro,dynamic,1,1,1,1,0,success,100.0000,100.0000,100.0000,94.6763,18,1,1,tsdetect,0,0,0,1,1,0,0,1,,,0,4,4,0,21882,6423,35.29,,src/test/java/com/example/p19/Class259Test.java,0
repo_020,Class260,com.example.p20.Class260,gemini-2.5-pro,dynamic,1,1,1,1,0,success,98.8245,90.0007,100.0000,81.8095,9,2,1,tsdetect,0,1,0,1,1,0,0,3,,,0,7,7,0,24421,6308,35.45,,src/test/java/com/example/p20/Class260Test.java,0
repo_021,Class261,com.example.p21.Class261,gemini-2.5-pro,dynamic,1,1,1,1,0,success,99.3248,96.6668,97.8166,81.8812,9,2,1,tsdetect,0,1,0,0,3,0,0,5,,,0,9,9,0,23341,6234,39.21,,src/test/java/com/example/p21/Class261Test.java,0
repo_022,Class262,com.example.p22.Class262,gemini-2.5-pro,dynamic,1,1,1,1,0,success,86.6956,78.9155,91.1400,75.0807,12,4,1,tsdetect,0,0,0,1,1,0,0,3,,,0,6,6,0,22880,6268,36.69,,src/test/java/com/example/p22/Class262Test.java,0
repo_023,Class263,com.example.p23.Class263,gemini-2.5-pro,dynamic,1,1,1,1,0,success,92.7491,82.1405,100.0000,72.7307,8,3,1,tsdetect,1,0,0,0,1,0,0,3,,,0,8,8,0,23263,7535,34.78,,src/test/java/com/example/p23/Class263Test.java,1
repo_024,Class264,com.example.p24.Class264,gemini-2.5-pro,dynamic,1,1,1,1,0,success,94.9923,95.6341,100.0000,81.8801,9,2,1,tsdetect,0,0,0,5,2,0,0,4,,,0,4,4,0,22450,9081,33.02,,src/test/java/com/example/p24/Class264Test.java,0
repo_025,Class265,com.example.p25.Class265,gemini-2.5-pro,dynamic,1,1,1,1,0,success,91.3510,95.6494,94.3427,73.6072,39,14,4,tsdetect,3,0,0,0,0,0,0,5,,,0,6,6,0,24694,7710,37.63,,src/test/java/com/example/p25/Class265Test.java,0
repo_026,Class266,com.example.p26.Class266,gemini-2.5-pro,dynamic,1,1,1,1,0,success,94.9732,94.7573,98.7996,72.8023,8,3,1,tsdetect,1,0,0,0,1,0,0,5,,,0,9,9,0,24009,8479,35.28,,src/test/java/com/example/p26/Class266Test.java,0
repo_027,Class267,com.example.p27.Class267,gemini-2.5-pro,dynamic,1,1,1,1,0,success,98.0499,100.0000,100.0000,91.7284,11,1,1,tsdetect,0,0,0,0,3,0,1,1,,,0,12,12,0,21627,8134,38.96,,src/test/java/com/example/p27/Class267Test.java,0
repo_028,Class268,com.example.p28.Class268,gemini-2.5-pro,dynamic,0,1,1,2,1,success,82.1170,75.8028,85.3910,61.9543,13,8,1,tsdetect,0,0,0,1,7,0,0,11,syntax_violation,compilation,1,11,11,0,27193,8987,31.4,,src/test/java/com/example/p28/Class268Test.java,0
repo_029,Class269,com.example.p29.Class269,gemini-2.5-pro,dynamic,1,1,1,1,0,success,90.0921,74.2518,90.2477,75.0045,24,8,2,tsdetect,1,1,0,0,3,0,0,7,,,0,13,13,0,24991,7763,31.44,,src/test/java/com/example/p29/Class269Test.java,0
repo_030,Class270,com.example.p30.Class270,gemini-2.5-pro,dynamic,1,1,1,1,0,success,95.9125,89.0509,100.0000,90.8889,10,1,1,tsdetect,0,0,0,1,2,0,0,7,,,0,13,13,0,27627,9978,31.34,,src/test/java/com/example/p30/Class270Test.java,0
repo_031,Class271,com.example.p31.Class271,gemini-2.5-pro,dynamic,1,1,1,1,0,success,95.0197,91.9172,99.9875,90.8943,10,1,1,tsdetect,3,0,0,0,2,0,0,3,,,0,8,8,0,26821,8382,32.42,,src/test/java/com/example/p31/Class271Test.java,0
repo_032,Class272,com.example.p32.Class272,gemini-2.5-pro,dynamic,1,1,1,1,0,success,91.6108,86.3977,96.4032,72.7824,8,3,1,tsdetect,1,1,0,0,4,0,1,3,,,0,10,10,0,25080,7555,34.22,,src/test/java/com/example/p32/Class272Test.java,0
