# RQ7 -- the correction loop as a factor orthogonal to the strategy (tab:rq7_loop).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,strategy,compiled_loop_off,compiled_loop_on,tokens_loop_off,tokens_loop_on
s_0244,pseudo-code,0,1,10063,11353
s_0245,pseudo-code,0,0,9213,14326
s_0246,pseudo-code,1,1,13495,18818
s_0247,pseudo-code,0,1,11214,11214
s_0248,pseudo-code,1,1,7434,13197
s_0249,pseudo-code,1,1,22996,23099
s_0250,pseudo-code,1,1,21430,22434
s_0251,pseudo-code,1,1,5971,14750
s_0252,pseudo-code,1,1,10691,13000
s_0253,pseudo-code,1,1,8830,14331
s_0254,pseudo-code,1,1,9671,11900
s_0255,pseudo-code,1,1,9720,13153
s_0256,pseudo-code,0,0,9558,18366
s_0257,pseudo-code,0,1,9543,9550
s_0258,pseudo-code,1,1,12726,16436
s_0259,pseudo-code,1,1,7014,7562
s_0260,pseudo-code,0,1,15075,15505
s_0261,pseudo-code,0,0,12428,12428
s_0262,pseudo-code,1,1,9228,10262
s_0263,pseudo-code,1,1,10483,12643
s_0264,pseudo-code,1,1,9746,20804
s_0265,pseudo-code,1,1,8850,12316
s_0266,pseudo-code,1,1,14716,14716
s_0267,pseudo-code,0,0,6674,7531
s_0268,pseudo-code,1,1,7780,7889
s_0269,pseudo-code,1,1,13672,17810
s_0270,pseudo-code,0,1,6311,7592
s_0271,pseudo-code,1,1,11986,13433
s_0272,pseudo-code,1,1,14206,14995
s_0273,pseudo-code,0,1,10295,13326
s_0274,pseudo-code,0,1,3824,16334
s_0275,pseudo-code,1,1,12613,18153
s_0276,pseudo-code,1,1,17039,25029
s_0277,pseudo-code,0,1,10695,17363
s_0278,pseudo-code,1,1,9383,9383
s_0279,pseudo-code,0,1,8008,8703
s_0280,pseudo-code,1,1,14721,14721
s_0281,pseudo-code,1,1,13675,15284
s_0282,pseudo-code,1,1,11301,13392
s_0283,pseudo-code,0,1,18030,18892
s_0284,pseudo-code,1,1,10655,11833
s_0285,pseudo-code,1,1,4285,5509
s_0286,pseudo-code,1,1,12958,12958
s_0287,pseudo-code,0,1,6392,6449
s_0288,pseudo-code,1,1,13231,16718
s_0289,pseudo-code,1,1,8200,17272
s_0290,pseudo-code,1,1,8410,12512
s_0291,pseudo-code,0,1,17171,18761
s_0292,pseudo-code,1,1,10018,11323
s_0293,pseudo-code,1,1,9078,9830
s_0294,pseudo-code,1,1,6919,10806
s_0295,pseudo-code,1,1,6933,6934
s_0296,pseudo-code,0,1,10770,11079
s_0297,pseudo-code,1,1,15209,15209
s_0298,pseudo-code,1,1,6390,9127
s_0299,pseudo-code,0,1,17188,51083
s_0300,pseudo-code,1,1,15986,37679
s_0301,pseudo-code,1,1,19913,23404
s_0302,pseudo-code,0,0,11769,14250
s_0303,pseudo-code,1,1,10572,11165
s_0304,pseudo-code,0,0,6632,7911
s_0305,pseudo-code,1,1,13997,13997
s_0306,pseudo-code,1,1,17802,30548
s_0307,pseudo-code,1,1,10798,10798
s_0308,pseudo-code,1,1,7903,10900
s_0309,pseudo-code,1,1,8372,8372
s_0310,pseudo-code,0,1,7805,11677
s_0311,pseudo-code,1,1,10222,12797
s_0312,pseudo-code,1,1,8432,17229
s_0313,pseudo-code,0,1,8382,20760
s_0314,pseudo-code,0,1,12047,12047
s_0315,pseudo-code,1,1,21953,23083
s_0316,pseudo-code,1,1,9372,17459
s_0317,pseudo-code,0,0,8647,15441
s_0318,pseudo-code,1,1,6144,7183
s_0319,pseudo-code,1,1,9154,9154
s_0320,pseudo-code,1,1,8848,14587
s_0321,pseudo-code,0,1,18223,19697
s_0322,pseudo-code,1,1,14489,16907
s_0323,pseudo-code,1,1,15512,19860
s_0324,pseudo-code,1,1,11463,11463
s_0325,pseudo-code,1,1,7635,11139
s_0326,pseudo-code,1,1,7243,37495
s_0327,pseudo-code,0,1,5652,9250
s_0328,pseudo-code,1,1,12860,16048
s_0329,pseudo-code,1,1,9867,9867
s_0330,pseudo-code,0,0,13014,13370
s_0331,pseudo-code,1,1,7129,7129
s_0332,pseudo-code,1,1,15619,28919
s_0333,pseudo-code,0,1,5351,5351
s_0334,pseudo-code,1,1,10511,18873
s_0335,pseudo-code,0,1,11343,16439
s_0336,pseudo-code,1,1,11620,25481
s_0337,pseudo-code,1,1,12198,16192
s_0338,pseudo-code,1,1,8589,8753
s_0339,pseudo-code,1,1,9673,12081
s_0340,pseudo-code,1,1,10390,12133
s_0341,pseudo-code,1,1,12985,14781
s_0342,pseudo-code,1,1,11655,11666
s_0343,pseudo-code,1,1,10725,10880
s_0344,pseudo-code,1,1,6526,8463
s_0345,pseudo-code,1,1,12654,13637
s_0346,pseudo-code,0,1,5391,5391
s_0347,pseudo-code,0,1,9756,9756
s_0348,pseudo-code,1,1,4666,12368
s_0349,pseudo-code,1,1,11666,13787
s_0350,pseudo-code,1,1,7179,7812
s_0351,pseudo-code,0,1,9285,17202
s_0352,pseudo-code,0,0,12463,13435
s_0353,pseudo-code,1,1,14749,14749
s_0354,pseudo-code,0,1,5905,6049
s_0355,pseudo-code,1,1,11420,11420
s_0356,pseudo-code,1,1,8473,14590
s_0357,pseudo-code,1,1,9150,30221
s_0358,pseudo-code,1,1,12388,12576
s_0359,pseudo-code,1,1,12871,12871
s_0360,pseudo-code,1,1,6660,6660
s_0361,pseudo-code,1,1,11443,14438
s_0362,pseudo-code,1,1,10717,12143
s_0363,pseudo-code,1,1,12616,12733
s_0364,pseudo-code,0,1,9785,9785
s_0365,pseudo-code,1,1,11887,13109
s_0366,pseudo-code,1,1,10139,12724
s_0367,pseudo-code,0,1,8817,11439
s_0368,pseudo-code,1,1,12658,13474
s_0369,pseudo-code,1,1,5524,9698
s_0370,pseudo-code,1,1,10387,14524
s_0371,pseudo-code,1,1,8496,8496
s_0372,pseudo-code,1,1,11704,13581
s_0373,pseudo-code,1,1,11455,11455
s_0374,pseudo-code,1,1,6636,7092
s_0375,pseudo-code,1,1,14106,14106
s_0376,pseudo-code,1,1,7920,7920
s_0377,pseudo-code,1,1,4991,6561
s_0378,pseudo-code,0,1,19574,19574
s_0379,pseudo-code,1,1,7226,13479
s_0380,pseudo-code,0,1,13268,19483
s_0381,pseudo-code,0,1,13620,14001
s_0382,pseudo-code,0,1,13176,15069
s_0383,pseudo-code,1,1,9202,9202
s_0384,pseudo-code,1,1,9552,19844
s_0385,pseudo-code,1,1,11654,45842
s_0386,pseudo-code,1,1,12708,12708
s_0387,pseudo-code,0,1,6248,8317
s_0388,pseudo-code,0,1,11601,13918
s_0389,pseudo-code,1,1,10146,14566
s_0390,pseudo-code,1,1,10947,20957
s_0391,pseudo-code,1,1,9603,10718
s_0392,pseudo-code,1,1,11608,18648
s_0393,pseudo-code,1,1,9339,9339
s_0394,pseudo-code,1,1,15282,15282
s_0395,pseudo-code,1,1,13838,13838
s_0396,pseudo-code,1,1,10384,10384
s_0397,pseudo-code,0,1,15410,15410
s_0398,pseudo-code,1,1,19835,21676
s_0399,pseudo-code,0,1,10999,10999
s_0400,pseudo-code,1,1,12107,12481
s_0401,pseudo-code,1,1,16704,16704
s_0402,pseudo-code,1,1,10288,13798
s_0403,pseudo-code,1,1,16088,29011
s_0404,pseudo-code,0,0,8099,8118
s_0405,pseudo-code,1,1,22670,22670
s_0406,pseudo-code,0,1,14306,36371
s_0407,pseudo-code,1,1,6793,6793
s_0408,pseudo-code,1,1,6415,7517
s_0409,pseudo-code,1,1,10683,13466
s_0410,pseudo-code,0,0,15391,17227
s_0411,pseudo-code,1,1,13507,23702
s_0412,pseudo-code,1,1,10800,14860
s_0413,pseudo-code,1,1,12083,12083
s_0414,pseudo-code,1,1,13534,13534
s_0415,pseudo-code,1,1,13773,16831
s_0416,pseudo-code,1,1,18914,24178
s_0417,pseudo-code,1,1,9843,24130
s_0418,pseudo-code,1,1,11146,11146
s_0419,pseudo-code,1,1,6572,6572
s_0420,pseudo-code,1,1,9862,10655
s_0421,pseudo-code,1,1,11514,19461
s_0422,pseudo-code,1,1,7548,9027
s_0423,pseudo-code,1,1,7582,11817
s_0424,pseudo-code,0,1,12137,15788
s_0425,pseudo-code,1,1,8670,8670
s_0426,pseudo-code,1,1,13238,15108
s_0427,pseudo-code,0,1,9996,14123
s_0428,pseudo-code,1,1,7481,8667
s_0429,pseudo-code,0,1,15672,15806
s_0430,pseudo-code,1,1,12905,29369
s_0431,pseudo-code,0,1,10023,11761
s_0432,pseudo-code,1,1,12141,13394
s_0433,pseudo-code,0,1,6909,10518
s_0434,pseudo-code,1,1,9111,11463
s_0435,pseudo-code,0,1,11962,15760
s_0436,pseudo-code,1,1,14054,15967
s_0437,pseudo-code,1,1,12269,13106
s_0438,pseudo-code,0,1,9111,11610
s_0439,pseudo-code,0,1,8718,11200
s_0440,pseudo-code,0,1,12135,12135
s_0441,pseudo-code,0,0,10330,11068
s_0442,pseudo-code,0,1,13486,13486
s_0443,pseudo-code,1,1,10919,12003
s_0444,pseudo-code,1,1,10094,13376
s_0445,pseudo-code,1,1,6467,7381
s_0446,pseudo-code,0,1,12010,17831
s_0447,pseudo-code,1,1,10377,13875
s_0448,pseudo-code,1,1,5525,5525
s_0449,pseudo-code,0,0,13764,17949
s_0450,pseudo-code,1,1,21129,30906
s_0451,pseudo-code,0,1,8626,10869
s_0452,pseudo-code,1,1,5161,14446
s_0453,pseudo-code,0,0,18753,20456
s_0454,pseudo-code,1,1,7574,7574
s_0455,pseudo-code,1,1,10928,11344
s_0456,pseudo-code,1,1,6313,8875
s_0457,pseudo-code,1,1,11583,11583
s_0458,pseudo-code,1,1,7062,14849
s_0459,pseudo-code,1,1,10731,13031
s_0460,pseudo-code,0,1,7434,10522
s_0461,pseudo-code,1,1,10452,10806
s_0462,pseudo-code,1,1,10380,13374
s_0463,pseudo-code,1,1,8178,10794
s_0464,pseudo-code,1,1,8530,11605
s_0465,pseudo-code,1,1,10019,10553
s_0466,pseudo-code,1,1,4741,5009
s_0467,pseudo-code,1,1,12631,12631
s_0468,pseudo-code,1,1,12953,16300
s_0469,pseudo-code,1,1,7672,7672
s_0470,pseudo-code,1,1,17858,17858
s_0471,pseudo-code,1,1,11013,14376
s_0472,pseudo-code,1,1,9594,23084
s_0473,pseudo-code,1,1,9989,9989
s_0474,pseudo-code,1,1,7144,14865
s_0475,pseudo-code,1,1,12561,13898
s_0476,pseudo-code,1,1,12565,12754
s_0477,pseudo-code,1,1,15545,15545
s_0478,pseudo-code,1,1,15587,16187
s_0479,pseudo-code,1,1,14163,30521
s_0480,pseudo-code,1,1,11671,16335
s_0481,pseudo-code,0,1,4931,4931
s_0482,pseudo-code,0,1,9934,9934
s_0483,pseudo-code,1,1,11603,11603
s_0484,pseudo-code,1,1,11146,18996
s_0485,pseudo-code,1,1,14144,14144
s_0486,pseudo-code,1,1,8359,15882
s_0487,pseudo-code,0,1,15556,15639
s_0488,pseudo-code,0,1,13966,13966
s_0489,pseudo-code,1,1,8568,8751
s_0490,pseudo-code,1,1,11717,14047
s_0491,pseudo-code,1,1,5256,23128
s_0492,pseudo-code,0,0,9547,11234
s_0493,pseudo-code,0,1,10342,13906
s_0494,pseudo-code,1,1,11113,17538
s_0495,pseudo-code,1,1,13556,13556
s_0496,pseudo-code,0,1,6981,11615
s_0497,pseudo-code,1,1,7370,7413
s_0498,pseudo-code,1,1,10109,15279
s_0499,pseudo-code,1,1,19904,20656
s_0500,pseudo-code,1,1,12698,19711
s_0501,pseudo-code,0,1,17500,19620
s_0502,pseudo-code,0,1,20099,22114
s_0503,pseudo-code,1,1,13413,13413
s_0504,pseudo-code,0,1,6588,12808
s_0505,pseudo-code,0,1,6886,11962
s_0506,pseudo-code,0,1,24401,24401
s_0507,pseudo-code,1,1,11900,12565
s_0508,pseudo-code,0,1,7636,13633
s_0509,pseudo-code,0,1,9680,27996
s_0510,pseudo-code,0,1,5748,7092
s_0511,pseudo-code,0,1,9701,11378
s_0512,pseudo-code,1,1,5560,5560
s_0513,pseudo-code,0,1,21131,21665
s_0514,pseudo-code,1,1,10491,10491
s_0515,pseudo-code,0,1,14700,27231
s_0516,pseudo-code,0,0,10442,11586
s_0517,pseudo-code,1,1,12847,25127
s_0518,pseudo-code,0,1,8754,17263
s_0519,pseudo-code,1,1,18506,37815
s_0520,pseudo-code,1,1,6718,6820
s_0521,pseudo-code,1,1,7512,13063
s_0522,pseudo-code,1,1,6094,11308
s_0523,pseudo-code,1,1,7406,9311
s_0524,pseudo-code,1,1,13426,23411
s_0525,pseudo-code,1,1,14507,14768
s_0526,pseudo-code,0,1,12415,12415
s_0527,pseudo-code,1,1,9761,9761
s_0528,pseudo-code,1,1,8102,11351
s_0529,pseudo-code,1,1,6350,13969
s_0530,pseudo-code,1,1,10736,10736
s_0531,pseudo-code,1,1,8497,8497
s_0532,pseudo-code,1,1,23083,32013
s_0533,pseudo-code,1,1,4635,7924
s_0534,pseudo-code,1,1,9644,9943
s_0535,pseudo-code,0,1,11914,11914
s_0536,pseudo-code,0,1,8638,10565
s_0537,pseudo-code,1,1,14051,14431
s_0538,pseudo-code,0,1,11960,13229
s_0539,pseudo-code,1,1,9432,13779
s_0540,pseudo-code,0,1,9897,10608
s_0541,pseudo-code,1,1,10758,14855
s_0542,pseudo-code,1,1,5714,5833
s_0543,pseudo-code,1,1,11748,19324
s_0544,pseudo-code,1,1,10859,17505
s_0545,pseudo-code,0,1,11741,17766
s_0546,pseudo-code,0,0,7653,7653
s_0547,pseudo-code,0,1,12666,16453
s_0548,pseudo-code,1,1,15251,15803
s_0549,pseudo-code,1,1,11495,11930
s_0550,pseudo-code,1,1,16233,17977
s_0551,pseudo-code,1,1,14495,14495
s_0552,pseudo-code,1,1,5574,12849
s_0553,pseudo-code,0,1,6622,6622
s_0554,pseudo-code,0,1,8437,11271
s_0555,pseudo-code,1,1,9174,12233
s_0556,pseudo-code,1,1,15248,17849
s_0557,pseudo-code,1,1,6203,11182
s_0558,pseudo-code,0,1,9077,9077
s_0559,pseudo-code,1,1,10726,22071
s_0560,pseudo-code,1,1,10645,11180
s_0561,pseudo-code,1,1,18813,19115
s_0562,pseudo-code,1,1,11662,19225
s_0563,pseudo-code,1,1,12435,12783
s_0564,pseudo-code,1,1,10212,10212
s_0565,pseudo-code,1,1,9605,9605
s_0566,pseudo-code,0,1,7255,11695
s_0567,pseudo-code,1,1,17212,48050
s_0568,pseudo-code,1,1,7334,7334
s_0569,pseudo-code,1,1,17555,22661
s_0570,pseudo-code,1,1,15347,39873
s_0571,pseudo-code,1,1,10152,10482
s_0572,pseudo-code,1,1,5394,10146
s_0573,pseudo-code,0,1,10776,11913
s_0574,pseudo-code,0,1,13127,13127
s_0575,pseudo-code,1,1,9511,10944
s_0576,pseudo-code,1,1,7121,14820
s_0577,pseudo-code,1,1,11763,23294
s_0578,pseudo-code,1,1,20591,20591
s_0579,pseudo-code,0,1,9493,12521
s_0580,pseudo-code,1,1,11410,11410
s_0581,pseudo-code,1,1,16140,20408
s_0582,pseudo-code,1,1,15198,18599
s_0583,pseudo-code,1,1,13449,14388
s_0584,pseudo-code,1,1,9306,12226
s_0585,pseudo-code,0,0,8995,14974
s_0586,pseudo-code,1,1,23746,26912
s_0587,pseudo-code,1,1,16538,19088
s_0588,pseudo-code,1,1,17692,28788
s_0589,pseudo-code,1,1,6944,6944
s_0590,pseudo-code,1,1,10180,10404
s_0591,pseudo-code,0,0,11817,11817
s_0592,pseudo-code,1,1,13410,13410
s_0593,pseudo-code,1,1,11774,17875
s_0594,pseudo-code,1,1,5476,5598
s_0595,pseudo-code,1,1,19748,20482
s_0596,pseudo-code,1,1,13751,13751
s_0597,pseudo-code,1,1,8195,12805
s_0598,pseudo-code,0,1,8799,11998
s_0599,pseudo-code,1,1,16590,16590
s_0600,pseudo-code,1,1,6419,21449
s_0601,pseudo-code,1,1,11673,12388
s_0602,pseudo-code,1,1,6761,11117
s_0603,pseudo-code,1,1,12289,14543
s_0604,pseudo-code,1,1,9391,10399
s_0605,pseudo-code,0,1,12071,20835
s_0606,pseudo-code,1,1,10770,10770
s_0607,pseudo-code,0,1,16630,16630
s_0608,pseudo-code,0,1,16662,23228
s_0609,pseudo-code,1,1,12302,18831
s_0610,pseudo-code,1,1,5883,7604
s_0611,pseudo-code,1,1,11744,11744
s_0612,pseudo-code,1,1,8274,9511
s_0613,pseudo-code,0,0,6808,13340
s_0614,pseudo-code,1,1,13486,22562
s_0615,pseudo-code,1,1,15403,17517
s_0616,pseudo-code,1,1,13756,16802
s_0617,pseudo-code,1,1,6994,8881
s_0618,pseudo-code,1,1,12909,13298
s_0619,pseudo-code,0,1,10724,14158
s_0620,pseudo-code,0,1,10459,13258
s_0621,pseudo-code,0,1,11380,11380
s_0622,pseudo-code,1,1,10823,11715
s_0623,pseudo-code,1,1,10766,10766
s_0624,pseudo-code,1,1,12016,17273
s_0625,pseudo-code,1,1,7476,7761
s_0626,pseudo-code,1,1,9465,14373
s_0627,pseudo-code,1,1,14279,14401
s_0628,pseudo-code,1,1,19199,41908
s_0629,pseudo-code,0,0,12147,12322
s_0630,pseudo-code,1,1,22256,22256
s_0631,pseudo-code,1,1,17093,17604
s_0632,pseudo-code,1,1,11103,18673
s_0633,pseudo-code,1,1,10752,14967
s_0634,pseudo-code,1,1,11992,11992
s_0635,pseudo-code,1,1,13280,17268
s_0636,pseudo-code,1,1,10566,10566
s_0637,pseudo-code,0,1,7444,8315
s_0638,pseudo-code,1,1,12888,12888
s_0639,pseudo-code,0,1,7253,9617
s_0640,pseudo-code,1,1,14491,15410
s_0641,pseudo-code,1,1,7662,8187
s_0642,pseudo-code,1,1,12131,13805
s_0643,pseudo-code,0,1,6446,21982
s_0644,pseudo-code,1,1,13856,39428
s_0645,pseudo-code,1,1,7853,9463
s_0646,pseudo-code,1,1,14838,16303
s_0647,pseudo-code,1,1,10450,11746
s_0648,pseudo-code,1,1,10041,10041
s_0649,pseudo-code,0,1,9273,12812
s_0650,pseudo-code,0,1,14014,14371
s_0651,pseudo-code,0,1,10482,12495
s_0652,pseudo-code,1,1,8304,8831
s_0653,pseudo-code,1,1,6476,22373
s_0654,pseudo-code,1,1,16547,20631
s_0655,pseudo-code,1,1,10342,11622
s_0656,pseudo-code,1,1,7918,8784
s_0657,pseudo-code,1,1,12769,13422
s_0658,pseudo-code,1,1,15149,18949
s_0659,pseudo-code,1,1,10257,10257
s_0660,pseudo-code,0,1,10998,13770
s_0661,pseudo-code,0,0,10039,17199
s_0662,pseudo-code,0,1,7472,7843
s_0663,pseudo-code,1,1,8381,8381
s_0664,pseudo-code,1,1,10350,11797
s_0665,pseudo-code,1,1,6882,10276
s_0666,pseudo-code,1,1,12956,13531
s_0667,pseudo-code,1,1,6521,10042
s_0668,pseudo-code,1,1,22291,22515
s_0669,pseudo-code,0,1,15120,15574
s_0670,pseudo-code,1,1,14428,33776
s_0671,pseudo-code,0,1,11553,11553
s_0672,pseudo-code,1,1,6664,7129
s_0673,pseudo-code,1,1,12556,17354
s_0674,pseudo-code,1,1,10808,10808
s_0675,pseudo-code,1,1,10413,10413
s_0676,pseudo-code,1,1,18180,18180
s_0677,pseudo-code,1,1,12376,12376
s_0678,pseudo-code,1,1,22435,23201
s_0679,pseudo-code,0,0,8269,9417
s_0680,pseudo-code,1,1,10689,14742
s_0681,pseudo-code,1,1,9626,21330
s_0682,pseudo-code,1,1,17187,17187
s_0683,pseudo-code,1,1,10904,14075
s_0684,pseudo-code,1,1,7308,7308
s_0685,pseudo-code,1,1,15447,16981
s_0686,pseudo-code,1,1,5003,6402
s_0687,pseudo-code,0,1,23311,25278
s_0688,pseudo-code,0,1,8867,14086
s_0689,pseudo-code,1,1,10073,11398
s_0690,pseudo-code,0,0,6846,15089
s_0691,pseudo-code,1,1,5117,5117
s_0692,pseudo-code,0,1,9632,10481
s_0693,pseudo-code,1,1,17531,22726
s_0694,pseudo-code,1,1,15281,17021
s_0695,pseudo-code,1,1,7206,7206
s_0696,pseudo-code,1,1,8127,8877
s_0697,pseudo-code,0,0,11198,13123
s_0698,pseudo-code,1,1,13696,13813
s_0699,pseudo-code,0,1,11854,20063
s_0700,pseudo-code,0,1,11104,12611
s_0701,pseudo-code,1,1,6432,8045
s_0702,pseudo-code,0,1,10874,13449
s_0703,pseudo-code,0,1,14910,15747
s_0704,pseudo-code,0,1,10800,10800
s_0705,pseudo-code,1,1,8185,15012
s_0706,pseudo-code,1,1,8697,8697
s_0707,pseudo-code,0,0,5905,6174
s_0708,pseudo-code,1,1,8801,12821
s_0709,pseudo-code,1,1,5679,19055
s_0710,pseudo-code,0,1,9014,17245
s_0711,pseudo-code,1,1,10217,14778
s_0712,pseudo-code,0,1,17451,19035
s_0713,pseudo-code,1,1,13543,20028
s_0714,pseudo-code,1,1,9035,9035
s_0715,pseudo-code,1,1,7631,11008
s_0716,pseudo-code,1,1,9645,13685
s_0717,pseudo-code,0,1,17238,17273
s_0718,pseudo-code,0,0,9645,12389
s_0719,pseudo-code,1,1,11639,11639
s_0720,pseudo-code,1,1,7351,7351
s_0721,pseudo-code,1,1,12098,12659
s_0722,pseudo-code,1,1,14752,14752
s_0723,pseudo-code,0,1,9496,9496
s_0724,pseudo-code,1,1,6153,6153
s_0725,pseudo-code,0,1,8992,12571
s_0726,pseudo-code,1,1,15839,18664
s_0727,pseudo-code,0,1,7120,7726
s_0728,pseudo-code,0,1,6616,6616
s_0729,pseudo-code,1,1,18193,18193
s_0730,pseudo-code,1,1,10712,12068
s_0731,pseudo-code,0,1,9760,12634
s_0732,pseudo-code,1,1,18039,27745
s_0733,pseudo-code,1,1,15986,18200
s_0734,pseudo-code,1,1,12324,23502
s_0735,pseudo-code,1,1,11949,24744
s_0736,pseudo-code,1,1,8890,12990
s_0737,pseudo-code,1,1,13830,13830
s_0738,pseudo-code,1,1,13680,15984
s_0739,pseudo-code,0,1,6792,7315
s_0740,pseudo-code,0,0,10087,10087
s_0741,pseudo-code,1,1,8544,15967
s_0742,pseudo-code,1,1,20001,20001
s_0743,pseudo-code,1,1,9451,16745
s_0744,pseudo-code,1,1,14078,14078
s_0745,pseudo-code,1,1,22812,25494
s_0746,pseudo-code,1,1,11876,14304
s_0747,pseudo-code,0,1,10543,10543
s_0748,pseudo-code,0,1,9565,13167
s_0749,pseudo-code,0,1,9385,9385
s_0750,pseudo-code,0,1,12114,15125
s_0751,pseudo-code,0,1,13928,21095
s_0752,pseudo-code,0,0,9807,9807
s_0753,pseudo-code,1,1,13471,21103
s_0754,pseudo-code,1,1,8685,9759
s_0755,pseudo-code,0,1,7889,13758
s_0756,pseudo-code,1,1,8496,8496
s_0757,pseudo-code,0,1,10801,11619
s_0758,pseudo-code,1,1,13347,13347
s_0759,pseudo-code,1,1,10281,12384
s_0760,pseudo-code,1,1,14358,16625
s_0761,pseudo-code,0,0,6125,7301
s_0762,pseudo-code,1,1,7838,34696
s_0763,pseudo-code,1,1,13637,24372
s_0764,pseudo-code,0,0,6994,11228
s_0765,pseudo-code,1,1,14393,14393
s_0766,pseudo-code,0,1,10887,12127
s_0767,pseudo-code,1,1,7956,12533
s_0768,pseudo-code,0,1,11749,21324
s_0769,pseudo-code,1,1,12529,26891
s_0770,pseudo-code,1,1,10955,10955
s_0771,pseudo-code,1,1,16357,16357
s_0772,pseudo-code,1,1,7600,14177
s_0773,pseudo-code,1,1,18273,19948
s_0774,pseudo-code,1,1,9902,22402
s_0775,pseudo-code,1,1,11352,11904
s_0776,pseudo-code,1,1,10860,11613
s_0777,pseudo-code,1,1,10164,11501
s_0778,pseudo-code,1,1,14848,16946
s_0779,pseudo-code,0,0,12068,12068
s_0780,pseudo-code,1,1,9525,11195
s_0781,pseudo-code,1,1,17695,21583
s_0782,pseudo-code,1,1,24120,24120
s_0783,pseudo-code,1,1,12884,14117
s_0784,pseudo-code,0,1,17855,18785
s_0785,pseudo-code,1,1,18697,21138
s_0786,pseudo-code,1,1,12041,14245
s_0787,pseudo-code,1,1,13379,13379
s_0788,pseudo-code,0,1,9184,20135
s_0789,pseudo-code,0,1,11153,13403
s_0790,pseudo-code,1,1,7963,12602
s_0791,pseudo-code,1,1,11113,13567
s_0792,pseudo-code,1,1,9981,13612
s_0793,pseudo-code,1,1,12650,19719
s_0794,pseudo-code,0,1,12340,12340
s_0795,pseudo-code,1,1,8181,9116
s_0796,pseudo-code,1,1,8472,16423
s_0797,pseudo-code,1,1,12241,28214
s_0798,pseudo-code,1,1,7439,12944
s_0799,pseudo-code,1,1,15134,19300
s_0800,pseudo-code,1,1,7198,11760
s_0801,pseudo-code,0,1,13270,21060
s_0802,pseudo-code,1,1,18571,18571
s_0803,pseudo-code,0,1,20697,27761
s_0804,pseudo-code,1,1,9326,9326
s_0805,pseudo-code,1,1,11283,13206
s_0806,pseudo-code,1,1,12345,13526
s_0807,pseudo-code,1,1,10599,16662
s_0808,pseudo-code,0,1,14111,14766
s_0809,pseudo-code,1,1,5402,11560
s_0810,pseudo-code,0,1,7364,9949
s_0811,pseudo-code,1,1,10747,23801
s_0812,pseudo-code,0,1,5272,6310
s_0813,pseudo-code,1,1,12058,13187
s_0814,pseudo-code,1,1,8046,8046
s_0815,pseudo-code,0,1,3677,5098
s_0816,pseudo-code,1,1,7222,11136
s_0817,pseudo-code,0,0,21863,22776
s_0818,pseudo-code,1,1,10986,11322
s_0819,pseudo-code,0,1,9669,11696
s_0820,pseudo-code,1,1,10985,14112
s_0821,pseudo-code,0,1,15287,22811
s_0822,pseudo-code,1,1,10954,17788
s_0823,pseudo-code,1,1,9707,12564
s_0824,pseudo-code,1,1,3791,3791
s_0825,pseudo-code,0,0,12421,14989
s_0826,pseudo-code,0,1,12236,12236
s_0827,pseudo-code,0,1,12024,14997
s_0828,pseudo-code,1,1,6942,19409
s_0829,pseudo-code,1,1,13042,14438
s_0830,pseudo-code,1,1,14812,18489
s_0831,pseudo-code,1,1,19047,25801
s_0832,pseudo-code,1,1,10729,13532
s_0833,pseudo-code,1,1,17937,21801
s_0834,pseudo-code,1,1,7638,7638
s_0835,pseudo-code,1,1,13036,14224
s_0836,pseudo-code,1,1,5261,5261
s_0837,pseudo-code,1,1,6095,11794
s_0838,pseudo-code,0,0,12389,15233
s_0839,pseudo-code,1,1,18743,20294
s_0840,pseudo-code,0,1,13091,15435
s_0841,pseudo-code,0,1,10668,10877
s_0842,pseudo-code,1,1,7532,7532
s_0843,pseudo-code,1,1,11136,14113
s_0844,pseudo-code,0,1,5555,11735
s_0845,pseudo-code,1,1,7166,13300
s_0846,pseudo-code,1,1,6908,14788
s_0847,pseudo-code,0,1,6276,8958
s_0848,pseudo-code,1,1,10944,11213
s_0849,pseudo-code,0,1,8990,8990
s_0850,pseudo-code,0,0,8126,8126
s_0851,pseudo-code,1,1,8106,21886
s_0852,pseudo-code,1,1,10018,12037
s_0853,pseudo-code,1,1,11433,12241
s_0854,pseudo-code,1,1,10187,13716
s_0855,pseudo-code,1,1,7625,10085
s_0856,pseudo-code,1,1,15203,15203
s_0857,pseudo-code,1,1,10300,11609
s_0858,pseudo-code,1,1,7409,7409
s_0859,pseudo-code,1,1,7915,8107
s_0860,pseudo-code,1,1,19780,22849
s_0861,pseudo-code,0,0,9645,9645
s_0862,pseudo-code,1,1,9059,9059
s_0863,pseudo-code,1,1,18735,22040
s_0864,pseudo-code,1,1,16006,16351
s_0865,pseudo-code,1,1,18278,19271
s_0866,pseudo-code,1,1,16065,18793
s_0867,pseudo-code,1,1,12777,14182
s_0868,pseudo-code,0,1,8590,9986
