# RQ7 -- the budget-normalised control arms, per class (tab:rq7_controls).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,loc,cyclomatic_complexity,arm,llm_calls,tokens,compiled_initially,mutation_score
s_1409,797,49,b-single,4,28296,1,72.38
s_1410,938,38,b-single,4,20142,0,
s_1411,464,27,b-single,4,26234,1,90.20
s_1412,188,9,b-single,4,30360,1,100.00
s_1413,1766,70,b-single,4,34256,1,92.46
s_1414,502,38,b-single,4,21088,1,82.13
s_1415,1192,42,b-single,4,41821,1,83.47
s_1416,1213,39,b-single,4,26448,1,75.01
s_1417,680,37,b-single,4,29183,1,78.90
s_1418,564,29,b-single,4,42723,1,77.98
s_1419,1364,78,b-single,4,45267,1,86.39
s_1420,738,58,b-single,4,31036,1,73.22
s_1421,1963,126,b-single,4,24999,1,84.56
s_1422,1317,85,b-single,4,38011,1,73.26
s_1423,672,32,b-single,4,22136,0,
s_1424,394,29,b-single,4,18019,1,84.60
s_1425,167,10,b-single,4,37602,1,91.92
s_1426,1124,43,b-single,4,20814,1,84.42
s_1427,1170,39,b-single,4,28155,1,78.45
s_1428,388,17,b-single,4,30636,1,100.00
s_1429,231,19,b-single,4,26090,1,73.43
s_1430,3395,146,b-single,4,20575,1,96.08
s_1431,926,49,b-single,4,17111,1,82.59
s_1432,1279,53,b-single,4,38036,1,79.79
s_1433,423,41,b-single,4,22073,1,100.00
s_1434,482,38,b-single,4,15009,1,72.61
s_1435,1028,78,b-single,4,29615,1,78.93
s_1436,3201,151,b-single,4,52463,1,100.00
s_1437,295,20,b-single,4,43415,1,92.42
s_1438,912,44,b-single,4,29580,0,
s_1439,146,16,b-single,4,26236,1,100.00
s_1440,687,38,b-single,4,20562,1,75.56
s_1441,396,26,b-single,4,14174,1,72.85
s_1442,847,39,b-single,4,41081,1,100.00
s_1443,371,14,b-single,4,43892,1,82.73
s_1444,411,26,b-single,4,18999,1,91.86
s_1445,1015,57,b-single,4,25260,1,89.80
s_1446,175,11,b-single,4,23200,1,100.00
s_1447,597,42,b-single,4,17584,1,100.00
s_1448,377,31,b-single,4,19182,1,100.00
s_1449,2663,83,b-single,4,37218,0,
s_1450,3852,200,b-single,4,49484,1,66.53
s_1451,1139,54,b-single,4,35403,1,94.00
s_1452,899,56,b-single,4,35160,1,90.53
s_1453,754,43,b-single,4,45011,1,97.26
s_1454,1944,91,b-single,4,24877,1,86.61
s_1455,573,24,b-single,4,40475,1,100.00
s_1456,2556,79,b-single,4,22434,0,
s_1457,360,18,b-single,4,28940,1,85.85
s_1458,166,11,b-single,4,32831,1,100.00
s_1459,420,21,b-single,4,32879,1,95.95
s_1460,151,8,b-single,4,23538,1,85.10
s_1461,545,22,b-single,4,22197,1,73.75
s_1462,131,8,b-single,4,27396,1,100.00
s_1463,874,43,b-single,4,27573,0,
s_1464,1111,42,b-single,4,16417,0,
s_1465,691,57,b-single,4,37750,1,91.88
s_1466,657,26,b-single,4,32561,0,
s_1467,905,59,b-single,4,28974,1,83.83
s_1468,1932,83,b-single,4,19930,1,75.35
s_1469,525,27,b-single,4,37350,0,
s_1470,339,19,b-single,4,24661,0,
s_1471,1255,65,b-single,4,30478,1,85.14
s_1472,3111,107,b-single,4,29473,1,88.03
s_1473,1183,76,b-single,4,26483,1,74.00
s_1474,717,28,b-single,4,48883,1,78.60
s_1475,4506,118,b-single,4,17567,0,
s_1476,613,37,b-single,4,37729,1,100.00
s_1477,433,20,b-single,4,26182,1,88.60
s_1478,2843,148,b-single,4,27217,0,
s_1479,1208,63,b-single,4,35070,1,95.92
s_1480,318,13,b-single,4,35084,1,100.00
s_1481,80,10,b-single,4,44610,1,98.64
s_1482,1887,111,b-single,4,44393,1,88.61
s_1483,967,66,b-single,4,33956,1,82.64
s_1484,337,22,b-single,4,28787,1,88.03
s_1485,2375,108,b-single,4,33046,1,59.02
s_1486,964,69,b-single,4,23554,1,58.09
s_1487,904,36,b-single,4,47799,1,85.51
s_1488,955,44,b-single,4,40154,1,97.69
s_1489,275,18,b-single,4,38975,1,63.88
s_1490,257,13,b-single,4,34116,1,96.33
s_1491,248,15,b-single,4,21472,1,81.84
s_1492,2758,153,b-single,4,28090,1,69.10
s_1493,552,20,b-single,4,17954,1,65.01
s_1494,2271,84,b-single,4,31520,1,63.83
s_1495,1595,30,b-single,4,27944,1,83.92
s_1496,590,59,b-single,4,21771,0,
s_1497,1289,49,b-single,4,23323,1,69.19
s_1498,504,23,b-single,4,24795,1,81.61
s_1499,650,18,b-single,4,31785,1,88.85
s_1500,1488,101,b-single,4,51434,1,64.31
s_1501,788,25,b-single,4,22390,0,
s_1502,487,42,b-single,4,20186,1,81.25
s_1503,2131,140,b-single,4,26619,1,74.32
s_1504,531,16,b-single,4,28855,1,81.85
s_1505,629,31,b-single,4,22210,1,92.21
s_1506,860,36,b-single,4,25679,1,82.56
s_1507,472,28,b-single,4,28530,1,67.76
s_1508,733,50,b-single,4,24533,1,63.57
s_1509,282,8,b-single,4,27764,0,
s_1510,287,11,b-single,4,27704,1,69.96
s_1511,2487,77,b-single,4,27472,1,84.01
s_1512,1020,40,b-single,4,23296,1,81.00
s_1513,809,41,b-single,4,28456,1,91.71
s_1514,257,18,b-single,4,26229,1,87.28
s_1515,577,33,b-single,4,34970,1,100.00
s_1516,759,61,b-single,4,19291,1,78.29
s_1517,803,35,b-single,4,45385,1,96.00
s_1518,554,31,b-single,4,26608,1,98.15
s_1519,1704,111,b-single,4,26266,1,84.89
s_1520,151,13,b-single,4,45258,1,75.73
s_1521,1357,91,b-single,4,28452,1,76.18
s_1522,148,11,b-single,4,25372,1,62.56
s_1523,552,27,b-single,4,51966,1,100.00
s_1524,825,38,b-single,4,19398,1,81.10
s_1525,1525,53,b-single,4,24437,1,89.67
s_1526,790,54,b-single,4,29161,1,87.00
s_1527,709,38,b-single,4,33786,1,79.60
s_1528,544,38,b-single,4,27862,1,100.00
s_1529,367,25,b-single,4,42008,1,69.19
s_1530,614,27,b-single,4,33611,1,87.76
s_1531,2583,204,b-single,4,35852,1,84.94
s_1532,464,20,b-single,4,43557,1,100.00
s_1533,300,21,b-single,4,28559,1,95.22
s_1534,5635,321,b-single,4,43718,0,
s_1535,952,35,b-single,4,31417,1,76.31
s_1536,481,27,b-single,4,22422,1,93.57
s_1537,205,17,b-single,4,24987,1,100.00
s_1538,1823,94,b-single,4,29754,1,67.56
s_1539,641,32,b-single,4,42355,1,73.45
s_1540,993,58,b-single,4,25343,1,100.00
s_1541,2260,114,b-single,4,17915,1,73.87
s_1542,271,15,b-single,4,29075,1,93.04
s_1543,1936,94,b-single,4,44195,1,81.34
s_1544,506,26,b-single,4,32654,1,78.84
s_1545,1203,47,b-single,4,45566,1,64.07
s_1546,749,25,b-single,4,31390,1,89.32
s_1547,935,50,b-single,4,18674,1,81.79
s_1548,821,36,b-single,4,31821,1,99.96
s_1549,455,18,b-single,4,23214,1,68.78
s_1550,2397,58,b-single,4,24707,1,73.91
s_1551,138,7,b-single,4,34597,1,100.00
s_1552,93,7,b-single,4,28067,1,92.82
s_1553,1004,73,b-single,4,34671,1,77.61
s_1554,2798,108,b-single,4,35636,1,83.36
s_1555,861,29,b-single,4,25650,1,74.41
s_1556,1007,59,b-single,4,30839,1,82.50
s_1557,846,48,b-single,4,21050,1,75.42
s_1558,732,46,b-single,4,22563,1,91.27
s_1559,1189,49,b-single,4,34519,1,96.38
s_1560,555,38,b-single,4,35130,1,84.06
s_1561,1650,75,b-single,4,16839,1,76.73
s_1562,574,21,b-single,4,27273,1,97.50
s_1563,865,26,b-single,4,29789,1,80.43
s_1564,695,39,b-single,4,31806,1,85.82
s_1565,1358,50,b-single,4,22765,1,81.27
s_1566,1890,73,b-single,4,20634,1,95.11
s_1567,346,18,b-single,4,37984,1,75.91
s_1568,190,15,b-single,4,29105,1,86.02
s_1569,606,29,b-single,4,43324,1,69.37
s_1570,658,31,b-single,4,37306,1,63.74
s_1571,97,9,b-single,4,21227,1,100.00
s_1572,552,45,b-single,4,18745,1,73.24
s_1573,202,21,b-single,4,32712,1,73.56
s_1574,852,32,b-single,4,37503,1,85.97
s_1575,858,56,b-single,4,45450,1,92.55
s_1576,591,36,b-single,4,19497,1,72.38
s_1577,692,32,b-single,4,33262,1,78.48
s_1578,840,44,b-single,4,38922,1,93.73
s_1579,974,57,b-single,4,21059,1,100.00
s_1580,1385,84,b-single,4,26692,1,83.90
s_1581,1253,73,b-single,4,26670,1,71.06
s_1582,722,44,b-single,4,21279,1,90.62
s_1583,1759,131,b-single,4,13406,0,
s_1584,586,49,b-single,4,22135,1,94.98
s_1585,228,17,b-single,4,24842,1,88.52
s_1586,1032,40,b-single,4,53008,1,78.50
s_1587,486,19,b-single,4,39212,1,80.85
s_1588,303,17,b-single,4,29620,1,82.14
s_1589,1933,50,b-single,4,41387,1,83.37
s_1590,164,12,b-single,4,36811,1,74.36
s_1591,57,7,b-single,4,39501,1,81.35
s_1592,4287,253,b-single,4,13329,1,80.48
s_1593,877,56,b-single,4,26785,1,93.90
s_1594,478,49,b-single,4,20176,1,90.88
s_1595,1002,44,b-single,4,37134,1,87.30
s_1596,666,36,b-single,4,31798,1,91.31
s_1597,2256,141,b-single,4,19279,1,74.36
s_1598,569,50,b-single,4,20807,1,77.69
s_1599,488,25,b-single,4,49367,1,83.72
s_1600,1057,56,b-single,4,20980,1,85.02
s_1601,1337,62,b-single,4,28003,1,68.01
s_1602,748,28,b-single,4,31334,1,74.58
s_1603,316,14,b-single,4,34557,1,100.00
s_1604,184,26,b-single,4,22492,1,94.93
s_1605,808,42,b-single,4,23711,1,88.59
s_1606,521,59,b-single,4,29388,1,61.79
s_1607,327,25,b-single,4,40544,1,98.09
s_1608,408,20,b-single,4,38949,1,97.59
s_1609,805,37,b-single,4,31300,1,81.60
s_1610,789,50,b-single,4,48594,1,99.73
s_1611,1212,52,b-single,4,39156,1,85.48
s_1612,276,10,b-single,4,21602,1,98.37
s_1613,3385,86,b-single,4,28156,1,91.17
s_1614,1237,56,b-single,4,15686,1,77.11
s_1615,1313,132,b-single,4,32268,1,99.57
s_1616,489,29,b-single,4,40402,1,80.07
s_1617,828,62,b-single,4,18432,1,79.89
s_1618,108,7,b-single,4,25454,1,98.13
s_1619,1322,62,b-single,4,32303,1,85.94
s_1620,976,61,b-single,4,23479,1,81.48
s_1621,1371,72,b-single,4,32802,1,68.51
s_1622,9918,362,b-single,4,43147,0,
s_1623,1159,99,b-single,4,25296,1,71.28
s_1624,3231,219,b-single,4,20820,0,
s_1625,862,41,b-single,4,31750,1,85.44
s_1626,189,15,b-single,4,26068,1,95.82
s_1627,414,13,b-single,4,39385,1,93.09
s_1628,1196,103,b-single,4,30824,1,100.00
s_1629,672,42,b-single,4,37618,1,87.68
s_1630,392,24,b-single,4,30139,1,95.24
s_1631,223,17,b-single,4,31128,1,100.00
s_1632,325,15,b-single,4,34527,1,97.67
s_1633,608,30,b-single,4,24523,1,73.46
s_1634,689,53,b-single,4,19948,0,
s_1635,3504,163,b-single,4,28690,1,87.14
s_1636,104,8,b-single,4,35805,1,75.36
s_1637,389,13,b-single,4,18422,1,77.09
s_1638,690,25,b-single,4,26491,1,100.00
s_1639,1379,71,b-single,4,18595,1,76.79
s_1640,713,31,b-single,4,15846,1,64.38
s_1641,554,18,b-single,4,26464,1,100.00
s_1642,1048,61,b-single,4,23513,1,97.05
s_1643,727,35,b-single,4,14724,1,95.31
s_1644,1763,104,b-single,4,33457,1,83.04
s_1645,2937,123,b-single,4,38961,1,97.56
s_1646,2838,155,b-single,4,31545,1,85.06
s_1647,1844,116,b-single,4,51597,0,
s_1648,215,8,b-single,4,32116,1,89.14
s_1649,1029,50,b-single,4,45319,1,78.71
s_1650,789,32,b-single,4,21304,1,88.68
s_1651,3991,181,b-single,4,29141,1,70.41
s_1652,1105,44,b-single,4,37783,1,94.06
s_1653,330,29,b-single,4,21440,1,82.51
s_1654,1689,88,b-single,4,31295,1,86.84
s_1655,454,20,b-single,4,24954,1,91.55
s_1656,242,25,b-single,4,27506,1,88.04
s_1657,289,22,b-single,4,28145,1,93.59
s_1658,1589,129,b-single,4,48668,1,84.54
s_1659,320,11,b-single,4,20438,0,
s_1660,817,30,b-single,4,25530,1,82.01
s_1661,1664,42,b-single,4,43822,0,
s_1662,243,12,b-single,4,38316,1,72.72
s_1663,497,27,b-single,4,30978,1,83.98
s_1664,1623,75,b-single,4,53104,1,82.57
s_1665,296,18,b-single,4,21419,1,80.85
s_1666,447,27,b-single,4,33774,1,74.48
s_1667,77,4,b-single,4,17222,1,99.93
s_1668,406,13,b-single,4,22154,1,78.65
s_1669,659,49,b-single,4,25135,1,77.13
s_1670,461,16,b-single,4,30291,1,69.98
s_1671,678,36,b-single,4,25194,1,79.33
s_1672,1467,47,b-single,4,25477,1,86.23
s_1673,113,8,b-single,4,21915,1,72.05
s_1674,541,49,b-single,4,26929,1,81.34
s_1675,706,41,b-single,4,29014,1,85.27
s_1676,2132,99,b-single,4,27282,0,
s_1677,461,35,b-single,4,35906,1,87.82
s_1678,1097,47,b-single,4,18800,1,100.00
s_1679,501,35,b-single,4,34257,1,90.76
s_1680,238,9,b-single,4,25429,1,61.36
s_1681,1775,85,b-single,4,42935,1,88.57
s_1682,503,24,b-single,4,20690,1,77.89
s_1683,199,20,b-single,4,41890,1,81.47
s_1684,84,6,b-single,4,35947,1,84.41
s_1685,5446,175,b-single,4,20008,0,
s_1686,847,49,b-single,4,45838,1,71.30
s_1687,293,14,b-single,4,26298,1,77.29
s_1688,1119,57,b-single,4,23695,1,99.64
s_1689,1243,73,b-single,4,26536,1,93.11
s_1690,11670,389,b-single,4,44908,1,75.65
s_1691,350,20,b-single,4,31386,1,100.00
s_1692,187,16,b-single,4,22737,1,97.89
s_1693,553,48,b-single,4,35769,1,91.35
s_1694,1665,65,b-single,4,29339,1,70.50
s_1695,1268,77,b-single,4,29332,1,88.16
s_1696,917,44,b-single,4,25091,1,98.08
s_1697,1710,73,b-single,4,22749,1,73.52
s_1698,390,24,b-single,4,18219,1,88.64
s_1699,267,19,b-single,4,15660,1,91.38
s_1700,597,24,b-single,4,21440,1,98.69
s_1701,463,30,b-single,4,25591,1,86.39
s_1702,795,46,b-single,4,22309,1,94.22
s_1703,789,49,b-single,4,19790,1,83.23
s_1704,429,18,b-single,4,24111,1,100.00
s_1705,941,71,b-single,4,36796,1,86.27
s_1706,1643,56,b-single,4,27874,0,
s_1707,82,6,b-single,4,29990,1,100.00
s_1708,889,59,b-single,4,31758,0,
s_1709,47,4,b-single,4,36681,1,100.00
s_1710,1772,70,b-single,4,27546,1,76.47
s_1711,2152,113,b-single,4,27391,1,81.47
s_1712,1066,73,b-single,4,21459,1,90.16
s_1713,1387,63,b-single,4,35763,1,84.81
s_1714,737,63,b-single,4,20642,1,70.94
s_1715,680,51,b-single,4,32015,1,100.00
s_1716,4354,113,b-single,4,33022,0,
s_1717,318,34,b-single,4,23377,1,91.56
s_1718,898,52,b-single,4,35500,1,89.25
s_1719,367,17,b-single,4,36651,1,79.94
s_1720,284,14,b-single,4,25268,1,98.19
s_1721,380,13,b-single,4,32900,1,92.32
s_1722,243,17,b-single,4,31322,1,100.00
s_1723,549,41,b-single,4,42629,1,98.78
s_1724,1987,107,b-single,4,27318,0,
s_1725,1503,83,b-single,4,30762,1,80.41
s_1726,2343,125,b-single,4,24960,0,
s_1727,443,16,b-single,4,28532,1,100.00
s_1728,456,14,b-single,4,28212,1,65.56
s_1729,1273,37,b-single,4,25987,1,76.58
s_1730,977,42,b-single,4,35465,1,96.70
s_1731,8444,367,b-single,4,42665,1,80.76
s_1732,565,29,b-single,4,37359,1,73.24
s_1733,253,21,b-single,4,46217,1,90.29
s_1734,276,15,b-single,4,19072,1,99.43
s_1735,676,48,b-single,4,26436,1,76.48
s_1736,793,42,b-single,4,21880,1,57.69
s_1737,1376,70,b-single,4,34702,1,75.45
s_1738,621,19,b-single,4,42631,1,84.64
s_1739,593,23,b-single,4,21121,1,100.00
s_1740,1054,41,b-single,4,24773,1,81.48
s_1741,359,18,b-single,4,26388,1,97.04
s_1742,385,25,b-single,4,26311,1,88.31
s_1743,359,19,b-single,4,45704,1,85.61
s_1744,2804,69,b-single,4,52272,1,60.82
s_1745,684,19,b-single,4,31402,1,78.36
s_1746,757,61,b-single,4,37386,1,63.78
s_1747,317,30,b-single,4,25207,1,83.28
s_1748,999,44,b-single,4,23436,1,69.51
s_1749,2216,72,b-single,4,47118,1,81.87
s_1750,1058,61,b-single,4,30029,1,83.23
s_1751,129,13,b-single,4,16820,1,86.59
s_1752,399,18,b-single,4,35740,1,68.52
s_1753,1635,96,b-single,4,24187,1,87.75
s_1754,258,14,b-single,4,37647,1,73.95
s_1755,1762,120,b-single,4,20314,0,
s_1756,277,17,b-single,4,27850,1,94.49
s_1757,482,20,b-single,4,24874,1,89.92
s_1758,2227,185,b-single,4,33936,1,78.18
s_1759,2390,102,b-single,4,46765,1,70.94
s_1760,255,20,b-single,4,21619,1,98.49
s_1761,794,53,b-single,4,22252,1,74.73
s_1762,91,7,b-single,4,32504,1,100.00
s_1763,93,5,b-single,4,29701,1,100.00
s_1764,185,20,b-single,4,34310,1,85.95
s_1765,139,5,b-single,4,33442,1,87.79
s_1766,1468,62,b-single,4,24135,1,79.50
s_1767,1499,98,b-single,4,19958,1,88.45
s_1768,1766,107,b-single,4,20512,1,71.80
s_1769,1160,67,b-single,4,39819,1,80.74
s_1770,1436,73,b-single,4,20532,1,77.73
s_1771,279,16,b-single,4,31480,1,81.44
s_1772,1525,104,b-single,4,47358,0,
s_1773,1035,92,b-single,4,24474,1,81.78
s_1774,449,30,b-single,4,26565,1,75.88
s_1775,1081,84,b-single,4,24081,1,77.05
s_1776,728,18,b-single,4,26308,1,79.04
s_1777,1020,43,b-single,4,43401,1,73.00
s_1778,3513,158,b-single,4,18621,0,
s_1779,670,30,b-single,4,33393,1,90.41
s_1780,679,44,b-single,4,42556,1,100.00
s_1781,1015,75,b-single,4,19791,1,74.71
s_1782,241,14,b-single,4,23398,1,87.70
s_1783,457,18,b-single,4,21907,0,
s_1784,1922,94,b-single,4,44863,1,100.00
s_1785,110,17,b-single,4,34767,1,100.00
s_1786,1774,90,b-single,4,26385,1,77.28
s_1787,654,38,b-single,4,25850,1,78.95
s_1788,486,41,b-single,4,30001,1,100.00
s_1789,919,41,b-single,4,29037,1,73.01
s_1790,623,47,b-single,4,25218,1,98.44
s_1791,1205,39,b-single,4,20467,1,100.00
s_1792,2164,75,b-single,4,22769,1,73.87
s_1793,2824,70,b-single,4,27329,1,85.81
s_1794,661,46,b-single,4,44335,1,72.02
s_1795,454,26,b-single,4,24335,1,93.97
s_1796,578,20,b-single,4,39533,1,93.75
s_1797,851,25,b-single,4,17015,1,91.87
s_1798,170,11,b-single,4,25335,1,100.00
s_1799,3481,203,b-single,4,24006,1,77.71
s_1800,655,32,b-single,4,35403,1,93.59
s_1801,2170,83,b-single,4,21766,0,
s_1802,931,39,b-single,4,25904,1,87.49
s_1803,1903,73,b-single,4,35959,1,100.00
s_1804,79,6,b-single,4,18557,1,91.28
s_1805,1384,51,b-single,4,19377,1,77.16
s_1806,133,7,b-single,4,40544,1,100.00
s_1807,565,32,b-single,4,20868,1,78.88
s_1808,1071,51,b-single,4,29894,0,
s_1809,622,35,b-single,4,17885,1,96.53
s_1810,1388,73,b-single,4,36983,1,88.06
s_1811,554,36,b-single,4,24860,1,83.36
s_1812,1500,82,b-single,4,29095,0,
s_1813,353,31,b-single,4,27905,1,94.12
s_1814,5428,217,b-single,4,16647,1,68.84
s_1815,852,50,b-single,4,21692,1,75.77
s_1816,1775,60,b-single,4,25538,1,75.06
s_1817,1011,37,b-single,4,19977,1,83.82
s_1818,576,48,b-single,4,39701,1,93.78
s_1819,1642,62,b-single,4,24040,1,93.09
s_1820,280,16,b-single,4,35782,1,92.66
s_1821,2314,95,b-single,4,17328,1,75.80
s_1822,2372,121,b-single,4,21699,1,89.89
s_1823,696,37,b-single,4,34110,1,79.47
s_1824,1432,101,b-single,4,12800,1,78.34
s_1825,544,34,b-single,4,23078,1,89.17
s_1826,1488,69,b-single,4,16233,1,79.80
s_1827,443,25,b-single,4,24753,1,93.03
s_1828,283,17,b-single,4,42543,1,87.52
s_1829,91,8,b-single,4,31005,1,100.00
s_1830,7167,256,b-single,4,31766,0,
s_1831,284,12,b-single,4,25171,1,98.15
s_1832,878,71,b-single,4,27902,1,66.94
s_1833,750,24,b-single,4,23480,1,100.00
s_1834,106,6,b-single,4,20229,1,83.11
s_1835,130,6,b-single,4,24936,1,89.91
s_1836,1071,53,b-single,4,29290,1,67.73
s_1837,867,23,b-single,4,54365,1,80.16
s_1838,387,16,b-single,4,23443,1,68.30
s_1839,175,13,b-single,4,23030,1,90.05
s_1840,2693,126,b-single,4,29078,0,
s_1841,6413,261,b-single,4,22669,1,76.44
s_1842,1214,63,b-single,4,32478,1,78.61
s_1843,417,22,b-single,4,39789,1,94.90
s_1844,1311,57,b-single,4,33565,1,70.42
s_1845,1473,59,b-single,4,22521,1,85.26
s_1846,3664,104,b-single,4,28960,1,77.46
s_1847,1993,142,b-single,4,26886,1,72.97
s_1848,291,8,b-single,4,28362,1,70.81
s_1849,687,36,b-single,4,29091,0,
s_1850,616,60,b-single,4,38850,1,75.07
s_1851,337,17,b-single,4,29198,1,83.37
s_1852,3137,153,b-single,4,43744,1,74.84
s_1853,1013,40,b-single,4,22011,1,82.05
s_1854,574,30,b-single,4,28420,1,100.00
s_1855,1499,73,b-single,4,32645,0,
s_1856,1178,37,b-single,4,33963,1,100.00
s_1857,1476,108,b-single,4,37557,1,93.93
s_1858,419,39,b-single,4,21844,1,73.96
s_1859,966,77,b-single,4,32048,1,79.46
s_1860,962,58,b-single,4,19464,1,87.30
s_1861,1230,51,b-single,4,43055,1,80.30
s_1862,1066,47,b-single,4,17221,1,88.11
s_1863,127,7,b-single,4,25557,1,88.58
s_1864,4513,150,b-single,4,35306,0,
s_1865,924,53,b-single,4,17857,1,88.90
s_1866,2082,87,b-single,4,30467,1,94.29
s_1867,761,29,b-single,4,23759,1,84.88
s_1868,1521,66,b-single,4,49382,1,80.00
s_1869,1000,46,b-single,4,29652,1,82.91
s_1870,556,19,b-single,4,29423,1,74.97
s_1871,455,19,b-single,4,22871,1,97.37
s_1872,1566,79,b-single,4,23824,0,
s_1873,1328,63,b-single,4,18295,0,
s_1874,365,16,b-single,4,31543,0,
s_1875,689,35,b-single,4,23514,1,100.00
s_1876,321,17,b-single,4,43364,1,90.54
s_1877,2661,74,b-single,4,20862,1,80.38
s_1878,598,46,b-single,4,30203,0,
s_1879,2625,107,b-single,4,19937,1,73.51
s_1880,514,45,b-single,4,21632,1,100.00
s_1881,438,24,b-single,4,31747,1,73.73
s_1882,2131,64,b-single,4,34647,0,
s_1883,4191,168,b-single,4,28423,0,
s_1884,832,45,b-single,4,14390,1,100.00
s_1885,433,20,b-single,4,14723,1,69.85
s_1886,538,32,b-single,4,25911,1,100.00
s_1887,5126,211,b-single,4,30580,1,89.40
s_1888,1158,26,b-single,4,19119,1,70.18
s_1889,118,7,b-single,4,55080,1,100.00
s_1890,1090,34,b-single,4,36298,1,79.27
s_1891,3648,121,b-single,4,29819,1,70.08
s_1892,244,11,b-single,4,24303,1,94.91
s_1893,691,43,b-single,4,30951,1,79.78
s_1894,226,17,b-single,4,25021,1,85.21
s_1895,1380,48,b-single,4,55144,1,68.78
s_1896,798,44,b-single,4,23808,1,87.90
s_1897,463,22,b-single,4,22557,0,
s_1898,1365,109,b-single,4,34973,1,90.26
s_1899,870,58,b-single,4,23587,1,74.31
s_1900,1245,53,b-single,4,33432,0,
s_1901,538,13,b-single,4,17909,1,100.00
s_1902,746,52,b-single,4,32292,1,81.97
s_1903,3013,106,b-single,4,38326,1,73.19
s_1904,2445,66,b-single,4,25235,1,95.07
s_1905,200,8,b-single,4,26288,1,98.19
s_1906,955,51,b-single,4,49702,1,76.34
s_1907,465,28,b-single,4,19173,1,81.31
s_1908,311,19,b-single,4,29381,1,96.41
s_1909,286,18,b-single,4,22420,1,86.19
s_1910,1073,62,b-single,4,44740,0,
s_1911,736,31,b-single,4,29219,1,81.73
s_1912,191,11,b-single,4,34976,1,75.97
s_1913,255,20,b-single,4,36058,1,100.00
s_1914,1148,69,b-single,4,16292,1,79.28
s_1915,933,54,b-single,4,23301,1,72.20
s_1916,748,40,b-single,4,14934,1,91.28
s_1917,727,30,b-single,4,30226,1,97.90
s_1918,205,15,b-single,4,29192,1,87.14
s_1919,749,49,b-single,4,11691,1,73.42
s_1920,809,61,b-single,4,33787,1,90.36
s_1921,1038,59,b-single,4,53884,1,76.99
s_1922,828,36,b-single,4,35694,1,90.74
s_1923,507,26,b-single,4,32396,1,76.30
s_1924,4852,318,b-single,4,28953,1,76.63
s_1925,1309,73,b-single,4,40694,0,
s_1926,2916,145,b-single,4,26533,1,82.65
s_1927,415,35,b-single,4,12245,1,79.74
s_1928,210,11,b-single,4,25888,1,81.78
s_1929,1307,105,b-single,4,19943,1,83.82
s_1930,551,25,b-single,4,31581,0,
s_1931,134,7,b-single,4,29274,1,86.53
s_1932,644,46,b-single,4,25698,1,94.54
s_1933,485,20,b-single,4,35356,1,100.00
s_1934,382,27,b-single,4,27071,0,
s_1935,2545,150,b-single,4,13279,1,85.33
s_1936,329,20,b-single,4,26062,0,
s_1937,1231,64,b-single,4,13638,1,85.57
s_1938,574,33,b-single,4,23015,1,89.21
s_1939,2607,135,b-single,4,46518,1,68.49
s_1940,2987,143,b-single,4,28634,1,77.31
s_1941,1991,77,b-single,4,32620,1,78.94
s_1942,2387,116,b-single,4,21887,1,68.75
s_1943,1679,88,b-single,4,28785,1,77.88
s_1944,484,14,b-single,4,42608,1,100.00
s_1945,501,54,b-single,4,32561,1,72.44
s_1946,322,30,b-single,4,21993,1,64.53
s_1947,1615,74,b-single,4,23498,1,86.74
s_1948,1442,125,b-single,4,36175,1,69.95
s_1949,1640,97,b-single,4,18540,1,78.84
s_1950,2121,119,b-single,4,25710,1,94.73
s_1951,2322,100,b-single,4,15009,0,
s_1952,907,62,b-single,4,18923,0,
s_1953,386,20,b-single,4,48539,1,92.38
s_1954,1596,86,b-single,4,17530,1,83.86
s_1955,4091,130,b-single,4,29269,0,
s_1956,1692,80,b-single,4,21718,1,81.83
s_1957,79,6,b-single,4,38072,1,95.31
s_1958,1151,38,b-single,4,28614,1,94.46
s_1959,395,28,b-single,4,34861,1,80.54
s_1960,354,12,b-single,4,27088,1,71.31
s_1961,266,23,b-single,4,26785,1,54.15
s_1962,1078,56,b-single,4,20135,1,71.64
s_1963,794,58,b-single,4,20035,0,
s_1964,471,33,b-single,4,31595,1,88.19
s_1965,254,24,b-single,4,26362,1,98.78
s_1966,2958,143,b-single,4,27272,1,78.32
s_1967,134,8,b-single,4,18467,1,100.00
s_1968,552,29,b-single,4,21986,1,98.42
s_1969,618,24,b-single,4,28539,1,92.51
s_1970,105,11,b-single,4,21979,1,78.70
s_1971,1449,52,b-single,4,23894,1,79.38
s_1972,1771,77,b-single,4,18147,1,88.66
s_1973,355,13,b-single,4,24499,1,87.65
s_1974,2381,85,b-single,4,44374,1,82.89
s_1975,2126,94,b-single,4,28080,1,76.06
s_1976,986,75,b-single,4,18166,1,100.00
s_1977,5536,274,b-single,4,51953,1,86.81
s_1978,501,35,b-single,4,35690,1,93.13
s_1979,3268,213,b-single,4,31992,1,86.39
s_1980,662,47,b-single,4,36046,1,95.39
