# RQ6 -- head-to-head on the common Java-8-compatible subset (4,200 classes).
# Paper Table tab:rq6_comparison (Sec. 5.7). One row per class per system.
# All systems run on the same sandboxes and the same metric pipeline; the
# quality columns are populated only where the test finally compiled, and the
# table's means are the means of those columns.
# cost is prompt+completion tokens per class, or CPU-seconds for EvoSuite.
class_id,loc,cyclomatic_complexity,system,compiled_initially,compiled,branch_coverage,line_coverage,mutation_score,mnt,cost,cost_unit
j8_1690,528,15,testforge,0,1,72.29,72.85,52.37,5.65,19613.0,tokens
j8_1691,1320,81,testforge,1,1,77.78,92.13,82.93,2.26,30369.0,tokens
j8_1692,7098,345,testforge,0,0,,,,,44852.0,tokens
j8_1693,1998,59,testforge,1,1,94.55,86.75,72.75,2.22,30631.0,tokens
j8_1694,597,34,testforge,1,1,77.0,85.72,84.64,3.15,24521.0,tokens
j8_1695,453,43,testforge,1,1,74.65,85.7,78.14,6.35,20512.0,tokens
j8_1696,518,36,testforge,1,1,77.62,88.51,70.77,5.29,20731.0,tokens
j8_1697,394,26,testforge,1,1,100.0,100.0,93.38,2.77,10590.0,tokens
j8_1698,5384,148,testforge,0,0,,,,,39130.0,tokens
j8_1699,441,25,testforge,1,1,82.9,78.9,70.59,4.47,19985.0,tokens
j8_1700,237,23,testforge,1,1,83.64,85.88,66.08,3.46,18513.0,tokens
j8_1701,316,16,testforge,1,1,81.46,90.47,64.41,3.02,15067.0,tokens
j8_1702,140,13,testforge,1,1,82.45,84.31,69.16,6.38,6123.0,tokens
j8_1703,842,43,testforge,1,1,75.99,86.41,78.33,1.54,25287.0,tokens
j8_1704,944,50,testforge,1,1,77.09,81.7,76.25,4.13,27747.0,tokens
j8_1705,1447,83,testforge,1,1,75.08,80.38,75.77,6.42,24323.0,tokens
j8_1706,416,15,testforge,1,1,95.4,89.21,89.49,5.43,14669.0,tokens
j8_1707,135,10,testforge,1,1,87.2,93.91,72.13,4.52,6511.0,tokens
j8_1708,436,13,testforge,0,1,65.67,75.6,66.95,5.82,21028.0,tokens
j8_1709,1268,46,testforge,1,1,85.9,91.62,60.78,3.6,30937.0,tokens
j8_1710,2472,68,testforge,0,0,,,,,34922.0,tokens
j8_1711,696,49,testforge,1,1,86.18,88.33,68.18,1.04,14761.0,tokens
j8_1712,2051,82,testforge,0,1,77.62,75.51,66.11,4.62,33218.0,tokens
j8_1713,547,40,testforge,1,1,70.82,85.14,72.94,3.27,15199.0,tokens
j8_1714,235,14,testforge,1,1,91.23,96.38,72.33,4.82,23202.0,tokens
j8_1715,483,24,testforge,1,1,80.81,85.14,79.48,4.48,28125.0,tokens
j8_1716,410,18,testforge,1,1,83.56,78.07,73.04,4.48,13923.0,tokens
j8_1717,1838,87,testforge,1,1,80.48,82.68,63.97,3.9,29768.0,tokens
j8_1718,258,10,testforge,1,1,78.21,84.66,63.85,4.92,14604.0,tokens
j8_1719,1124,64,testforge,0,0,,,,,34977.0,tokens
j8_1720,955,56,testforge,0,1,61.27,73.63,76.6,2.1,21946.0,tokens
j8_1721,740,33,testforge,0,1,77.1,72.71,51.87,3.34,20451.0,tokens
j8_1722,1931,124,testforge,0,1,65.02,84.0,56.51,6.41,39586.0,tokens
j8_1723,1767,55,testforge,1,1,77.28,87.42,65.86,3.74,30387.0,tokens
j8_1724,284,16,testforge,1,1,94.12,99.12,76.23,1.91,19301.0,tokens
j8_1725,1482,95,testforge,1,1,76.14,87.07,68.17,3.59,36048.0,tokens
j8_1726,1014,55,testforge,0,1,67.9,72.08,68.06,4.88,24541.0,tokens
j8_1727,1236,55,testforge,1,1,83.94,81.65,54.18,2.96,32104.0,tokens
j8_1728,664,27,testforge,1,1,91.45,88.32,63.76,2.56,22341.0,tokens
j8_1729,1076,36,testforge,0,0,,,,,31449.0,tokens
j8_1730,1214,80,testforge,0,1,76.51,76.97,82.53,5.56,24834.0,tokens
j8_1731,1255,41,testforge,0,0,,,,,24720.0,tokens
j8_1732,898,31,testforge,1,1,91.11,90.74,86.92,3.45,28553.0,tokens
j8_1733,487,21,testforge,1,1,76.53,92.06,70.6,1.76,15102.0,tokens
j8_1734,443,24,testforge,1,1,76.04,82.02,67.83,4.05,26503.0,tokens
j8_1735,2413,154,testforge,0,0,,,,,25295.0,tokens
j8_1736,313,20,testforge,1,1,95.1,100.0,79.85,4.95,10835.0,tokens
j8_1737,849,71,testforge,0,1,66.53,74.4,68.15,4.08,34244.0,tokens
j8_1738,1765,67,testforge,0,1,64.4,74.75,55.4,3.01,37440.0,tokens
j8_1739,600,34,testforge,0,1,67.99,78.0,70.8,5.4,13712.0,tokens
j8_1740,180,23,testforge,1,1,90.17,94.75,92.6,1.72,20873.0,tokens
j8_1741,245,19,testforge,1,1,82.96,84.72,77.18,3.75,12102.0,tokens
j8_1742,566,30,testforge,0,1,62.97,71.91,51.52,4.42,17190.0,tokens
j8_1743,1584,84,testforge,0,1,65.7,78.21,53.88,5.89,35320.0,tokens
j8_1744,948,57,testforge,1,1,68.81,84.05,69.69,5.15,18578.0,tokens
j8_1745,834,53,testforge,0,1,72.89,85.09,58.21,4.89,21711.0,tokens
j8_1746,124,9,testforge,1,1,80.63,80.11,66.09,4.11,17978.0,tokens
j8_1747,400,14,testforge,1,1,86.02,94.55,82.77,2.53,23660.0,tokens
j8_1748,1067,35,testforge,0,1,75.42,73.36,66.91,6.08,28696.0,tokens
j8_1749,289,19,testforge,1,1,94.95,91.77,86.41,3.26,20714.0,tokens
j8_1750,628,51,testforge,0,1,70.98,76.36,77.82,3.96,28506.0,tokens
j8_1751,923,39,testforge,1,1,79.03,88.01,83.99,3.4,21710.0,tokens
j8_1752,1124,43,testforge,1,1,86.35,85.91,89.05,6.35,29808.0,tokens
j8_1753,262,19,testforge,1,1,86.03,90.82,86.0,4.69,12116.0,tokens
j8_1754,759,57,testforge,1,1,86.96,94.32,78.36,3.84,22464.0,tokens
j8_1755,837,86,testforge,1,1,70.72,82.45,50.71,5.12,26674.0,tokens
j8_1756,588,27,testforge,0,1,72.45,78.26,69.94,3.42,30651.0,tokens
j8_1757,179,17,testforge,1,1,82.99,92.4,87.88,4.22,14679.0,tokens
j8_1758,1502,103,testforge,1,1,74.92,82.85,64.8,3.68,32886.0,tokens
j8_1759,1119,68,testforge,1,1,77.97,88.04,80.98,3.28,21078.0,tokens
j8_1760,4357,120,testforge,0,0,,,,,33906.0,tokens
j8_1761,1664,82,testforge,1,1,72.94,82.4,75.23,4.02,23031.0,tokens
j8_1762,1823,72,testforge,1,1,75.77,82.73,66.32,4.45,33826.0,tokens
j8_1763,1343,100,testforge,1,1,75.39,80.64,66.6,6.46,29139.0,tokens
j8_1764,2650,164,testforge,1,1,75.18,86.12,82.0,3.29,38224.0,tokens
j8_1765,314,24,testforge,1,1,84.59,92.86,72.27,3.77,19461.0,tokens
j8_1766,203,9,testforge,1,1,99.11,100.0,60.08,3.38,13081.0,tokens
j8_1767,1637,79,testforge,1,1,75.86,78.54,57.44,3.61,24074.0,tokens
j8_1768,412,27,testforge,1,1,69.45,89.21,72.51,2.46,13236.0,tokens
j8_1769,273,20,testforge,1,1,100.0,98.32,83.27,0.73,16732.0,tokens
j8_1770,857,46,testforge,1,1,88.47,91.88,96.42,3.43,29480.0,tokens
j8_1771,359,31,testforge,1,1,78.98,88.56,78.2,3.37,19409.0,tokens
j8_1772,1584,56,testforge,0,1,71.32,77.82,80.48,4.28,28364.0,tokens
j8_1773,2169,83,testforge,0,1,59.6,70.0,34.69,4.59,38956.0,tokens
j8_1774,2675,125,testforge,0,1,68.97,80.58,60.59,5.68,35199.0,tokens
j8_1775,897,54,testforge,1,1,76.97,81.23,76.9,5.17,22444.0,tokens
j8_1776,1723,83,testforge,0,1,63.91,73.31,43.73,4.62,29344.0,tokens
j8_1777,1086,55,testforge,1,1,72.33,78.56,70.26,5.23,29429.0,tokens
j8_1778,1619,76,testforge,1,1,88.52,82.18,66.84,2.92,32043.0,tokens
j8_1779,1952,77,testforge,1,1,78.02,83.36,64.91,4.68,43787.0,tokens
j8_1780,1003,61,testforge,0,0,,,,,25096.0,tokens
j8_1781,1155,53,testforge,0,1,63.64,80.18,70.86,4.34,34754.0,tokens
j8_1782,2002,122,testforge,0,1,74.27,77.54,58.78,5.13,33019.0,tokens
j8_1783,182,11,testforge,1,1,100.0,100.0,94.89,3.1,13908.0,tokens
j8_1784,4930,211,testforge,0,1,67.0,70.9,66.07,6.03,40560.0,tokens
j8_1785,506,30,testforge,1,1,75.19,86.03,77.08,6.13,23696.0,tokens
j8_1786,276,14,testforge,1,1,100.0,100.0,87.75,0.96,10303.0,tokens
j8_1787,1347,55,testforge,0,1,74.01,78.71,58.77,5.56,39745.0,tokens
j8_1788,143,14,testforge,1,1,100.0,100.0,87.58,0.93,6123.0,tokens
j8_1789,1692,139,testforge,1,1,81.18,78.6,70.41,3.36,35131.0,tokens
j8_1790,1323,48,testforge,0,1,71.46,78.23,77.02,5.31,24872.0,tokens
j8_1791,679,39,testforge,1,1,93.44,100.0,75.0,3.11,25996.0,tokens
j8_1792,566,53,testforge,1,1,80.41,91.24,67.78,3.57,21152.0,tokens
j8_1793,8197,292,testforge,0,1,63.02,75.44,69.24,3.06,39641.0,tokens
j8_1794,957,38,testforge,1,1,84.95,85.59,80.35,3.75,27148.0,tokens
j8_1795,499,55,testforge,1,1,95.15,97.68,78.18,3.68,25746.0,tokens
j8_1796,692,39,testforge,1,1,82.81,85.39,76.32,2.06,26965.0,tokens
j8_1797,337,22,testforge,1,1,100.0,97.02,84.51,3.2,27477.0,tokens
j8_1798,153,9,testforge,1,1,91.2,93.56,73.97,4.81,19154.0,tokens
j8_1799,277,13,testforge,1,1,84.59,91.4,76.58,4.46,14983.0,tokens
j8_1800,754,22,testforge,1,1,100.0,100.0,100.0,1.53,24534.0,tokens
j8_1801,920,54,testforge,1,1,74.83,82.93,79.86,3.65,26790.0,tokens
j8_1802,5621,244,testforge,0,0,,,,,44406.0,tokens
j8_1803,642,38,testforge,1,1,80.08,84.92,75.84,4.95,19650.0,tokens
j8_1804,246,13,testforge,1,1,89.47,94.1,86.82,1.5,23474.0,tokens
j8_1805,600,45,testforge,1,1,88.23,88.96,77.16,4.56,21628.0,tokens
j8_1806,1228,86,testforge,0,1,76.61,75.36,52.42,4.28,28983.0,tokens
j8_1807,634,31,testforge,0,1,71.13,76.9,65.49,4.26,26838.0,tokens
j8_1808,1967,62,testforge,0,0,,,,,36893.0,tokens
j8_1809,798,66,testforge,0,1,59.3,71.79,42.11,7.08,14273.0,tokens
j8_1810,394,27,testforge,1,1,88.7,93.89,81.23,1.91,12564.0,tokens
j8_1811,251,21,testforge,1,1,89.37,93.13,73.75,3.03,14235.0,tokens
j8_1812,357,13,testforge,0,1,74.28,71.83,30.47,5.51,17581.0,tokens
j8_1813,1291,44,testforge,1,1,70.33,86.59,70.03,3.56,31823.0,tokens
j8_1814,500,36,testforge,1,1,93.5,97.1,87.92,2.89,28079.0,tokens
j8_1815,221,11,testforge,0,0,,,,,7577.0,tokens
j8_1816,5633,316,testforge,0,0,,,,,44127.0,tokens
j8_1817,2432,117,testforge,1,1,80.03,86.32,74.32,5.62,31342.0,tokens
j8_1818,177,12,testforge,1,1,100.0,100.0,93.44,3.73,21800.0,tokens
j8_1819,662,26,testforge,0,1,57.54,78.14,57.68,8.14,26759.0,tokens
j8_1820,3274,127,testforge,1,1,73.17,79.48,84.87,4.46,31763.0,tokens
j8_1821,897,45,testforge,0,0,,,,,28229.0,tokens
j8_1822,1018,79,testforge,1,1,88.11,88.53,77.67,3.95,27617.0,tokens
j8_1823,621,58,testforge,1,1,90.54,90.07,67.7,3.42,25840.0,tokens
j8_1824,965,65,testforge,1,1,71.34,84.94,68.3,3.07,16644.0,tokens
j8_1825,1491,51,testforge,0,1,71.53,70.47,48.91,4.07,26913.0,tokens
j8_1826,460,37,testforge,1,1,83.67,86.3,89.97,4.77,23577.0,tokens
j8_1827,529,43,testforge,1,1,85.16,95.59,78.06,4.85,27649.0,tokens
j8_1828,2109,63,testforge,0,1,70.08,87.47,67.45,5.32,30540.0,tokens
j8_1829,195,16,testforge,1,1,92.87,91.63,79.4,1.73,16000.0,tokens
j8_1830,464,25,testforge,1,1,90.72,93.9,75.23,3.27,21978.0,tokens
j8_1831,170,15,testforge,1,1,100.0,100.0,100.0,2.01,13236.0,tokens
j8_1832,792,52,testforge,1,1,100.0,96.18,70.97,4.23,23171.0,tokens
j8_1833,1956,192,testforge,1,1,87.97,88.59,77.63,3.94,30789.0,tokens
j8_1834,288,18,testforge,1,1,82.84,80.99,61.51,5.8,9842.0,tokens
j8_1835,212,13,testforge,1,1,86.35,90.4,69.93,3.96,12008.0,tokens
j8_1836,335,15,testforge,1,1,75.0,89.58,74.68,4.51,15529.0,tokens
j8_1837,1811,92,testforge,1,1,71.13,81.21,69.69,3.96,33771.0,tokens
j8_1838,730,53,testforge,1,1,77.31,80.75,62.07,3.86,29025.0,tokens
j8_1839,390,27,testforge,0,1,68.83,80.94,74.21,2.68,17369.0,tokens
j8_1840,717,40,testforge,1,1,81.04,87.81,81.0,1.9,25146.0,tokens
j8_1841,2233,84,testforge,0,1,70.57,74.24,78.02,5.89,37676.0,tokens
j8_1842,336,31,testforge,1,1,98.81,100.0,93.42,1.01,19490.0,tokens
j8_1843,4957,214,testforge,0,1,66.71,78.56,54.92,4.56,41880.0,tokens
j8_1844,1033,57,testforge,0,1,77.54,78.31,62.12,4.1,25839.0,tokens
j8_1845,1187,78,testforge,0,1,74.49,78.03,70.57,5.07,28329.0,tokens
j8_1846,794,39,testforge,1,1,80.44,84.51,57.55,3.55,29817.0,tokens
j8_1847,262,20,testforge,1,1,97.62,98.27,88.53,3.89,19627.0,tokens
j8_1848,2359,93,testforge,0,0,,,,,37203.0,tokens
j8_1849,1547,86,testforge,1,1,79.7,93.53,77.87,3.98,37051.0,tokens
j8_1850,320,13,testforge,1,1,77.82,98.39,77.58,2.91,29515.0,tokens
j8_1851,801,51,testforge,1,1,86.77,72.64,66.21,5.02,20547.0,tokens
j8_1852,1577,45,testforge,0,0,,,,,37118.0,tokens
j8_1853,774,50,testforge,0,1,57.51,68.64,67.24,6.09,28787.0,tokens
j8_1854,471,41,testforge,1,1,95.81,98.3,75.15,1.73,16766.0,tokens
j8_1855,3856,194,testforge,0,0,,,,,41903.0,tokens
j8_1856,305,30,testforge,1,1,99.85,100.0,88.91,2.98,17484.0,tokens
j8_1857,837,54,testforge,0,1,75.15,69.9,48.23,4.38,24364.0,tokens
j8_1858,412,18,testforge,0,1,62.4,74.63,73.33,5.63,22390.0,tokens
j8_1859,363,28,testforge,1,1,69.95,80.24,61.84,4.14,17453.0,tokens
j8_1860,438,28,testforge,1,1,97.9,100.0,94.65,3.3,31934.0,tokens
j8_1861,1283,41,testforge,0,1,64.9,71.92,63.43,4.96,24461.0,tokens
j8_1862,744,32,testforge,1,1,78.63,81.66,67.93,5.72,23309.0,tokens
j8_1863,1223,31,testforge,1,1,84.22,90.05,78.37,5.67,24073.0,tokens
j8_1864,1497,75,testforge,0,0,,,,,28959.0,tokens
j8_1865,723,29,testforge,1,1,87.54,88.46,71.0,3.84,19334.0,tokens
j8_1866,893,34,testforge,0,1,84.05,84.44,71.61,5.85,29201.0,tokens
j8_1867,4723,233,testforge,1,1,84.76,87.71,54.66,3.88,34518.0,tokens
j8_1868,3451,154,testforge,0,1,65.4,74.08,62.44,5.95,40359.0,tokens
j8_1869,338,14,testforge,1,1,97.94,98.78,94.71,2.49,28760.0,tokens
j8_1870,872,65,testforge,1,1,89.38,92.37,84.59,3.02,21337.0,tokens
j8_1871,689,34,testforge,1,1,84.88,90.83,79.47,2.99,15302.0,tokens
j8_1872,417,23,testforge,1,1,74.47,89.95,86.69,4.32,20133.0,tokens
j8_1873,1014,63,testforge,1,1,77.8,81.94,83.6,5.1,32349.0,tokens
j8_1874,3436,235,testforge,0,0,,,,,32160.0,tokens
j8_1875,902,75,testforge,1,1,90.04,93.84,77.77,2.46,29341.0,tokens
j8_1876,2711,162,testforge,0,1,67.52,81.87,69.99,2.98,41523.0,tokens
j8_1877,3415,129,testforge,0,0,,,,,37079.0,tokens
j8_1878,365,21,testforge,0,1,67.81,73.44,66.35,5.19,21316.0,tokens
j8_1879,137,11,testforge,1,1,92.4,88.11,83.76,2.15,8669.0,tokens
j8_1880,267,13,testforge,1,1,80.58,84.19,64.13,6.54,16510.0,tokens
j8_1881,488,43,testforge,1,1,82.71,94.09,78.05,3.68,21481.0,tokens
j8_1882,1146,46,testforge,0,1,60.24,79.53,54.14,6.01,26366.0,tokens
j8_1883,415,24,testforge,1,1,87.05,89.84,72.66,2.3,17104.0,tokens
j8_1884,1048,44,testforge,0,1,77.53,75.84,63.31,5.82,16696.0,tokens
j8_1885,1972,120,testforge,0,1,72.21,79.96,67.16,4.47,33780.0,tokens
j8_1886,1516,52,testforge,0,1,73.97,80.08,60.14,4.4,39966.0,tokens
j8_1887,1096,58,testforge,1,1,100.0,99.93,100.0,3.23,22244.0,tokens
j8_1888,515,17,testforge,0,1,71.35,78.56,67.94,4.55,15891.0,tokens
j8_1889,1779,76,testforge,0,1,70.87,81.52,74.58,4.98,26707.0,tokens
j8_1890,515,50,testforge,0,1,68.2,74.54,62.86,3.37,21341.0,tokens
j8_1891,628,35,testforge,0,1,71.92,75.15,62.73,5.16,21046.0,tokens
j8_1892,760,32,testforge,1,1,73.91,86.58,72.81,5.12,26624.0,tokens
j8_1893,387,19,testforge,1,1,87.27,87.61,68.8,5.79,28417.0,tokens
j8_1894,1868,65,testforge,0,1,64.45,70.25,60.06,8.24,31829.0,tokens
j8_1895,265,15,testforge,1,1,80.51,94.99,89.58,4.18,15721.0,tokens
j8_1896,1058,73,testforge,1,1,100.0,96.96,87.51,2.43,27538.0,tokens
j8_1897,716,33,testforge,0,1,68.67,62.76,59.89,6.78,23134.0,tokens
j8_1898,1780,112,testforge,1,1,77.13,81.96,74.04,5.09,25072.0,tokens
j8_1899,2114,77,testforge,0,0,,,,,34036.0,tokens
j8_1900,2179,80,testforge,0,0,,,,,26401.0,tokens
j8_1901,1321,64,testforge,1,1,88.79,96.65,68.95,4.67,28747.0,tokens
j8_1902,419,24,testforge,1,1,95.02,90.65,94.03,4.93,26878.0,tokens
j8_1903,1095,44,testforge,0,0,,,,,32241.0,tokens
j8_1904,1157,30,testforge,1,1,78.42,84.0,78.11,4.45,27192.0,tokens
j8_1905,420,17,testforge,1,1,78.5,86.65,80.76,5.5,22460.0,tokens
j8_1906,422,26,testforge,1,1,90.8,95.99,96.93,3.33,15511.0,tokens
j8_1907,1080,55,testforge,1,1,78.78,84.52,60.34,5.28,30417.0,tokens
j8_1908,352,31,testforge,1,1,86.11,79.67,79.06,4.49,14851.0,tokens
j8_1909,638,42,testforge,0,1,69.24,77.96,77.93,4.36,24949.0,tokens
j8_1910,627,40,testforge,0,1,66.42,76.47,63.72,5.53,26637.0,tokens
j8_1911,668,43,testforge,0,1,67.16,70.71,61.91,4.95,19656.0,tokens
j8_1912,670,44,testforge,1,1,87.77,86.84,77.6,3.33,26987.0,tokens
j8_1913,611,31,testforge,0,1,62.94,72.32,62.15,6.21,20128.0,tokens
j8_1914,8381,389,testforge,0,1,64.08,73.87,62.02,6.83,44219.0,tokens
j8_1915,218,14,testforge,1,1,76.35,84.15,70.46,3.63,22827.0,tokens
j8_1916,535,20,testforge,1,1,86.12,95.15,83.29,2.45,23462.0,tokens
j8_1917,339,24,testforge,1,1,97.01,99.49,83.0,1.45,12583.0,tokens
j8_1918,1528,87,testforge,0,1,75.55,70.35,75.33,5.27,30091.0,tokens
j8_1919,4237,77,testforge,0,1,55.87,72.79,46.05,4.66,32194.0,tokens
j8_1920,360,20,testforge,1,1,100.0,100.0,81.74,5.38,24246.0,tokens
j8_1921,492,38,testforge,1,1,85.97,90.65,66.11,2.66,16339.0,tokens
j8_1922,431,24,testforge,1,1,91.04,89.04,93.03,2.6,13855.0,tokens
j8_1923,3490,131,testforge,0,1,71.2,81.47,59.81,6.18,41539.0,tokens
j8_1924,130,7,testforge,1,1,75.8,83.14,65.73,5.32,11066.0,tokens
j8_1925,911,43,testforge,1,1,78.82,83.78,82.47,3.25,22193.0,tokens
j8_1926,662,33,testforge,1,1,94.37,96.09,90.33,1.48,19837.0,tokens
j8_1927,829,45,testforge,1,1,90.96,89.23,82.37,5.46,22758.0,tokens
j8_1928,363,17,testforge,1,1,77.0,84.71,83.62,4.28,18955.0,tokens
j8_1929,958,42,testforge,0,1,73.88,81.72,52.52,4.65,33662.0,tokens
j8_1930,1529,97,testforge,1,1,75.22,81.99,75.24,3.94,26040.0,tokens
j8_1931,349,20,testforge,1,1,81.39,73.19,67.02,2.26,14566.0,tokens
j8_1932,503,39,testforge,0,1,72.4,81.5,63.69,4.49,24544.0,tokens
j8_1933,960,33,testforge,1,1,83.05,91.98,63.91,3.54,27612.0,tokens
j8_1934,645,18,testforge,1,1,78.11,83.95,84.33,4.49,21978.0,tokens
j8_1935,1136,96,testforge,1,1,73.55,81.18,66.26,3.45,23398.0,tokens
j8_1936,281,7,testforge,1,1,75.3,76.67,65.5,6.04,13266.0,tokens
j8_1937,5156,174,testforge,1,1,84.09,95.32,76.95,3.49,37383.0,tokens
j8_1938,1777,133,testforge,1,1,87.23,94.32,79.7,5.06,32362.0,tokens
j8_1939,785,31,testforge,0,1,76.38,81.89,67.42,3.21,24943.0,tokens
j8_1940,1621,98,testforge,0,1,80.75,78.01,71.4,4.78,28565.0,tokens
j8_1941,644,83,testforge,0,1,72.78,78.11,71.2,5.63,24964.0,tokens
j8_1942,594,23,testforge,1,1,100.0,100.0,100.0,1.79,20060.0,tokens
j8_1943,211,14,testforge,1,1,92.99,94.94,78.18,4.57,15332.0,tokens
j8_1944,289,13,testforge,1,1,99.61,100.0,90.38,2.15,10060.0,tokens
j8_1945,903,55,testforge,0,1,67.49,80.16,54.54,3.12,20172.0,tokens
j8_1946,465,25,testforge,1,1,77.46,81.01,78.32,4.64,17258.0,tokens
j8_1947,733,54,testforge,0,1,63.45,65.84,46.79,5.52,25294.0,tokens
j8_1948,1566,77,testforge,1,1,84.91,88.12,82.54,4.14,32685.0,tokens
j8_1949,434,36,testforge,1,1,77.13,89.25,83.98,4.58,22350.0,tokens
j8_1950,226,14,testforge,1,1,97.34,100.0,97.34,2.71,15793.0,tokens
j8_1951,1999,144,testforge,1,1,89.35,90.45,76.91,4.04,37008.0,tokens
j8_1952,3667,213,testforge,0,0,,,,,36181.0,tokens
j8_1953,3307,164,testforge,1,1,85.68,87.78,72.15,1.46,35686.0,tokens
j8_1954,2900,94,testforge,1,1,74.47,81.9,63.09,5.82,39491.0,tokens
j8_1955,650,42,testforge,1,1,87.76,92.2,73.64,5.6,27115.0,tokens
j8_1956,613,44,testforge,1,1,78.97,79.11,76.16,6.03,21691.0,tokens
j8_1957,1323,48,testforge,1,1,100.0,92.63,81.34,4.03,26573.0,tokens
j8_1958,509,29,testforge,1,1,85.4,87.64,78.79,4.56,18983.0,tokens
j8_1959,1319,103,testforge,0,1,56.89,70.8,62.58,7.08,29650.0,tokens
j8_1960,856,40,testforge,1,1,80.26,91.17,70.38,3.4,32312.0,tokens
j8_1961,759,61,testforge,1,1,80.09,84.39,68.54,4.96,27885.0,tokens
j8_1962,1048,42,testforge,0,1,61.82,71.44,54.59,4.53,31072.0,tokens
j8_1963,218,26,testforge,1,1,88.47,87.95,77.41,4.42,10229.0,tokens
j8_1964,515,32,testforge,1,1,100.0,99.05,83.23,1.55,21482.0,tokens
j8_1965,454,32,testforge,1,1,100.0,100.0,83.39,1.27,11331.0,tokens
j8_1966,1896,155,testforge,0,1,73.1,76.88,62.07,6.36,34919.0,tokens
j8_1967,91,6,testforge,1,1,98.23,92.12,73.83,3.09,7917.0,tokens
j8_1968,1885,103,testforge,1,1,73.62,76.31,66.91,5.91,27233.0,tokens
j8_1969,1439,61,testforge,0,1,71.34,75.11,76.21,3.57,31734.0,tokens
j8_1970,486,41,testforge,0,1,71.13,75.48,56.86,3.91,24963.0,tokens
j8_1971,820,54,testforge,1,1,90.06,88.81,70.13,4.14,31214.0,tokens
j8_1972,1383,54,testforge,1,1,83.94,88.59,68.48,3.31,33090.0,tokens
j8_1973,514,18,testforge,0,0,,,,,30023.0,tokens
j8_1974,1208,66,testforge,1,1,91.16,87.55,90.7,3.92,34013.0,tokens
j8_1975,2903,89,testforge,1,1,76.51,78.44,74.88,4.37,38192.0,tokens
j8_1976,1234,96,testforge,1,1,83.16,86.3,76.19,4.18,34489.0,tokens
j8_1977,989,80,testforge,0,1,70.14,74.61,61.08,6.07,20949.0,tokens
j8_1978,400,33,testforge,1,1,91.04,92.73,84.06,0.89,9582.0,tokens
j8_1979,1299,69,testforge,1,1,79.16,88.44,52.01,5.89,28022.0,tokens
j8_1980,1157,60,testforge,1,1,93.53,91.16,64.24,4.41,37078.0,tokens
j8_1981,2359,94,testforge,1,1,84.69,86.07,80.04,4.03,31962.0,tokens
j8_1982,398,17,testforge,0,1,70.15,74.35,57.24,3.67,19958.0,tokens
j8_1983,150,8,testforge,1,1,84.57,82.52,67.82,1.74,11365.0,tokens
j8_1984,2592,90,testforge,0,1,69.55,73.36,61.72,4.81,38630.0,tokens
j8_1985,2548,103,testforge,0,1,76.3,81.4,72.16,5.55,42406.0,tokens
j8_1986,275,14,testforge,0,1,67.64,76.42,64.98,5.58,11903.0,tokens
j8_1987,3026,78,testforge,0,0,,,,,36770.0,tokens
j8_1988,1784,79,testforge,1,1,81.17,88.78,70.93,3.38,33630.0,tokens
j8_1989,249,16,testforge,1,1,69.77,86.01,73.5,1.72,15802.0,tokens
j8_1990,457,16,testforge,1,1,74.0,83.89,69.8,2.19,18486.0,tokens
j8_1991,760,33,testforge,1,1,64.82,78.62,79.38,4.24,26020.0,tokens
j8_1992,1076,49,testforge,0,1,54.67,67.56,47.09,5.23,33654.0,tokens
j8_1993,762,26,testforge,1,1,85.17,89.17,80.6,1.25,25020.0,tokens
j8_1994,221,21,testforge,1,1,97.87,97.91,86.79,2.8,15149.0,tokens
j8_1995,1550,66,testforge,0,0,,,,,22207.0,tokens
j8_1996,723,39,testforge,1,1,72.41,84.7,62.74,2.73,24845.0,tokens
j8_1997,1042,45,testforge,1,1,86.09,93.11,77.47,2.74,26285.0,tokens
j8_1998,1430,43,testforge,0,0,,,,,34485.0,tokens
j8_1999,1220,55,testforge,1,1,82.18,91.55,89.92,2.2,31645.0,tokens
j8_2000,496,39,testforge,1,1,84.18,83.17,83.64,5.2,17667.0,tokens
j8_2001,1019,40,testforge,1,1,74.1,81.01,87.27,3.38,27842.0,tokens
j8_2002,4504,153,testforge,1,1,78.41,84.69,74.68,3.6,42067.0,tokens
j8_2003,798,71,testforge,1,1,90.53,87.35,74.81,4.37,24088.0,tokens
j8_2004,20000,560,testforge,0,1,59.2,69.77,60.86,4.22,46552.0,tokens
j8_2005,825,69,testforge,1,1,96.39,92.29,74.15,2.68,21216.0,tokens
j8_2006,3971,189,testforge,0,1,59.45,73.57,44.18,7.59,42662.0,tokens
j8_2007,1447,67,testforge,1,1,82.31,81.17,69.99,5.96,33380.0,tokens
j8_2008,837,57,testforge,1,1,97.39,98.75,92.37,2.74,28223.0,tokens
j8_2009,2454,146,testforge,0,1,72.87,76.73,75.06,5.34,30911.0,tokens
j8_2010,809,51,testforge,1,1,79.13,83.38,66.03,4.56,30761.0,tokens
j8_2011,2474,84,testforge,0,1,71.99,76.39,69.6,6.18,29267.0,tokens
j8_2012,1304,77,testforge,1,1,85.72,85.38,73.33,4.15,24173.0,tokens
j8_2013,800,41,testforge,1,1,74.44,86.88,85.72,2.89,26739.0,tokens
j8_2014,478,29,testforge,1,1,92.59,89.47,91.58,4.04,21655.0,tokens
